advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Referendum Commission		580832208630212	Facebook	f	female	IE	Ireland	28	1	5135607	2329395	34192	7135
European Parliament		178362315106	Facebook	f	female	IE	Ireland	103	1	4592370	1988258	29847	5356
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	f	female	IE	Ireland	185	1	3886335	1230204	21093	3199
Fine Gael	Fine Gael	264172043210	Facebook	f	female	IE	Ireland	8	1	936172	389885	4582	1406
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	f	female	IE	Ireland	3	1	819213	409607	3934	787
European Greens	European Greens	141366725876424	Facebook	f	female	IE	Ireland	16	1	715507	354939	6329	1880
Fianna Fáil	Fianna Fáil	222629035132	Facebook	f	female	IE	Ireland	36	1	655643	209025	2427	218
Sean Kelly MEP		340786422717552	Facebook	f	female	IE	Ireland	71	1	571663	195920	4515	302
Matt Carthy	Carthy Matt	580216935345125	Facebook	f	female	IE	Ireland	29	1	550806	170980	2687	258
Women for Election	Women for Election	115885998520125	Facebook	f	female	IE	Ireland	10	1	479989	191999	2589	399
Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	f	female	IE	Ireland	29	1	414041	90671	1967	109
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	f	female	IE	Ireland	14	1	367716	107633	1407	318
Labour Party		164027949687	Facebook	f	female	IE	Ireland	6	1	351407	175705	1432	287
Pro Life Campaign Ireland		224615650378	Facebook	f	female	IE	Ireland	4	1	282255	129930	1866	708
Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	f	female	IE	Ireland	8	1	267902	98595	749	98
Andrew Doyle	Andrew Doyle	200875073325354	Facebook	f	female	IE	Ireland	9	1	228526	66425	622	35
merrionstreet.ie		116635611711738	Facebook	f	female	IE	Ireland	2	1	212450	106226	674	135
Department of Foreign Affairs and Trade		449282445418073	Facebook	f	female	IE	Ireland	1	1	206359	82544	2063	412
Kialo		729627343834501	Facebook	f	female	IE	Ireland	341	1	204683	89890	1152	322
Cllr. Éilis Ryan for Europe		787376334669425	Facebook	f	female	IE	Ireland	13	1	202280	70866	1242	147
Oxfam		201612129410	Facebook	f	female	IE	Ireland	4	1	186863	92727	748	307
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	f	female	IE	Ireland	11	1	182470	39472	670	0
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	f	female	IE	Ireland	11	1	175984	37498	482	0
Students for Life Ireland		252011928285955	Facebook	f	female	IE	Ireland	7	1	170531	33968	1268	215
Lynn Boylan MEP - Fighting for Dublin in Europe		406454202814957	Facebook	f	female	IE	Ireland	6	1	162606	64936	966	167
