country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SE	Sweden	w020	Week 20	2019-05-13	2019-05-15	2268	357	20403917	6586501	194638	46917
SE	Sweden	w019	Week 19	2019-05-06	2019-05-12	2507	407	34156414	11218070	319180	80529
SE	Sweden	w018	Week 18	2019-04-29	2019-05-05	2011	383	17392893	5770628	131829	32942
SE	Sweden	w017	Week 17	2019-04-22	2019-04-28	1404	366	6745133	2293573	54844	14141
SE	Sweden	w016	Week 16	2019-04-15	2019-04-21	1343	428	7829926	2829412	56984	15230
SE	Sweden	w015	Week 15	2019-04-08	2019-04-14	1858	630	11093737	3935276	98718	23680
SE	Sweden	w014	Week 14	2019-04-01	2019-04-07	1515	559	8879689	3039462	88586	20481
SE	Sweden	w013	Week 13	2019-03-25	2019-03-31	1265	439	9205899	3312350	83362	21680
SE	Sweden	w012	Week 12	2019-03-18	2019-03-24	1083	363	7540667	2766439	65724	16750
SE	Sweden	w011	Week 11	2019-03-11	2019-03-17	920	337	9301795	3348586	82185	20123
SE	Sweden	w010	Week 10	2019-03-04	2019-03-10	1198	364	9380342	3361954	74687	18309
SE	Sweden	w009	Week 9	2019-02-25	2019-03-03	473	167	5793284	2043084	25071	6015
SE	Sweden	w008	Week 8	2019-02-18	2019-02-24	258	93	2751119	1048138	10113	2643
SE	Sweden	w007	Week 7	2019-02-11	2019-02-17	239	86	1178828	325136	8267	1603
SE	Sweden	w006	Week 6	2019-02-04	2019-02-10	204	70	1560089	459304	12440	2991
SE	Sweden	w005	Week 5	2019-01-28	2019-02-03	297	63	2041150	667337	16413	4310
SE	Sweden	w004	Week 4	2019-01-21	2019-01-27	257	65	2672330	1007104	24175	5909
SE	Sweden	w003	Week 3	2019-01-14	2019-01-20	249	57	2374601	875449	19427	4729
SE	Sweden	w002	Week 2	2019-01-07	2019-01-13	226	51	2465128	839544	17939	5026
SE	Sweden	w001	Week 1	2019-01-01	2019-01-06	155	34	881043	322507	8882	2135
