advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	55_64	55-64	RO	Romania	86	1	7857713	3488655	16831	4894
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	55_64	55-64	RO	Romania	122	1	5284267	2216547	9964	2636
România în primul rând	Future Innovation	770704223323599	Facebook	55_64	55-64	RO	Romania	81	1	3922894	1732280	5178	1199
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	55_64	55-64	RO	Romania	165	1	2476588	1147748	9860	2110
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	55_64	55-64	RO	Romania	78	1	1998564	951328	8655	2051
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	55_64	55-64	RO	Romania	35	1	1693752	803493	2256	598
RMDSZ	RMDSZ	102601499822802	Facebook	55_64	55-64	RO	Romania	204	1	1355918	409371	2118	389
Romania #nuepsd	Future Innovation	293215748279337	Facebook	55_64	55-64	RO	Romania	34	1	1081471	496074	727	313
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	55_64	55-64	RO	Romania	36	1	1047313	511874	4055	1093
George Simion		2212856535602171	Facebook	55_64	55-64	RO	Romania	26	1	823010	334122	1730	451
European Parliament		178362315106	Facebook	55_64	55-64	RO	Romania	56	1	803643	389340	4235	775
Winkler Gyula		1560147330888040	Facebook	55_64	55-64	RO	Romania	22	1	755555	328619	968	246
Litere.net	litere.net	1504323906337545	Facebook	55_64	55-64	RO	Romania	13	1	720219	336990	653	139
Politice.net	politice.net	2546711162025064	Facebook	55_64	55-64	RO	Romania	12	1	528534	248593	502	102
PSD Galati	Partidul Social Democrat Galati	1585170161775563	Facebook	55_64	55-64	RO	Romania	22	1	467487	200390	2028	475
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	55_64	55-64	RO	Romania	13	1	402269	162874	589	117
Silvia Dinică		1128229287275038	Facebook	55_64	55-64	RO	Romania	20	1	395719	157764	701	170
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	55_64	55-64	RO	Romania	42	1	382345	177771	917	261
Gregoriana Tudoran		1985293741779690	Facebook	55_64	55-64	RO	Romania	25	1	361103	98373	516	90
Video News		329122497569429	Facebook	55_64	55-64	RO	Romania	5	1	353539	141586	428	109
Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	55_64	55-64	RO	Romania	19	1	340057	158375	327	58
Traian Băsescu		361235817223309	Facebook	55_64	55-64	RO	Romania	9	1	328924	138495	300	44
Calin Popescu Tariceanu		227922987222524	Facebook	55_64	55-64	RO	Romania	12	1	295446	125734	459	146
Ovidiu-Iosif Gal, candidat independent pentru Parlamentul European		354404288474557	Facebook	55_64	55-64	RO	Romania	6	1	291811	123094	396	61
USR Arad	Uniunea Salvați Romania	1210260295704425	Facebook	55_64	55-64	RO	Romania	25	1	267241	92099	775	163
