spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	SE	Sweden	8826	1756	45077323	11374285	259130	63952
50_100	50 - 100	SE	Sweden	5277	1158	31374614	8613502	264333	54966
100_1k	100 - 1k	SE	Sweden	2693	572	79652843	29233918	714985	191175
1k_5k	1k - 5k	SE	Sweden	228	72	30328778	13769032	366744	83831
5k_10k	5k - 10k	SE	Sweden	16	11	1313781	652259	13653	6702
10k_50k	10k - 50k	SE	Sweden	1	1	12167	6083	541	108
