week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-12	RO	Romania	1250	235	92353284	39075869	178723	39054
w018	Week 18	2019-04-29	2019-05-05	RO	Romania	878	216	49602639	21647201	105319	28168
w017	Week 17	2019-04-22	2019-04-28	RO	Romania	997	277	45510903	19164648	84893	20718
w016	Week 16	2019-04-15	2019-04-21	RO	Romania	1054	333	43643767	18592238	88964	20669
w015	Week 15	2019-04-08	2019-04-14	RO	Romania	1078	392	15380572	6242070	35998	6738
w014	Week 14	2019-04-01	2019-04-07	RO	Romania	853	383	13489813	5195785	32945	5499
w013	Week 13	2019-03-25	2019-03-31	RO	Romania	584	276	8091722	3380622	25666	4949
w012	Week 12	2019-03-18	2019-03-24	RO	Romania	606	278	6571427	2119982	16326	2195
w011	Week 11	2019-03-11	2019-03-17	RO	Romania	361	179	3843089	1203676	8639	1039
w010	Week 10	2019-03-04	2019-03-10	RO	Romania	291	136	3642094	1540423	7316	1161
w009	Week 9	2019-02-25	2019-03-03	RO	Romania	140	70	2449878	1000574	7266	1415
w008	Week 8	2019-02-18	2019-02-24	RO	Romania	125	64	529354	181939	1989	254
w007	Week 7	2019-02-11	2019-02-17	RO	Romania	103	56	1950602	831557	2484	682
w006	Week 6	2019-02-04	2019-02-10	RO	Romania	92	41	1726473	674448	3005	558
w005	Week 5	2019-01-28	2019-02-03	RO	Romania	87	34	308594	81613	634	53
w004	Week 4	2019-01-21	2019-01-27	RO	Romania	68	30	274003	73367	547	73
w003	Week 3	2019-01-14	2019-01-20	RO	Romania	73	34	427173	151387	706	84
w002	Week 2	2019-01-07	2019-01-13	RO	Romania	59	33	484853	191858	630	96
w001	Week 1	2019-01-01	2019-01-06	RO	Romania	42	20	240706	93619	334	73
