audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	CY	Cyprus	1995	459	4210096	1427666	18009	1795
m18_24	male (18-24)	CY	Cyprus	1849	424	3524650	1215322	13689	1527
m35_44	male (35-44)	CY	Cyprus	1955	452	3343369	1087234	14561	1257
m45_54	male (45-54)	CY	Cyprus	1889	440	2689089	830388	12140	777
f25_34	female (25-34)	CY	Cyprus	2073	477	2454993	874302	10979	1392
f35_44	female (35-44)	CY	Cyprus	2025	468	2298764	790027	10444	1154
f18_24	female (18-24)	CY	Cyprus	1910	441	2259108	818886	8736	1170
m55_64	male (55-64)	CY	Cyprus	1741	410	2183260	617424	9582	323
f45_54	female (45-54)	CY	Cyprus	1963	456	1961291	635161	8735	742
f55_64	female (55-64)	CY	Cyprus	1796	423	1662623	483990	6920	303
m65_	male (65+)	CY	Cyprus	1606	376	1299039	370697	5795	199
f65_	female (65+)	CY	Cyprus	1645	384	939034	275166	4142	167
f13_17	female (13-17)	CY	Cyprus	245	75	136950	50059	276	12
m13_17	male (13-17)	CY	Cyprus	239	73	116517	42864	288	14
u35_44	unknown (35-44)	CY	Cyprus	1792	416	82747	27510	350	30
u25_34	unknown (25-34)	CY	Cyprus	1745	407	59445	20192	252	22
u45_54	unknown (45-54)	CY	Cyprus	1629	388	34322	11353	152	11
u55_64	unknown (55-64)	CY	Cyprus	1359	349	16472	4953	75	3
u65_	unknown (65+)	CY	Cyprus	1219	325	10860	3362	50	2
u18_24	unknown (18-24)	CY	Cyprus	1039	331	5052	1867	19	2
u13_17	unknown (13-17)	CY	Cyprus	121	55	331	129	0	0
