advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	u	unknown	NL	Netherlands	4	1	2855	1153	27	5
ChristenUnie	ChristenUnie	211661062254003	Facebook	u	unknown	NL	Netherlands	13	1	1059	209	3	0
VVD	VVD	121264564551002	Facebook	u	unknown	NL	Netherlands	5	1	1025	460	4	0
D66	D66	52985377549	Facebook	u	unknown	NL	Netherlands	2	1	553	227	1	0
PvdA Amsterdam	Partij van de Arbeid (PvdA)	170060616402275	Facebook	u	unknown	NL	Netherlands	1	1	507	101	5	1
GroenLinks	GroenLinks	175740570505	Facebook	u	unknown	NL	Netherlands	3	1	491	236	4	0
De Goede Zaak	DeGoedeZaak	264564577356897	Facebook	u	unknown	NL	Netherlands	2	1	216	43	1	0
Daan Versteeg	Versteeg Daniel R	1010657719133321	Facebook	u	unknown	NL	Netherlands	9	1	105	14	4	0
Rosa_Molenaar		372789573197562	Facebook	u	unknown	NL	Netherlands	1	1	50	25	0	0
VoteEuropa Nederland	Lacsamana Marlon Toledo	373618906826123	Facebook	u	unknown	NL	Netherlands	1	1	47	23	0	0
Esther de Lange	Esther de Lange	206205079489175	Facebook	u	unknown	NL	Netherlands	1	1	41	20	0	0
Theo Alkemade	Alkemade Theodoor C W M	298059754467115	Facebook	u	unknown	NL	Netherlands	2	1	35	7	0	0
European Commission	European Commission	107898832590939	Facebook	u	unknown	NL	Netherlands	2	1	28	14	0	0
VVD Goeree-Overflakkee	VVD Goeree-Overflakkee	305812906126532	Facebook	u	unknown	NL	Netherlands	1	1	27	5	0	0
ABN AMRO		206592029351928	Facebook	u	unknown	NL	Netherlands	1	1	22	11	0	0
Jeroen Lenaers	Jeroen Lenaers	316960281776479	Facebook	u	unknown	NL	Netherlands	2	1	21	4	0	0
Jeroen Janssen - kandidaat Europarlementariër	Van Oosterbosch Benjamin	921841297985499	Facebook	u	unknown	NL	Netherlands	1	1	14	2	0	0
Jimmy Bastings	Bastings Jimmy Anna Hubertus	2262432790696805	Facebook	u	unknown	NL	Netherlands	1	1	12	2	0	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	u	unknown	NL	Netherlands	1	1	10	5	0	0
Malik Azmani	Malik Azmani	1734459723547461	Facebook	u	unknown	NL	Netherlands	1	1	9	4	0	0
VVD Leidschendam-Voorburg	VVD Leidschendam-Voorburg	498944610134140	Facebook	u	unknown	NL	Netherlands	2	1	8	0	0	0
VVD Alphen a/d Rijn	Leenaerts Bas M	473422542679870	Facebook	u	unknown	NL	Netherlands	1	1	7	0	0	0
Jacques Michel Bloi - VVD #13 voor Europa	Bloi Jacques M	1435938086636544	Facebook	u	unknown	NL	Netherlands	1	1	6	1	0	0
Terre des Hommes Nederland		285512534937	Facebook	u	unknown	NL	Netherlands	1	1	5	0	0	0
lunaslatexx	Berkers Julia Floor	1275687902594977	Facebook	u	unknown	NL	Netherlands	1	1	4	0	0	0
