advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	rd3	Last 3 days	SK	Slovakia	80	1	1409456	413219	11650	1406
Andrej Danko - predseda SNS	Slovenská národná strana	1495199624026639	Facebook	rd3	Last 3 days	SK	Slovakia	13	1	1003655	478333	4889	1624
Sme rodina		600235073447674	Facebook	rd3	Last 3 days	SK	Slovakia	1	1	999998	499999	998	499
Slovenská národná strana	Slovenská národná strana	121130481252381	Facebook	rd3	Last 3 days	SK	Slovakia	11	1	935323	436666	4823	1516
Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	rd3	Last 3 days	SK	Slovakia	14	1	910846	337285	9117	1814
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	rd3	Last 3 days	SK	Slovakia	199	1	883199	220505	8139	454
OBYČAJNÍ ĽUDIA a nezávislé osobnosti	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	150674111712306	Facebook	rd3	Last 3 days	SK	Slovakia	12	1	670594	250302	4244	1252
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	rd3	Last 3 days	SK	Slovakia	66	1	602582	208123	4018	171
Michal Wiezik - SPOLU za zelenú Európu	SPOLU - občianska demokracia	2631817786833672	Facebook	rd3	Last 3 days	SK	Slovakia	9	1	541827	254999	1752	291
Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	rd3	Last 3 days	SK	Slovakia	76	1	493489	157748	3949	536
Ivan ŠTEFANEC		324560137683033	Facebook	rd3	Last 3 days	SK	Slovakia	3	1	479723	224516	2664	528
Norbert Kurilla	Most-Híd (Híd-Most)	355021862017547	Facebook	rd3	Last 3 days	SK	Slovakia	13	1	430993	151650	2196	376
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	rd3	Last 3 days	SK	Slovakia	970	1	415571	65628	18504	0
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	rd3	Last 3 days	SK	Slovakia	21	1	346734	107999	2469	240
Robert Hajšel	Krcmarikova Katarina	822009714820627	Facebook	rd3	Last 3 days	SK	Slovakia	19	1	346676	106257	2113	200
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	rd3	Last 3 days	SK	Slovakia	37	1	320144	96733	2335	165
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	rd3	Last 3 days	SK	Slovakia	14	1	297775	91307	1369	102
Európsky parlament – Kancelária na Slovensku		232491033085	Facebook	rd3	Last 3 days	SK	Slovakia	8	1	291677	125727	657	74
Peter Pollák	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	307556876112136	Facebook	rd3	Last 3 days	SK	Slovakia	8	1	257557	80410	900	113
Dominik Hatiar • Mladí za lepšiu Európu		1795556150546258	Facebook	rd3	Last 3 days	SK	Slovakia	23	1	234478	57500	2128	0
DOMA DOBRE	Pribocký Jozef	115166009100692	Facebook	rd3	Last 3 days	SK	Slovakia	37	1	218361	67396	2094	109
Simona Petrík SPOLU - občianska demokracia	Hudáčková Silvia	132353247111236	Facebook	rd3	Last 3 days	SK	Slovakia	14	1	195411	42333	561	0
Peter Puškár	Puskar Peter	299027620531773	Facebook	rd3	Last 3 days	SK	Slovakia	30	1	193970	42000	2969	0
Antonio Parziale - Váš hlas v Európe	Európska Demokratická Strana	1485999664946680	Facebook	rd3	Last 3 days	SK	Slovakia	11	1	181029	59307	649	0
Lucia Rennerová - kandidátka na europoslankyňu	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	385980928867138	Facebook	rd3	Last 3 days	SK	Slovakia	6	1	174955	37991	425	0
