recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	FI	Finland	1706	160	2968791	782340	51898	2826
rd2	Last 2 days	2019-05-16	2019-05-17	FI	Finland	1763	165	6119625	1617606	106092	5925
rd3	Last 3 days	2019-05-15	2019-05-17	FI	Finland	1847	170	8511346	2250944	140519	8256
rd4	Last 4 days	2019-05-14	2019-05-17	FI	Finland	1891	174	10469566	2765125	167890	10140
rd5	Last 5 days	2019-05-13	2019-05-17	FI	Finland	1936	178	11966524	3160755	186248	11763
rd6	Last 6 days	2019-05-12	2019-05-17	FI	Finland	2009	183	13262455	3510220	202603	13441
rw1	Last week	2019-05-11	2019-05-17	FI	Finland	2108	188	14484901	3836626	220371	15067
rw2	Last 2 weeks	2019-05-04	2019-05-17	FI	Finland	2469	222	24468680	7423216	312733	28922
rw3	Last 3 weeks	2019-04-27	2019-05-17	FI	Finland	2768	271	31683808	10393553	380848	50343
rw4	Last 4 weeks	2019-04-20	2019-05-17	FI	Finland	2991	319	33631051	11105943	404057	54740
rm1	Last month	2019-04-18	2019-05-17	FI	Finland	3048	340	34120304	11243650	408824	55435
rm2	Last 2 months	2019-03-19	2019-05-17	FI	Finland	6152	1073	79400922	26660441	855258	125180
rm3	Last 3 months	2019-02-17	2019-05-17	FI	Finland	6766	1184	84655429	28305350	912013	130631
rm6	Last 6 months	2019-01-01	2019-05-17	FI	Finland	7086	1222	89218663	30035952	940836	134468
