advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	SI	Slovenia	45	1	5517857	2350021	24008	6331
Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	SI	Slovenia	150	1	3087160	931858	18448	899
European Greens		141366725876424	Facebook	SI	Slovenia	41	1	1616376	747812	5802	1755
SDS - Slovenska demokratska stranka	SDS - Slovenska demokratska stranka	30790585231	Facebook	SI	Slovenia	45	1	1502942	531995	6154	699
Franc Bogovič		288826994603012	Facebook	SI	Slovenia	15	1	1318871	539443	3482	499
Romana Tomc		1025408990823719	Facebook	SI	Slovenia	26	1	1049759	248922	2973	99
Kialo		729627343834501	Facebook	SI	Slovenia	332	1	842100	350373	4300	1065
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	SI	Slovenia	103	1	835778	216972	10195	0
Milan Zver	SDS - Slovenska demokratska stranka	279397488827904	Facebook	SI	Slovenia	34	1	732721	242895	4164	200
Stranka LMŠ	Stranka LMŠ	1688472281270558	Facebook	SI	Slovenia	21	1	566979	125000	2479	100
Urša Zgojznik	Lista Povežimo se	2264632877141356	Facebook	SI	Slovenia	14	1	306961	99995	1385	0
Siemens Slovenija		393074441061448	Facebook	SI	Slovenia	11	1	275989	55000	1088	0
Tanja Fajon	Socialni demokrati (SD)	73452413740	Facebook	SI	Slovenia	6	1	250893	49979	593	0
Neva Grašič		2235496013147745	Facebook	SI	Slovenia	13	1	210985	51000	1286	0
Janez Janša	SDS - Slovenska demokratska stranka	32585228571	Facebook	SI	Slovenia	4	1	209995	74999	1195	199
SAB - Stranka Alenke Bratušek		242210245976248	Facebook	SI	Slovenia	4	1	204879	70976	395	0
Evropska komisija v Sloveniji		100107313369390	Facebook	SI	Slovenia	1	1	199998	99999	498	99
Lumar hiše		117782661584893	Facebook	SI	Slovenia	2	1	199991	99996	997	199
Patricija Šulin		1541413339429015	Facebook	SI	Slovenia	9	1	185979	69997	1290	100
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	SI	Slovenia	60	1	141920	64478	392	76
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	SI	Slovenia	54	1	138227	62909	266	65
European Commission		107898832590939	Facebook	SI	Slovenia	8	1	101383	35703	290	25
DOM - Domovinska liga		571044543390810	Facebook	SI	Slovenia	8	1	99975	28996	791	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	SI	Slovenia	34	1	96461	31509	318	1
Pravična trgovina Slovenija	Zavod za pravično trgovino, 3MUHE	526186704085625	Facebook	SI	Slovenia	58	1	93941	8999	5741	0
Greenpeace Slovenija		195508530477478	Facebook	SI	Slovenia	11	1	80988	17999	1088	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	SI	Slovenia	19	1	76230	31323	139	32
Levica	Levica	285304408294792	Facebook	SI	Slovenia	19	1	67981	15000	1881	0
Greens/EFA in the European Parliament		150527751674751	Facebook	SI	Slovenia	15	1	61458	26741	90	16
Sensilab.si		384202598293956	Facebook	SI	Slovenia	4	1	56996	11000	396	0
Give A Vote		2186129244970085	Facebook	SI	Slovenia	3	1	51843	10745	500	100
Angelika Mlinar		253355901456286	Facebook	SI	Slovenia	1	1	49999	9999	98	0
NSi		111314452327761	Facebook	SI	Slovenia	1	1	49999	10000	99	0
Ta teden z Juretom Godlerjem		1585328878380866	Facebook	SI	Slovenia	1	1	49999	10000	99	0
Gašper Ferjan		405727836160839	Facebook	SI	Slovenia	1	1	49982	9996	98	0
Povežimo se	Povežimo se	1212524292238625	Facebook	SI	Slovenia	9	1	48990	20999	890	0
European Youth Event		919232861444360	Facebook	SI	Slovenia	7	1	45260	20895	125	34
Milan Brglez	Socialni demokrati (SD)	1874547136091318	Facebook	SI	Slovenia	8	1	41982	13998	770	0
VoteWatch Europe		355087424564148	Facebook	SI	Slovenia	6	1	40546	17913	88	26
Matjaž Nemec	Socialni demokrati (SD)	642148249206716	Facebook	SI	Slovenia	7	1	39923	10984	691	0
Game of Sultans		185311195624361	Facebook	SI	Slovenia	6	1	26085	11674	582	116
EEA and Norway Grants		70937137362	Facebook	SI	Slovenia	1	1	22804	9121	4	0
Guardian Weekly		64525551258	Facebook	SI	Slovenia	8	1	20875	8091	45	11
Dnevnik		91741216297	Facebook	SI	Slovenia	2	1	19997	10000	198	0
Žiga Turk		352586381292	Facebook	SI	Slovenia	2	1	19997	9999	197	0
Aleksander Jevšek	Socialni demokrati (SD)	1459898434295068	Facebook	SI	Slovenia	3	1	19996	6999	296	0
Civilna iniciativa za varovano mejo		1659523027526638	Facebook	SI	Slovenia	3	1	19975	6989	296	0
Bikezac - By Cobags		292443537522136	Facebook	SI	Slovenia	1	1	19659	7864	52	26
Wholesome Culture		1664959567149320	Facebook	SI	Slovenia	4	1	17637	7700	37	7
Strokovno Združenje Profesionalnih Čebelarjev		1922724991297940	Facebook	SI	Slovenia	1	1	14895	7447	14	0
Coconut Bowls		451945511677873	Facebook	SI	Slovenia	68	1	12815	3296	74	0
Minority SafePack		532492010145546	Facebook	SI	Slovenia	13	1	12623	3363	120	0
Plus500		383159204571	Facebook	SI	Slovenia	4	1	12189	3760	80	23
Portal-os.si		1850048418647841	Facebook	SI	Slovenia	3	1	10997	2000	297	0
Notranjska.si		171878656806593	Facebook	SI	Slovenia	3	1	10996	1999	264	0
Create.Refresh	Create.Refresh	1736881926615141	Facebook	SI	Slovenia	4	1	10728	4884	30	5
Pela Case		119283008140727	Facebook	SI	Slovenia	14	1	10496	3741	20	2
Socialni demokrati Maribor		157307490946817	Facebook	SI	Slovenia	1	1	9999	5000	99	0
Časopis Slovenec		240130223029252	Facebook	SI	Slovenia	1	1	9999	5000	99	0
Civilna iniciativa proti migrantskemu centru v Beli krajini		189583048135446	Facebook	SI	Slovenia	2	1	9998	2000	198	0
Airocide Slovenija		215215525900844	Facebook	SI	Slovenia	2	1	9997	1999	197	0
Europe Direct Novo mesto		124247041082787	Facebook	SI	Slovenia	2	1	9997	1999	197	0
Jožef Lenart - za dostojno življenje in učinkovito državo		584983085168985	Facebook	SI	Slovenia	1	1	9996	4998	98	0
4kidsandus		905540789497073	Facebook	SI	Slovenia	1	1	9995	4998	98	0
Adijo NATO		265628680801942	Facebook	SI	Slovenia	1	1	9992	4996	98	0
Komunala Brežice		910853202374033	Facebook	SI	Slovenia	2	1	9983	1997	197	0
DRH Lindersvold		512374155442078	Facebook	SI	Slovenia	3	1	9583	4213	28	5
European Young Leaders - EYL40		227054030686626	Facebook	SI	Slovenia	1	1	9537	1907	18	0
The Sorgentian		999473843569108	Facebook	SI	Slovenia	1	1	8200	3280	7	1
eToro		193863317737	Facebook	SI	Slovenia	17	1	7863	3254	20	4
Europe Together		140105536131109	Facebook	SI	Slovenia	1	1	6760	3380	33	6
The Palestine Institute for Public Diplomacy		158233651450504	Facebook	SI	Slovenia	2	1	6593	3296	14	2
Cecilia Malmström		258966159416	Facebook	SI	Slovenia	1	1	6497	2599	12	6
Erasmus Student Network		25226723130	Facebook	SI	Slovenia	2	1	6334	3167	3	0
EPP Group in the European Parliament		291699857688	Facebook	SI	Slovenia	5	1	6092	2518	8	1
Pomurske-novice.si		1876073329306424	Facebook	SI	Slovenia	2	1	5998	1000	198	0
VerlagDashofer		100333292570	Facebook	SI	Slovenia	2	1	5985	997	197	0
Council of the European Union		147547541961576	Facebook	SI	Slovenia	4	1	5732	2740	20	4
Tuxy		870667836405958	Facebook	SI	Slovenia	3	1	5537	2397	25	5
On Your Sleeve	ON YOUR SLEEVE	247943179229148	Facebook	SI	Slovenia	15	1	5372	1619	20	0
European Youth		130456876990360	Facebook	SI	Slovenia	4	1	5153	2570	18	3
Stoke Travel		193334324519	Facebook	SI	Slovenia	1	1	5125	2562	5	0
Pirati	Pirati	98358327274	Facebook	SI	Slovenia	1	1	4999	1000	99	0
Mreža za podeželje		285876718222908	Facebook	SI	Slovenia	1	1	4999	1000	99	0
KOA Bistro & Bar		388929465175209	Facebook	SI	Slovenia	1	1	4999	1000	99	0
ClimateLaunchpad		409247052548629	Facebook	SI	Slovenia	1	1	4999	1000	99	0
Dr. Jernej Štromajer		233559380524262	Facebook	SI	Slovenia	1	1	4999	999	99	0
Kinodvor. Mestni Kino.		189671414402679	Facebook	SI	Slovenia	1	1	4999	1000	99	0
Moja Dolenjska		156501658185458	Facebook	SI	Slovenia	1	1	4999	999	99	0
Časnik.si - Spletni magazin z mero		123999554286896	Facebook	SI	Slovenia	1	1	4999	1000	99	0
SASA-novice.si		1754444424882162	Facebook	SI	Slovenia	1	1	4999	1000	99	0
Maja Grilc		1604249282932397	Facebook	SI	Slovenia	1	1	4999	999	98	0
mag. Dejan Židan		106631122859687	Facebook	SI	Slovenia	1	1	4999	1000	99	0
IGEN (House of Art and Dance Theatre, Celje)		118310228318840	Facebook	SI	Slovenia	1	1	4998	999	98	0
Andreas Schieder	SPÖ	290881691011354	Facebook	SI	Slovenia	4	1	4888	977	52	9
Climate-KIC		403370709744295	Facebook	SI	Slovenia	2	1	4787	2065	11	4
LegacyFx		966644110116765	Facebook	SI	Slovenia	3	1	4664	2332	11	4
Hoagard		331529506998997	Facebook	SI	Slovenia	11	1	4396	859	8	1
FontBundles.net		1653056048283270	Facebook	SI	Slovenia	3	1	3944	1804	20	3
World Youth Academy		155365641152627	Facebook	SI	Slovenia	4	1	3784	756	28	0
