recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	IT	Italy	1592	478	15527974	5657045	95252	13075
rd2	Last 2 days	2019-05-25	2019-05-26	IT	Italy	2472	668	38837127	13967144	235650	32570
rd3	Last 3 days	2019-05-24	2019-05-26	IT	Italy	4555	924	94663930	35148882	535008	75815
rd4	Last 4 days	2019-05-23	2019-05-26	IT	Italy	5077	966	140556343	52323290	778900	109054
rd5	Last 5 days	2019-05-22	2019-05-26	IT	Italy	5555	984	173600074	64304054	947799	131776
rd6	Last 6 days	2019-05-21	2019-05-26	IT	Italy	5926	1006	201151143	74421680	1091787	153062
rw1	Last week	2019-05-20	2019-05-26	IT	Italy	6154	1018	220755229	81793140	1191189	167176
rw2	Last 2 weeks	2019-05-13	2019-05-26	IT	Italy	6446	1030	241159928	88802625	1305615	180470
rw3	Last 3 weeks	2019-05-06	2019-05-26	IT	Italy	6446	1030	241159928	88802625	1305615	180470
rw4	Last 4 weeks	2019-04-29	2019-05-26	IT	Italy	6446	1030	241159928	88802625	1305615	180470
rm1	Last month	2019-04-27	2019-05-26	IT	Italy	6446	1030	241159928	88802625	1305615	180470
rm2	Last 2 months	2019-03-28	2019-05-26	IT	Italy	6446	1030	241159928	88802625	1305615	180470
rm3	Last 3 months	2019-02-26	2019-05-26	IT	Italy	6446	1030	241159928	88802625	1305615	180470
rm6	Last 6 months	2019-01-01	2019-05-26	IT	Italy	6446	1030	241159928	88802625	1305615	180470
