day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d127	2019-05-07	CY	Cyprus	128	35	487962	134248	3040	150
d126	2019-05-06	CY	Cyprus	145	38	702784	179246	3657	150
d125	2019-05-05	CY	Cyprus	124	35	513691	125416	1859	0
d124	2019-05-04	CY	Cyprus	136	36	666019	163250	2750	0
d123	2019-05-03	CY	Cyprus	124	37	545778	137272	1950	0
d122	2019-05-02	CY	Cyprus	108	35	505301	122445	1300	11
d121	2019-05-01	CY	Cyprus	99	33	196492	51427	508	26
d120	2019-04-30	CY	Cyprus	130	39	154019	42976	427	26
d119	2019-04-29	CY	Cyprus	129	41	147408	42221	467	26
d118	2019-04-28	CY	Cyprus	130	42	193055	51979	647	29
d117	2019-04-27	CY	Cyprus	140	46	200248	55127	896	54
d116	2019-04-26	CY	Cyprus	145	50	215839	57208	1094	54
d115	2019-04-25	CY	Cyprus	142	48	227205	67319	895	51
d114	2019-04-24	CY	Cyprus	137	49	250648	76645	820	51
d113	2019-04-23	CY	Cyprus	136	49	198852	61871	734	3
d112	2019-04-22	CY	Cyprus	132	49	93752	24880	426	3
d111	2019-04-21	CY	Cyprus	147	53	232120	60812	936	3
d110	2019-04-20	CY	Cyprus	146	54	145499	42283	645	3
d109	2019-04-19	CY	Cyprus	154	57	128068	39015	551	3
d108	2019-04-18	CY	Cyprus	149	57	83884	25789	282	4
d107	2019-04-17	CY	Cyprus	149	58	81069	25904	281	4
d106	2019-04-16	CY	Cyprus	158	61	122179	34889	444	4
d105	2019-04-15	CY	Cyprus	200	68	182286	57953	754	33
d104	2019-04-14	CY	Cyprus	206	70	148765	49155	801	34
d103	2019-04-13	CY	Cyprus	213	81	160258	47033	733	36
d102	2019-04-12	CY	Cyprus	248	87	186157	58163	721	51
d101	2019-04-11	CY	Cyprus	240	89	203875	63982	790	51
d100	2019-04-10	CY	Cyprus	223	90	210443	60764	807	32
d099	2019-04-09	CY	Cyprus	219	94	172951	50619	689	32
d098	2019-04-08	CY	Cyprus	211	90	137580	44124	549	33
