advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	m65_	male (65+)	3890	1	10619155	3138169	118862	16429
We are the 52%	We are the 52%	466744973727718	Facebook	m65_	male (65+)	278	1	4373462	1571772	12861	1660
European Parliament		178362315106	Facebook	m65_	male (65+)	994	1	3844760	1676834	25541	5671
People's Vote UK	People's Vote	748608695327755	Facebook	m65_	male (65+)	3150	1	3319358	1068338	57016	9347
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	m65_	male (65+)	397	1	3177579	1317209	14392	2724
Ciudadanos	Ciudadanos	74078667754	Facebook	m65_	male (65+)	3753	1	3095888	958321	29706	2487
Conservatives	The Conservative Party	8807334278	Facebook	m65_	male (65+)	1684	1	2670237	928553	43063	4881
38 Degrees	38 Degrees	200006375787	Facebook	m65_	male (65+)	653	1	2477683	880353	17175	2457
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m65_	male (65+)	2127	1	2404235	737617	49082	4526
Podemos	Unidas Podemos	269212336568846	Facebook	m65_	male (65+)	185	1	2283226	1035573	14775	3924
SPD	SPD	47930567748	Facebook	m65_	male (65+)	4388	1	2165166	524213	60265	2304
The Labour Party	The Labour Party	25749647410	Facebook	m65_	male (65+)	636	1	1949631	766573	17988	3976
Partito Democratico	Partito Democratico	77034286895	Facebook	m65_	male (65+)	202	1	1819083	786331	8496	1778
Best For Britain	Best for Britain	1863944713844924	Facebook	m65_	male (65+)	722	1	1760200	731179	26820	6011
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	m65_	male (65+)	88	1	1714013	770415	3841	1120
Vattenfall Sverige		608975645850217	Facebook	m65_	male (65+)	28	1	1687591	776450	21747	6052
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	m65_	male (65+)	65	1	1679500	773363	3891	1720
The Brexit Party	The Brexit Party	230416667843105	Facebook	m65_	male (65+)	111	1	1606785	759587	24311	7121
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	m65_	male (65+)	731	1	1391453	523798	24284	4249
Sosialidemokraatit SDP		108945982480217	Facebook	m65_	male (65+)	234	1	1342069	506052	9249	2007
Fidesz	Fidesz	9844779306	Facebook	m65_	male (65+)	99	1	1271050	605417	4252	2091
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	m65_	male (65+)	134	1	1164826	483057	2205	587
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m65_	male (65+)	116	1	1064241	460479	9412	2161
ČSSD	ČSSD	111041662264882	Facebook	m65_	male (65+)	1550	1	1035720	195231	7197	1501
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	m65_	male (65+)	34	1	1034704	478900	2842	763
