advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f13_17	female (13-17)	1179	1	7596828	3252045	22959	4286
Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	f13_17	female (13-17)	13	1	2234130	975589	1789	214
Dungeon Defenders		107960282569653	Facebook	f13_17	female (13-17)	232	1	1302178	556566	2569	106
Greens/EFA in the European Parliament		150527751674751	Facebook	f13_17	female (13-17)	52	1	1197516	519539	1366	251
NPO Zapp		205247699486388	Facebook	f13_17	female (13-17)	2	1	1179805	589903	878	350
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	f13_17	female (13-17)	58	1	987724	411045	3439	1095
Caspar the Hat	Emily Doherty	261773154498428	Facebook	f13_17	female (13-17)	90	1	816496	221340	6195	0
Europäisches Parlament Österreich		124468054313069	Facebook	f13_17	female (13-17)	29	1	694076	287464	2711	923
Die Grünen	Die Grünen	21759893033	Facebook	f13_17	female (13-17)	104	1	641572	222497	4233	830
Make.org	Make.org	122037308191612	Facebook	f13_17	female (13-17)	8	1	633768	265627	1339	416
Europäisches Parlament - Verbindungsbüro in Deutschland		294494163510	Facebook	f13_17	female (13-17)	36	1	608021	273905	1900	339
SPÖ	SPÖ	77393060080	Facebook	f13_17	female (13-17)	285	1	546348	194486	3353	515
Artikel Eins - Initiative für Menschenwürde e.V.		947010102081338	Facebook	f13_17	female (13-17)	5	1	502068	221187	398	59
Claudia Gamon	NEOS	447992848717452	Facebook	f13_17	female (13-17)	308	1	450142	149085	3135	501
Wholesome Culture		1664959567149320	Facebook	f13_17	female (13-17)	7	1	434790	194753	957	179
Jusos Schleswig-Holstein	Jusos Schleswig-Holstein	185490505413	Facebook	f13_17	female (13-17)	36	1	383124	77234	1365	0
Adolescent Clothing		172140676309487	Facebook	f13_17	female (13-17)	1	1	375255	150102	85	0
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	f13_17	female (13-17)	18	1	362907	150435	1251	184
Knovva Academy		1619172795053683	Facebook	f13_17	female (13-17)	1	1	342837	171419	152	30
Colores Contra la Violencia		491948314339036	Facebook	f13_17	female (13-17)	33	1	324618	123395	951	31
Social Plastic		486324651440186	Facebook	f13_17	female (13-17)	4	1	322595	130560	136	17
Sportello Amianto Nazionale		1354625791215832	Facebook	f13_17	female (13-17)	2	1	320519	128208	319	64
Stoffgewickelt		371431596728634	Facebook	f13_17	female (13-17)	11	1	318635	154137	653	151
Your Everyday Korean		1446749008800347	Facebook	f13_17	female (13-17)	4	1	310056	149193	182	0
Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	f13_17	female (13-17)	19	1	309870	142067	1632	722
UNICEF Europe & Central Asia		373536278864	Facebook	f13_17	female (13-17)	1	1	305337	122135	53	0
European Greens		141366725876424	Facebook	f13_17	female (13-17)	15	1	300102	131529	971	240
The Trevor Project		24470472733	Facebook	f13_17	female (13-17)	1	1	278870	111548	247	49
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	f13_17	female (13-17)	45	1	272317	71052	155	34
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	f13_17	female (13-17)	1269	1	272152	62054	5137	109
Stadt Wien	Stadt Wien	110971788921077	Facebook	f13_17	female (13-17)	12	1	271243	105949	1482	251
Open Vld	Open Vld	53668151866	Facebook	f13_17	female (13-17)	7	1	252101	99990	299	55
George Simion Unire		294035851052538	Facebook	f13_17	female (13-17)	21	1	250666	89495	215	31
Sawab Center FR		1211855348956946	Facebook	f13_17	female (13-17)	7	1	237676	95804	90	17
Nomada Stowarzyszenie		114318528622863	Facebook	f13_17	female (13-17)	6	1	234974	91414	74	0
Selenacup		695110977328384	Facebook	f13_17	female (13-17)	5	1	234068	102809	330	0
U.S. Mission to NATO		67014122312	Facebook	f13_17	female (13-17)	2	1	229770	91902	41	0
Salvatore Riccardi Hair Designer		638347189544941	Facebook	f13_17	female (13-17)	3	1	225616	90356	171	0
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	f13_17	female (13-17)	25	1	225052	99708	1824	392
Van Hall Larenstein		234952503230870	Facebook	f13_17	female (13-17)	2	1	220799	110400	1103	220
Andreas Schieder	SPÖ	290881691011354	Facebook	f13_17	female (13-17)	124	1	210416	79734	1622	385
Harald Vilimsky		547597092025909	Facebook	f13_17	female (13-17)	101	1	209235	85165	1280	332
Newstag		1427831877472727	Facebook	f13_17	female (13-17)	1	1	209219	104610	54	10
DGB Bundesvorstand		147245511963527	Facebook	f13_17	female (13-17)	1	1	177546	71018	177	35
University of Twente		153677961330272	Facebook	f13_17	female (13-17)	8	1	172806	70366	597	90
Greenpeace Polska		32104614789	Facebook	f13_17	female (13-17)	15	1	164728	52439	287	26
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	f13_17	female (13-17)	29	1	164273	71302	66	11
China Xinhua News		338109312883186	Facebook	f13_17	female (13-17)	5	1	163292	80333	100	19
Huawei Europe		1709278142683543	Facebook	f13_17	female (13-17)	1	1	160792	80396	80	16
Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	f13_17	female (13-17)	32	1	159547	63150	274	0
Perseus Apparel		1112003955624720	Facebook	f13_17	female (13-17)	10	1	156549	33012	315	0
Sophie Løhde	Sophie Løhde	699619700116377	Facebook	f13_17	female (13-17)	16	1	156130	44879	1394	283
Ramblers Scotland	Ramblers Scotland	136198803072713	Facebook	f13_17	female (13-17)	8	1	154929	48096	374	0
Dynamique Umoja Plus		1724133231161193	Facebook	f13_17	female (13-17)	2	1	150984	60393	134	26
Plan International		305413276583	Facebook	f13_17	female (13-17)	2	1	149781	59595	207	34
DIE LINKE. NRW	DIE LINKE. NRW	150480805043795	Facebook	f13_17	female (13-17)	23	1	146851	43840	987	143
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	f13_17	female (13-17)	33	1	144584	67147	378	88
Miljökämpar	Nilsson Patrik Topias Lennart	1702634723115004	Facebook	f13_17	female (13-17)	1	1	144522	72261	334	66
Greenpeace Magyarország		35634348348	Facebook	f13_17	female (13-17)	35	1	140766	49978	363	31
Politictee Correct		292246704741314	Facebook	f13_17	female (13-17)	7	1	135528	67339	765	261
EEA and Norway Grants		70937137362	Facebook	f13_17	female (13-17)	1	1	132233	52893	26	0
European Commission		107898832590939	Facebook	f13_17	female (13-17)	3	1	130655	65328	402	96
e.on		511324618972373	Facebook	f13_17	female (13-17)	2	1	129337	61628	79	15
Our Future, Our Choice	Our Future, Our Choice	1777176712575796	Facebook	f13_17	female (13-17)	63	1	128750	27988	654	31
Sverige för UNHCR		643137272398136	Facebook	f13_17	female (13-17)	4	1	127187	43103	124	42
Siegfried Muresan		731035500293728	Facebook	f13_17	female (13-17)	5	1	125177	51759	41	8
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	f13_17	female (13-17)	17	1	124752	39655	733	129
Give A Vote		2186129244970085	Facebook	f13_17	female (13-17)	4	1	122428	47533	186	37
Plaid Cymru	Plaid Cymru	26416930992	Facebook	f13_17	female (13-17)	13	1	122307	53537	870	141
ScribersHive		722350287934296	Facebook	f13_17	female (13-17)	1	1	122119	61060	13	0
Landeszentrale für politische Bildung Thüringen	Landeszentrale für politische Bildung Thüringen	215460201802938	Facebook	f13_17	female (13-17)	36	1	121084	33575	719	96
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	f13_17	female (13-17)	4	1	120549	58864	74	0
Jenk Oz		1368130286591310	Facebook	f13_17	female (13-17)	1	1	119746	59873	345	69
Ιωάννης Πάιδας-Υποψήφιος Ευρωβουλευτής Νέας Δημοκρατίας		312321199470594	Facebook	f13_17	female (13-17)	30	1	119675	39875	186	0
bigFM		50957555959	Facebook	f13_17	female (13-17)	8	1	117145	37200	195	0
Akcja Demokracja		277892342334350	Facebook	f13_17	female (13-17)	22	1	116350	25374	298	24
Alternativet	Alternativet	676061179094769	Facebook	f13_17	female (13-17)	3	1	116296	51176	1595	386
Les Congolais Debout		1405739032827831	Facebook	f13_17	female (13-17)	5	1	111887	51642	292	47
Sawab Center En		858578634336951	Facebook	f13_17	female (13-17)	1	1	110290	44116	26	5
Bundesministerium für Arbeit und Soziales	Bundesministerium für Arbeit und Soziales	108268845888673	Facebook	f13_17	female (13-17)	6	1	110137	50623	386	77
Sofian El Sayd - 61e sur la liste régionale du PS bruxellois		1951525111537961	Facebook	f13_17	female (13-17)	2	1	109686	50519	236	42
Council of Europe - Directorate General Human Rights and Rule of Law		315160671967064	Facebook	f13_17	female (13-17)	32	1	109358	35018	515	0
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	f13_17	female (13-17)	19	1	103333	44260	572	139
IED - Istituto Europeo di Design		87614382847	Facebook	f13_17	female (13-17)	5	1	103316	33911	166	0
The Sorgentian		999473843569108	Facebook	f13_17	female (13-17)	1	1	102436	40974	90	18
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	f13_17	female (13-17)	147	1	102368	27715	385	14
Northenden World	Northenden World Admin	1692130001038191	Facebook	f13_17	female (13-17)	105	1	102233	19818	2887	0
Gazeta Wyborcza		63563473556	Facebook	f13_17	female (13-17)	216	1	101465	26377	330	16
1Europa	Peter Glawischnig	320389701908367	Facebook	f13_17	female (13-17)	29	1	98778	30340	731	131
Martin Kenz		584605138654934	Facebook	f13_17	female (13-17)	3	1	98502	19700	841	173
LIKE APP		272972103180159	Facebook	f13_17	female (13-17)	1	1	96499	38599	85	17
Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	f13_17	female (13-17)	11	1	95334	30532	209	19
Günther Sidl	BSA Niederösterreich	806694216374998	Facebook	f13_17	female (13-17)	18	1	95329	34028	678	150
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	f13_17	female (13-17)	1	1	94428	47214	47	9
Greenpeace Romania		291132089193	Facebook	f13_17	female (13-17)	1	1	93364	37345	93	18
W&SE4Corbyn for PM	W&SE4Corbyn Admin	187160521723234	Facebook	f13_17	female (13-17)	39	1	92552	18102	661	0
Sosialidemokraatit SDP		108945982480217	Facebook	f13_17	female (13-17)	29	1	92338	29890	312	40
Parlament Europejski - Biuro we Wrocławiu	Parlament Europejski - Biuro we Wrocławiu	426735034064813	Facebook	f13_17	female (13-17)	3	1	92334	46167	432	94
