week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w007	Week 7	BE	Belgium	sp.a	sp.a	57253967150	Facebook	3	1	499996	249999	1496	299
w007	Week 7	BE	Belgium	Fight For €14 - NL		296330127745778	Facebook	2	1	149998	60000	198	0
w007	Week 7	BE	Belgium	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	1	1	99999	50000	499	100
w007	Week 7	BE	Belgium	Unis pour les Droits Humains		1642871805813802	Facebook	2	1	63405	23023	66	0
w007	Week 7	BE	Belgium	Quora in het Nederlands		493283431176120	Facebook	2	1	54997	10999	532	89
w007	Week 7	BE	Belgium	Thuisverpleging		372390586890911	Facebook	3	1	53067	22745	52	7
w007	Week 7	BE	Belgium	FullUp		160098407696881	Facebook	2	1	31817	6363	317	63
w007	Week 7	BE	Belgium	Brusol		522389238191177	Facebook	1	1	23332	4666	232	46
w007	Week 7	BE	Belgium	Jan Cornillie		980619838787000	Facebook	1	1	22726	4545	201	40
w007	Week 7	BE	Belgium	B19		522461384438687	Facebook	1	1	19999	3999	39	0
w007	Week 7	BE	Belgium	Marie Arena		109149719130331	Facebook	1	1	17646	3529	34	0
w007	Week 7	BE	Belgium	TScheldt		682842165445702	Facebook	1	1	12499	2500	124	25
w007	Week 7	BE	Belgium	Eurometropolitan e-Campus		348027071896944	Facebook	2	1	9206	4166	169	0
w007	Week 7	BE	Belgium	Catalonia Alert		1954446921478290	Facebook	2	1	8520	1662	103	16
w007	Week 7	BE	Belgium	BePax		229203850426658	Facebook	1	1	7446	1489	14	0
w007	Week 7	BE	Belgium	Le Monde		14892757589	Facebook	6	1	5556	2211	6	0
w007	Week 7	BE	Belgium	All Equal		1993289087558486	Facebook	1	1	4999	1000	99	0
w007	Week 7	BE	Belgium	Nele Lijnen		1583308831974521	Facebook	1	1	4999	1000	99	0
w007	Week 7	BE	Belgium	USR Diaspora	USR Diaspora	1793510380925494	Facebook	1	1	4539	2269	4	0
w007	Week 7	BE	Belgium	Lassé de subir		1967354620180059	Facebook	3	1	4505	901	89	0
w007	Week 7	BE	Belgium	Swing connects		1866553176803805	Facebook	1	1	3999	800	79	0
w007	Week 7	BE	Belgium	Kialo		729627343834501	Facebook	2	1	3247	649	28	5
w007	Week 7	BE	Belgium	5Pillars	5 Pillars	490858150969676	Facebook	1	1	3244	1622	18	9
w007	Week 7	BE	Belgium	Ellen Samyn		257052808520617	Facebook	2	1	1999	333	66	0
w007	Week 7	BE	Belgium	MarketsCube		294693984421347	Facebook	2	1	1997	0	176	0
w007	Week 7	BE	Belgium	Greens/EFA in the European Parliament		150527751674751	Facebook	1	1	1517	758	1	0
w007	Week 7	BE	Belgium	GUE/NGL		164355333623231	Facebook	1	1	1297	259	25	0
w007	Week 7	BE	Belgium	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	3	1	1241	279	2	0
w007	Week 7	BE	Belgium	FT Content Solutions		1220981994590364	Facebook	5	1	1195	286	4	0
w007	Week 7	BE	Belgium	South African Travellers		458373850849695	Facebook	1	1	1167	233	2	0
w007	Week 7	BE	Belgium	Amanaty		169818833637810	Facebook	2	1	1099	187	34	0
w007	Week 7	BE	Belgium	Weekplanner - Structuur en planning oplossingen voor schoolgaande kinderen		336729963116870	Facebook	2	1	1080	216	7	0
w007	Week 7	BE	Belgium	Hans Maes		1181238155301995	Facebook	1	1	999	0	99	0
w007	Week 7	BE	Belgium	Campus protestant		2019076568379648	Facebook	1	1	898	179	8	1
w007	Week 7	BE	Belgium	Les Glorieuses		146011089076620	Facebook	1	1	846	169	16	0
w007	Week 7	BE	Belgium	Mister Genius Liege		143640509489836	Facebook	2	1	794	158	15	0
w007	Week 7	BE	Belgium	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	3	1	792	314	5	1
w007	Week 7	BE	Belgium	Boutique Pride		299458774182573	Facebook	1	1	617	123	6	1
w007	Week 7	BE	Belgium	ADAR		175390195814995	Facebook	1	1	480	240	1	0
w007	Week 7	BE	Belgium	European Commission - Economy and Finance		403547856480315	Facebook	1	1	368	73	7	0
w007	Week 7	BE	Belgium	About History		1102176003244086	Facebook	1	1	355	177	3	0
w007	Week 7	BE	Belgium	Journée internationale contre l'homophobie et la transphobie		321171737911787	Facebook	1	1	354	177	2	0
w007	Week 7	BE	Belgium	So Sweet Planet - Droits humains, Culture, Environnement		364981533564314	Facebook	1	1	303	60	6	0
w007	Week 7	BE	Belgium	Attentia		262990180445505	Facebook	1	1	293	0	25	0
w007	Week 7	BE	Belgium	Council of the European Union		147547541961576	Facebook	1	1	229	114	1	0
w007	Week 7	BE	Belgium	Rechten als vader		865221830165257	Facebook	2	1	201	27	8	0
w007	Week 7	BE	Belgium	Régime sans sel.fr		812443362193137	Facebook	1	1	155	31	3	0
w007	Week 7	BE	Belgium	Animal Matters	Animal Matters	1439364926329185	Facebook	1	1	137	27	0	0
w007	Week 7	BE	Belgium	Comitato Ventotene		512282875616533	Facebook	1	1	129	25	0	0
w007	Week 7	BE	Belgium	Vadim Rotari		516538278845787	Facebook	1	1	105	52	1	0
w007	Week 7	BE	Belgium	Columbia University in the City of New York		102471088936	Facebook	3	1	93	36	0	0
w007	Week 7	BE	Belgium	Soviet Visuals		1160495674016675	Facebook	6	1	80	14	1	0
w007	Week 7	BE	Belgium	Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	2	1	78	39	0	0
w007	Week 7	BE	Belgium	Sumatran Orangutan Society (SOS)	Sumatran Orangutan Society	352804059518	Facebook	1	1	74	14	0	0
w007	Week 7	BE	Belgium	David Stephen Patterson		255774634874100	Facebook	2	1	73	0	6	0
w007	Week 7	BE	Belgium	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	1	1	70	35	0	0
w007	Week 7	BE	Belgium	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	1	1	63	0	6	0
w007	Week 7	BE	Belgium	Banque mondiale		155174084508744	Facebook	17	1	56	7	2	0
w007	Week 7	BE	Belgium	Financement non remboursable - Bourse familiale		1967082913341150	Facebook	1	1	43	8	0	0
w007	Week 7	BE	Belgium	Immigration Spot		210839979532061	Facebook	1	1	37	0	0	0
w007	Week 7	BE	Belgium	EIT InnoEnergy		344038838945608	Facebook	4	1	27	11	0	0
w007	Week 7	BE	Belgium	Andreas Schieder	SPÖ	290881691011354	Facebook	2	1	18	3	0	0
w007	Week 7	BE	Belgium	Charles Goerens		441313569220539	Facebook	1	1	18	3	0	0
w007	Week 7	BE	Belgium	Petition For A New Nobel Prize For The Fight Against Climate Change	Helene Costa - Petition For A New Nobel Prize For the Fight Against Climate Change	2412593152099304	Facebook	1	1	12	0	1	0
w007	Week 7	BE	Belgium	Harvard Business Review		10423517786	Facebook	1	1	12	2	0	0
w007	Week 7	BE	Belgium	OZY		1393911800825140	Facebook	1	1	12	2	0	0
w007	Week 7	BE	Belgium	Create.Refresh	Create.Refresh	1736881926615141	Facebook	1	1	11	0	1	0
w007	Week 7	BE	Belgium	Melba Culp		902971599738051	Facebook	2	1	9	1	0	0
w007	Week 7	BE	Belgium	RSM MBA		110428762358678	Facebook	2	1	7	3	0	0
w007	Week 7	BE	Belgium	Roposo - TV By The People		574950735891850	Facebook	1	1	7	3	0	0
