advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rw4	Last 4 weeks	IT	Italy	412	1	29949586	12246999	142338	26589
Partito Democratico	Partito Democratico	77034286895	Facebook	rw4	Last 4 weeks	IT	Italy	171	1	17269596	7214911	52128	9499
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rw4	Last 4 weeks	IT	Italy	26	1	15799969	7299997	53973	13799
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	rw4	Last 4 weeks	IT	Italy	73	1	10925182	4676502	23483	5767
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	rw4	Last 4 weeks	IT	Italy	96	1	9896359	4055528	22022	4388
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	rw4	Last 4 weeks	IT	Italy	94	1	8024659	3308920	47604	10599
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	rw4	Last 4 weeks	IT	Italy	35	1	5681959	2511998	18864	4999
Roberto Rosso	Roberto Rosso	1735684256653359	Facebook	rw4	Last 4 weeks	IT	Italy	28	1	4077784	1801048	27456	6596
Save the Children Italia		46590675335	Facebook	rw4	Last 4 weeks	IT	Italy	14	1	3699984	1539999	12585	3399
Angelo Ciocca	Angelo Ciocca	479212098810360	Facebook	rw4	Last 4 weeks	IT	Italy	35	1	3387964	1534999	12964	3199
Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	rw4	Last 4 weeks	IT	Italy	87	1	3250441	1002864	20889	3077
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rw4	Last 4 weeks	IT	Italy	46	1	3211362	1323571	10276	2061
European Greens		141366725876424	Facebook	rw4	Last 4 weeks	IT	Italy	11	1	2806319	1323012	12281	2773
Francesca Puglisi	Francesca Puglisi	196965250328047	Facebook	rw4	Last 4 weeks	IT	Italy	37	1	2421962	1057999	5263	399
Lara Comi	Lara Comi	155619044465389	Facebook	rw4	Last 4 weeks	IT	Italy	61	1	2416937	644999	8638	1199
Massimiliano Smeriglio	Massimiliano Smeriglio	182266801912488	Facebook	rw4	Last 4 weeks	IT	Italy	72	1	2370192	789131	11115	1027
Nicola Danti	Nicola Danti	241424056063716	Facebook	rw4	Last 4 weeks	IT	Italy	43	1	2076956	615999	11956	2199
Partito del Socialismo Europeo	Partito del Socialismo Europeo	1891926127734235	Facebook	rw4	Last 4 weeks	IT	Italy	35	1	2074921	735978	5064	399
Antonio Tajani	Antonio Tajani	506531149512596	Facebook	rw4	Last 4 weeks	IT	Italy	53	1	1958645	555032	8211	868
Antonio Silvio Calò	Antonio Silvio Calò	740380199679755	Facebook	rw4	Last 4 weeks	IT	Italy	27	1	1909805	703933	8272	1399
Cécile  Kyenge Kashetu	Cécile  Kyenge Kashetu	191585464317302	Facebook	rw4	Last 4 weeks	IT	Italy	33	1	1879967	617000	4567	600
Giosi Ferrandino	Giosi Ferrandino	141856142632410	Facebook	rw4	Last 4 weeks	IT	Italy	55	1	1871752	559131	6259	300
Kialo		729627343834501	Facebook	rw4	Last 4 weeks	IT	Italy	160	1	1662195	648241	6706	1386
Rosanna Conte	Rosanna Conte - Candidata della Lega	1035757379850845	Facebook	rw4	Last 4 weeks	IT	Italy	162	1	1636838	423000	16438	100
Achille Variati	Achille Variati	478212418874107	Facebook	rw4	Last 4 weeks	IT	Italy	34	1	1600966	554999	6916	889
