country_code_filter	country_name_filter	impression_code	impression_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SE	Sweden	0_1k	0 - 1k	2879	750	2221979	0	40083	2038
SE	Sweden	1k_5k	1k - 5k	3085	906	11703142	2341096	112509	23739
SE	Sweden	5k_10k	5k - 10k	1290	481	9536497	4768725	112954	32256
SE	Sweden	10k_50k	10k - 50k	2187	561	67111315	13422531	492330	113979
SE	Sweden	50k_100k	50k - 100k	460	190	17234744	8617458	137434	49441
SE	Sweden	100k_200k	100k - 200k	281	108	20159513	10079807	254225	59558
SE	Sweden	200k_500k	200k - 500k	192	84	24488517	9795426	188781	42423
SE	Sweden	500k_1m	500k - 1m	80	46	14385201	7192608	83159	28122
