spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	IE	Ireland	4010	1097	20403208	5195078	142142	14
50_100	50 - 100	IE	Ireland	4248	1080	580320	183809	4538	437
100_1k	100 - 1k	IE	Ireland	1503	441	22221779	9319469	119524	32572
1k_5k	1k - 5k	IE	Ireland	146	53	17141316	7891736	132090	26805
5k_10k	5k - 10k	IE	Ireland	12	10	13746	6604	412	105
10k_50k	10k - 50k	IE	Ireland	1	1	10052	5026	447	89
