day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d113	2019-04-23	COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	213	1	23933568	2381691	157559	3009
d113	2019-04-23	Podemos	Unidas Podemos	269212336568846	Facebook	270	1	13642092	6007543	80366	20848
d113	2019-04-23	COALICION CANARIA		AR489541609348661248	Google	3118	1	7316697	226012	28952	125
d113	2019-04-23	Ciudadanos	Ciudadanos	74078667754	Facebook	594	1	4970406	1423000	72606	3500
d113	2019-04-23	Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	10	1	4899999	490000	86722	1450
d113	2019-04-23	Partido Popular	Partido Popular	72249031214	Facebook	843	1	4658944	1564250	32274	3245
d113	2019-04-23	AMERISOFT SRL		AR573801583431647232	Google	64	1	4112654	409435	422	16
d113	2019-04-23	Kialo		729627343834501	Facebook	48	1	4024955	1667500	18385	4094
d113	2019-04-23	PSOE	PSOE	189318235003	Facebook	269	1	3722934	1494031	11731	2047
d113	2019-04-23	Future Innovation SRL		AR474748779908562944	Google	16	1	3452778	345035	18414	317
d113	2019-04-23	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	382	1	3299335	264723	5628	98
d113	2019-04-23	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	69	1	2657256	256045	7794	163
d113	2019-04-23	Partido Animalista PACMA		AR145115193901318144	Google	4	1	2583333	258333	14222	241
d113	2019-04-23	Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	34	1	2194967	806000	5267	500
d113	2019-04-23	ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	108	1	1530000	151999	13810	363
d113	2019-04-23	sp.a	sp.a	57253967150	Facebook	95	1	1419931	602171	6421	1562
d113	2019-04-23	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	24	1	1282996	600335	4864	1037
d113	2019-04-23	Vlaams Belang	Vlaams Belang	56605856504	Facebook	3	1	1197915	582291	6821	1364
d113	2019-04-23	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	14	1	1167656	502936	2756	630
d113	2019-04-23	PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	29	1	1111074	493333	8286	2079
d113	2019-04-23	Un país moderno	Unidas Podemos	577723459314066	Facebook	35	1	974281	444956	6329	1330
d113	2019-04-23	Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	38	1	931772	385577	2598	715
d113	2019-04-23	Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	26	1	798238	78714	179	10
d113	2019-04-23	ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	45	1	777310	76407	192	9
d113	2019-04-23	Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	22	1	720041	316858	2789	709
