gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	UK	United Kingdom	48753	4899	416879587	141639490	5231762	715962
m	male	UK	United Kingdom	48075	4826	428739081	144977675	5172659	688080
u	unknown	UK	United Kingdom	40407	4534	11444725	3830376	149970	20921
