gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	EE	Estonia	2383	548	12860278	4685850	71316	9793
m	male	EE	Estonia	2223	540	10141567	3634965	57346	7732
u	unknown	EE	Estonia	2073	508	99890	37356	559	87
