recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	IE	Ireland	548	149	2680449	914251	16521	2082
rd2	Last 2 days	2019-05-16	2019-05-17	IE	Ireland	599	155	6037606	2023642	36784	4717
rd3	Last 3 days	2019-05-15	2019-05-17	IE	Ireland	644	164	8583870	2893348	53215	6859
rd4	Last 4 days	2019-05-14	2019-05-17	IE	Ireland	665	167	10678697	3619133	66364	8811
rd5	Last 5 days	2019-05-13	2019-05-17	IE	Ireland	707	172	12553724	4266441	77902	10646
rd6	Last 6 days	2019-05-12	2019-05-17	IE	Ireland	737	177	14239696	4860153	87427	12211
rw1	Last week	2019-05-11	2019-05-17	IE	Ireland	793	183	15968843	5473879	96846	13774
rw2	Last 2 weeks	2019-05-04	2019-05-17	IE	Ireland	1185	230	26505507	9147138	166949	24803
rw3	Last 3 weeks	2019-04-27	2019-05-17	IE	Ireland	1531	311	35933459	12787145	223170	32974
rw4	Last 4 weeks	2019-04-20	2019-05-17	IE	Ireland	1783	389	41509876	14971387	252178	36862
rm1	Last month	2019-04-18	2019-05-17	IE	Ireland	1863	413	42866635	15518710	259000	37827
rm2	Last 2 months	2019-03-19	2019-05-17	IE	Ireland	3628	918	55556247	20095725	347551	49920
rm3	Last 3 months	2019-02-17	2019-05-17	IE	Ireland	4175	1046	59073680	21380159	374126	53198
rm6	Last 6 months	2019-01-01	2019-05-17	IE	Ireland	4476	1104	59845576	21621932	382238	53737
