advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rw3	Last 3 weeks	556	1	145394494	65957888	755835	206089
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rw3	Last 3 weeks	199	1	42041881	18659038	86618	19424
CDU	CDU	78502295414	Facebook	rw3	Last 3 weeks	3170	1	38647830	9275000	347030	8300
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rw3	Last 3 weeks	70	1	31584484	14589402	68222	20428
FDP	FDP	21289227249	Facebook	rw3	Last 3 weeks	2354	1	29724486	9062636	286001	15603
AMERISOFT SRL		AR573801583431647232	Google	rw3	Last 3 weeks	122	1	29622802	2934349	5516	0
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rw3	Last 3 weeks	412	1	28366276	11530924	137246	25518
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rw3	Last 3 weeks	127	1	27912288	11646834	109716	36419
European Greens		141366725876424	Facebook	rw3	Last 3 weeks	124	1	27779543	12363000	167342	40799
România în primul rând	Future Innovation	770704223323599	Facebook	rw3	Last 3 weeks	63	1	27242438	12034500	27904	6890
sp.a	sp.a	57253967150	Facebook	rw3	Last 3 weeks	369	1	27127648	10994875	127425	27341
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	rw3	Last 3 weeks	1969	1	26005183	705882	98261	0
mmb media agentur d.o.o.		AR524572049809604608	Google	rw3	Last 3 weeks	1437	1	24089999	1030000	71849	0
SPD	SPD	47930567748	Facebook	rw3	Last 3 weeks	5207	1	23053792	5353999	567193	14900
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rw3	Last 3 weeks	1562	1	21302007	6736044	247618	25072
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rw3	Last 3 weeks	47	1	21150392	9718719	48995	21886
SPÖ	SPÖ	77393060080	Facebook	rw3	Last 3 weeks	729	1	18158951	6241443	146425	23146
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rw3	Last 3 weeks	73	1	17803812	7800001	163054	37859
Partito Democratico	Partito Democratico	77034286895	Facebook	rw3	Last 3 weeks	171	1	16973580	7087499	51618	9412
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rw3	Last 3 weeks	81	1	16685089	7227833	29925	7856
Fidesz	Fidesz	9844779306	Facebook	rw3	Last 3 weeks	84	1	16351916	7730000	52312	25692
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rw3	Last 3 weeks	39	1	16233294	7541666	126878	37083
Open Vld	Open Vld	53668151866	Facebook	rw3	Last 3 weeks	387	1	15614214	5803437	112815	22385
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rw3	Last 3 weeks	26	1	15499974	7149999	53599	13650
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rw3	Last 3 weeks	989	1	15231073	4951549	220218	34029
