advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rw1	Last week	264	1	40884864	17673833	186672	46516
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rw1	Last week	148	1	24928118	10906017	38757	8939
European Greens		141366725876424	Facebook	rw1	Last week	124	1	23978987	10647706	142799	34359
FDP	FDP	21289227249	Facebook	rw1	Last week	1991	1	18630233	5564554	206790	9083
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rw1	Last week	1461	1	15558345	4576141	189782	14381
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rw1	Last week	391	1	14894890	6108489	71197	12851
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rw1	Last week	117	1	12679947	5283432	53566	18322
sp.a	sp.a	57253967150	Facebook	rw1	Last week	221	1	11643426	4461778	52607	10379
Partito Democratico	Partito Democratico	77034286895	Facebook	rw1	Last week	169	1	11327308	4593804	33798	5901
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rw1	Last week	72	1	11324388	4934999	63332	15477
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rw1	Last week	67	1	11145607	4723666	17807	3533
România în primul rând	Future Innovation	770704223323599	Facebook	rw1	Last week	44	1	10794768	4689095	12095	2831
SPÖ	SPÖ	77393060080	Facebook	rw1	Last week	636	1	10089070	3418581	87779	14077
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rw1	Last week	34	1	9547291	4221518	17841	7713
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rw1	Last week	33	1	9100972	4112406	14967	3532
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rw1	Last week	235	1	8909074	2988375	27574	1913
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rw1	Last week	39	1	8860603	3691601	6794	2069
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rw1	Last week	934	1	7894852	2393466	127711	15621
Open Vld	Open Vld	53668151866	Facebook	rw1	Last week	211	1	7490403	2861292	45648	10629
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rw1	Last week	40	1	7110699	3224297	64348	15439
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rw1	Last week	214	1	7015391	2927833	66260	12082
Fidesz	Fidesz	9844779306	Facebook	rw1	Last week	39	1	6701965	3160000	20741	10215
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	rw1	Last week	33	1	6675470	2957333	11740	3916
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rw1	Last week	134	1	6483036	2509761	13060	4610
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	rw1	Last week	138	1	6106739	2479124	38498	7592
Centerpartiet	Centerpartiet	12690894340	Facebook	rw1	Last week	249	1	5981418	2088653	74221	18047
COALICION CANARIA		AR489541609348661248	Google	rw1	Last week	866	1	5858333	35000	27716	0
DIE LINKE	DIE LINKE	47694585682	Facebook	rw1	Last week	253	1	5839055	2070763	27898	2684
Make.org	Make.org	122037308191612	Facebook	rw1	Last week	20	1	5785589	2595793	27302	6083
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rw1	Last week	50	1	5778234	2474225	11796	2793
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rw1	Last week	17	1	5594428	2717222	59956	18294
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rw1	Last week	12	1	5552766	2487500	17697	4741
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rw1	Last week	41	1	5530533	2367056	4847	1588
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	rw1	Last week	11	1	5516656	2558333	29572	6991
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	rw1	Last week	204	1	5446678	1852226	87365	22044
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	rw1	Last week	20	1	5210980	2172000	10218	2626
Sign for my Future	Sign for my Future	1345513882259768	Facebook	rw1	Last week	63	1	5140276	2118166	45592	12306
SPD	SPD	47930567748	Facebook	rw1	Last week	747	1	5069573	1338202	82392	2597
Kyriakos Mitsotakis		34848567724	Facebook	rw1	Last week	35	1	4946634	2065666	8767	1666
Groen	Groen	84920854319	Facebook	rw1	Last week	171	1	4942957	1757461	26514	3869
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	rw1	Last week	109	1	4931830	2300278	22098	3984
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	rw1	Last week	1633	1	4842203	1099651	97257	3164
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	rw1	Last week	54	1	4810781	1823166	15273	4499
Kialo		729627343834501	Facebook	rw1	Last week	114	1	4764885	1121000	35786	6400
Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	rw1	Last week	47	1	4592433	2024429	13836	2860
IKEA	IKEA	112961202185776	Facebook	rw1	Last week	61	1	4584321	1953125	15409	3250
mmb media agentur d.o.o.		AR524572049809604608	Google	rw1	Last week	384	1	4385000	193333	13224	0
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	rw1	Last week	187	1	4318722	1509991	27992	3150
INBOX	New Digital Media	369693523475596	Facebook	rw1	Last week	44	1	4213795	1874416	4953	300
Die Grünen	Die Grünen	21759893033	Facebook	rw1	Last week	65	1	4132153	1500468	35896	7993
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	rw1	Last week	28	1	4119742	1842176	10622	3198
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	rw1	Last week	16	1	4004757	1797136	6178	1613
ČSSD	ČSSD	111041662264882	Facebook	rw1	Last week	1121	1	3999341	838750	19578	4296
