advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Demokratie in Bewegung	Demokratie in Bewegung	1799478453653006	Facebook	f	female	12	1	97797	31142	1072	176
Krzysztof Śmiszek	KW Wiosna Roberta Biedronia	954692934606047	Facebook	f	female	5	1	97775	21138	276	55
Linköpingsmoderaterna	Moderaterna Linköping	108239705998001	Facebook	f	female	5	1	97596	21365	694	171
USR Suceava	Uniunea Salvați România	506661762854386	Facebook	f	female	1	1	97462	48731	511	102
Miikka Keränen	Keranen Miikka Markus	126768630726940	Facebook	f	female	5	1	97384	38803	1558	452
Νικόλαος Δούκας - Nikolaos Doukas	Ν Δούκας	710946112632910	Facebook	f	female	9	1	97174	20520	221	0
Koen Metsu	VAN DER AUWERA PIETER TOM T.	536864973078981	Facebook	f	female	5	1	97162	31910	787	147
Jolanta Hibner - polityk	Grzegorz Mrózek	2912819075610107	Facebook	f	female	4	1	97005	20763	267	53
Frederik Bloch Münster	Det Konservative Folkeparti	161801967707312	Facebook	f	female	7	1	96849	24137	794	236
Bianca Verrillo	Bianca Verrillo	597101660767723	Facebook	f	female	7	1	96675	22020	424	0
Ruža Tomašić	Tomasic Ruza	1434305366791182	Facebook	f	female	20	1	96605	23608	835	0
DéFI	DéFI	173518112695794	Facebook	f	female	8	1	96603	25213	907	151
Viorel Catarama	Dreapta Liberala	795022763862618	Facebook	f	female	4	1	96138	48069	330	92
Vänsterpartiet Uppsala län	Bergegardh Hans Andreas Abe	326729237396677	Facebook	f	female	14	1	96106	28009	2105	458
Anna Maria Bernini	Anna Maria Bernini	146169045979888	Facebook	f	female	29	1	96035	19524	792	0
Antonio García Marichal	Antonio Miguel García Marichal	266888690629486	Facebook	f	female	12	1	96010	28733	649	0
SPD-Fraktion im Sächsischen Landtag	SPD-Fraktion im Sächsischen Landtag	316067627870	Facebook	f	female	25	1	95974	25999	2874	99
Leila Kechoud - Candidata al Parlamento europeo - 26 maggio 2019	Leila Kechoud	2247400732195775	Facebook	f	female	11	1	95926	34821	543	50
Agostino Ghiglia		40186632839	Facebook	f	female	9	1	95909	21777	850	107
Tomáš Hanuš	Kricfalusi Jiri	298486534052289	Facebook	f	female	11	1	95897	23043	251	74
Mikkel Näkkäläjärvi	Nakkalajarvi Mikkel Antte Iisakki	617733068345315	Facebook	f	female	7	1	95895	23984	798	107
Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	f	female	7	1	95790	45855	2244	750
Camilla Gunell till EU 2019	Socialdemokraterna på Åland	360575481205047	Facebook	f	female	5	1	95772	20733	978	176
Othmar Karas	Volkspartei	395638503864459	Facebook	f	female	5	1	95721	42836	1765	421
Wilfried Haslauer	Salzburger Volkspartei	49835536470	Facebook	f	female	6	1	95626	28477	857	158
Алина Добрева	Алина Добрева	330889637493030	Facebook	f	female	3	1	95609	42356	422	77
Salvatore Barbagallo	The Flag srl	428552284374545	Facebook	f	female	8	1	95582	21436	889	151
Γιώργος Θωμάς	Γιώργος Θωμάς	546583482086942	Facebook	f	female	7	1	95547	20449	252	0
Familien-Partei		2314479965496560	Facebook	f	female	1	1	95317	47658	476	238
Παναγιώτης Σεντώνας - Panayiotis Sentonas	Παναγιώτης Σεντώνας - Panayiotis Sentonas	436419753766608	Facebook	f	female	11	1	95084	22229	336	0
Dr. Tóth Bertalan	MSZP	1425355697692924	Facebook	f	female	5	1	95054	31689	333	102
Szabó Tímea	Párbeszéd Magyarországért	156847374371871	Facebook	f	female	4	1	94938	18988	190	45
Nie Wstydzę Się Jezusa	Nie Wstydzę Się Jezusa	174848285894374	Facebook	f	female	3	1	94679	38361	226	87
Stig Grenov	Kristendemokraterne	461906303966227	Facebook	f	female	3	1	94659	30771	1267	412
Željana Zovko	HDZ - Hrvatska demokratska zajednica	1203134436474667	Facebook	f	female	18	1	94644	19338	825	0
Niclas Herbst	CDU Schleswig-Holstein	320488628674422	Facebook	f	female	9	1	94401	20334	969	147
Asger Christensen i EU	Christensen Asger Bank Møller	1450750935146684	Facebook	f	female	14	1	94353	27478	1228	370
Danuta Hübner	KKW Koalicja Europejska PO SLD PSL .N Zieloni	458440260940195	Facebook	f	female	48	1	94341	15319	762	0
Volt Luxembourg	Volt Luxembourg	766459183561998	Facebook	f	female	12	1	94263	19907	653	38
Liberalerna	Liberalerna	132266740623	Facebook	f	female	12	1	94016	22706	1950	402
CDU Hamburg	CDU Landesverband Hamburg	173796242642081	Facebook	f	female	13	1	94014	23595	1226	124
Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	f	female	7	1	93994	29996	738	109
Sverigedemokraterna Region Stockholm	SD Stockholm	1729304067391998	Facebook	f	female	10	1	93955	19723	895	203
Stefano Zuccarini Sindaco	Stefano Zuccarini	272379720320278	Facebook	f	female	5	1	93918	20315	226	0
Θεσσαλονίκη Μαζί		2184000164992880	Facebook	f	female	1	1	93913	46957	234	46
Arūnas Dudėnas	Lietuvos socialdemokratų partija - LSDP	554826057990355	Facebook	f	female	3	1	93826	18765	185	0
Norbert Kaczmarczyk Poseł na Sejm RP	Kukiz'15 • Posłowie	814991668621838	Facebook	f	female	6	1	93675	18735	217	43
Bündnis 90/Die Grünen Schwäbisch Hall	BÜNDNIS 90/DIE GRÜNEN Baden-Württemberg	1324932424284616	Facebook	f	female	13	1	93671	21269	1181	149
Pascal Goergen - DéFI	Pascal Albert J Goergen	2247464518706948	Facebook	f	female	1	1	93610	46805	467	234
Camden Council	Camden Council	1621941808050073	Facebook	f	female	1	1	93609	46805	270	54
Giorgos Amiras - Γιώργος Αμυράς	Giorgos Amiras - Γιώργος Αμυράς	1407652086114560	Facebook	f	female	2	1	93542	42020	225	38
Γιώργος Πανούχος	Γεώργιος Πανούχος	1678187295660948	Facebook	f	female	14	1	93348	24620	710	0
Nyhetssajten Europaportalen	Nyhetssajten Europaportalen	8005743307	Facebook	f	female	7	1	93192	23696	1351	280
Jong Groen		293486792731	Facebook	f	female	1	1	93095	46547	232	46
Damiano Bormolini	Enrico Gobbi	286055062304030	Facebook	f	female	4	1	93068	35104	654	131
Silvia Sardone	Silvia Sardone	667483386685540	Facebook	f	female	15	1	93060	20265	364	0
Anna Zalewska	Paweł Kociński	171114382968728	Facebook	f	female	8	1	92999	26000	224	34
Miljöpartiet de gröna i Växjö	Miljöpartiet de gröna i Växjö	115219002018409	Facebook	f	female	12	1	92958	23524	1381	311
Henrik Sass Larsen	Socialdemokratiet	530069377053107	Facebook	f	female	14	1	92890	27152	639	228
Sindaco di Avola - Luca Cannata	Avola la nostra terra	560317800682461	Facebook	f	female	7	1	92761	19999	221	0
Pritty Kaur	sp.a	413843202368855	Facebook	f	female	17	1	92720	22019	750	0
Giorgos Sklavos	Georgios Sklavos	1042099132649984	Facebook	f	female	8	1	92712	21310	302	0
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		Georgia Constantinou Panayiotou	270213387069072	Facebook	f	female	6	1	92693	34056	427	44
Babette Brusselmans	Brusselmans Babette	173356493548795	Facebook	f	female	3	1	92607	18521	748	141
Alessandro Fusacchia	Alessandro Fusacchia	1045017942325647	Facebook	f	female	2	1	92395	46198	481	88
Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	f	female	94	1	92063	14081	972	103
Giovanni Guidi		134845253246587	Facebook	f	female	3	1	91806	45167	371	45
Corina Cretu	Corina Cretu	200813406761691	Facebook	f	female	26	1	91758	23821	292	10
FDP Karlsruhe-Stadt	FDP Kreisverband Karlsruhe-Stadt	342930772424635	Facebook	f	female	16	1	91688	18881	1291	172
Mark Carey - City West - Time for Change	Steamboat	433481587460366	Facebook	f	female	7	1	91200	19526	741	95
Natuur & Milieu	Natuur & Milieu	156571571036057	Facebook	f	female	2	1	91143	35089	124	0
Емил А. Георгиев	Georgiev Emil	1228198117206814	Facebook	f	female	8	1	90970	22547	295	0
Andrej Bóna	Vokoun Tomas	321165708610626	Facebook	f	female	2	1	90865	45433	1765	353
Paul Bristow	The Conservative Party	293864561226540	Facebook	f	female	73	1	90863	23845	4582	37
Yasmine Kherbache - volksvertegenwoordiger	Sp.a Antwerpen	189145821274552	Facebook	f	female	11	1	90628	18126	536	0
Panos Reppas - Παναγιώτης Ρέππας	Panagiotis Reppas	381289095967251	Facebook	f	female	13	1	90612	19307	784	46
Pieter Konings²	Konings Pieter	277457939649994	Facebook	f	female	11	1	90373	20878	937	96
European Parliament Office in Malta	European Parliament Office in Malta	116353271736965	Facebook	f	female	5	1	90246	19515	272	0
Pieter De Crem	CD&V	795215224016947	Facebook	f	female	6	1	90165	17920	437	37
Eesti Konservatiivne Rahvaerakond	Eesti Konservatiivne Rahvaerakond	671308106236480	Facebook	f	female	4	1	90109	18022	231	0
Luigi Di Placido	Andrea Rossi	332563790280386	Facebook	f	female	27	1	90086	21066	1222	0
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	f	female	133	1	89867	10801	4742	6
Peter Agius	Peter Agius	263881160919130	Facebook	f	female	5	1	89857	20475	244	0
Kristdemokraterna i Dalarna	Kristdemokraterna Dalarna	321670347944266	Facebook	f	female	26	1	89463	22098	2155	471
Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	f	female	4	1	89409	18992	451	61
Feministinen puolue	Feministinen puolue	246435052396654	Facebook	f	female	6	1	89399	20012	703	73
Christian Dax	SPÖ Burgenland	1232990493514860	Facebook	f	female	8	1	89284	20848	958	144
SMER - SD Košice III.	SMER - SD	456693081804058	Facebook	f	female	28	1	89168	21693	1469	0
DOMA DOBRE	Pribocký Jozef	115166009100692	Facebook	f	female	5	1	89049	22479	362	0
Петър Клисаров	ПП Пряка Демокрация	2041389956077700	Facebook	f	female	8	1	89016	36069	372	0
Adrian Miuțescu	ETIS Design	1992712767649895	Facebook	f	female	3	1	89015	38038	144	46
Wouter Vermeersch	Vlaams Belang	1819099895078637	Facebook	f	female	15	1	88995	25728	550	26
Rudy Delhaise - Bourgmestre d'Eghezée	MR Province de Namur	659081287825798	Facebook	f	female	6	1	88752	19030	698	98
Miłosława - Miłka Stępień	Partia Zieloni	1045756882124385	Facebook	f	female	17	1	88677	16452	241	12
Amaya Fernández	PP	486996548359961	Facebook	f	female	8	1	88531	23112	387	0
CARE France	CARE France	93745060700	Facebook	f	female	6	1	88520	19487	407	0
Die Tiroler Grünen	Die Tiroler Grünen	112941499555	Facebook	f	female	20	1	88514	20070	1293	103
Kujawsko-Pomorskie	Kujawsko-Pomorskie	649437431853583	Facebook	f	female	3	1	88465	17693	205	41
Inés Rey - PSOE	PSdeG-PSOE A Coruña	332466134032139	Facebook	f	female	7	1	88463	17359	1136	349
SMER - SD	SMER - SD	102146246492040	Facebook	f	female	2	1	88437	44219	441	88
Anita Sowińska	KW Wiosna Roberta Biedronia	2154797738169705	Facebook	f	female	7	1	88403	22537	316	94
Siamo Europei Padova	Siamo Europei	445280926043270	Facebook	f	female	1	1	88376	44188	441	220
Vallì Cipriani in Europa	Lara Braga	318177105538166	Facebook	f	female	7	1	88372	20633	583	54
Guanyem Badalona en Comú	Esquerra Republicana de Catalunya	445003612308437	Facebook	f	female	3	1	88321	17664	174	0
Geri Ballo	Gerarta Ballo	2261381937462680	Facebook	f	female	13	1	88109	27701	761	80
Troels Stru Schmidt	Schmidt Troels Stru	543881642649343	Facebook	f	female	8	1	87817	19482	1171	259
Σακελλαρίου Βασιλική / Βίκυ - Sakellariou Vasiliki / Vicky	Vasiliki Sakellariou	574037653104636	Facebook	f	female	22	1	87771	19007	950	0
Marianne Verhaert	Marianne Christine H Verhaert	307263369958026	Facebook	f	female	3	1	87747	30327	876	303
Adam Traczyk	KW Wiosna Roberta Biedronia	385541738945328	Facebook	f	female	5	1	87670	19181	382	150
Compromiso por Europa	Compromís	373604602781028	Facebook	f	female	3	1	87614	37816	406	67
Ubaldo Bocci	Ubaldo Bocci	549986188855910	Facebook	f	female	4	1	87331	27472	566	106
Νίκος Μπελαβίλας - Πειραιάς για όλους	Theodosios Papandreou	2211896095739206	Facebook	f	female	6	1	87291	17306	609	90
Socialdemokraterna Kungsbacka	Strand Bo Jonas	250833255029427	Facebook	f	female	3	1	87136	17427	806	161
USR Diaspora	Uniunea Salvați România - USR	1793510380925494	Facebook	f	female	7	1	87135	30109	649	119
Rasmus Norup	Det Konservative Folkeparti	1662803373975162	Facebook	f	female	4	1	87092	17366	916	201
Milan Potocký	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	1977234279243101	Facebook	f	female	2	1	87064	43532	434	87
Marianne Vind	Marianne Vind	329236874385098	Facebook	f	female	18	1	87018	25689	1445	355
Dansk Sygeplejeråd	Dansk Sygeplejeråd	141531689719	Facebook	f	female	2	1	86879	17376	232	116
Andrea Delmastro	Davide Eugenio Zappalà	74110200741	Facebook	f	female	9	1	86698	17340	369	0
Els Van Hoof-pagina	Van Hoof Els Walter H	315278555648437	Facebook	f	female	10	1	86568	22374	482	0
Groen Brussel	Groen Brussel	144986545155	Facebook	f	female	5	1	86449	19030	1114	215
Cristina Bagnoli	Enrico Decca	2031217713649064	Facebook	f	female	8	1	86427	21607	434	0
Sandra x Tomiño	Bloque Nacionalista Galego de Tomiño	623179161441345	Facebook	f	female	17	1	86299	23769	953	0
Reignite	Reignite	702922223165890	Facebook	f	female	4	1	86222	33610	1024	358
Toni Postius	Partit Demòcrata Lleida	1590048664636534	Facebook	f	female	13	1	86199	18797	950	55
Groen Gent	Groen Gent	156982520361	Facebook	f	female	9	1	86129	20121	984	136
Campagne Tam Tam		227222077819248	Facebook	f	female	3	1	86089	36420	174	16
Matteo Iannitti	Ianniti Matteo Domenico	321246931898034	Facebook	f	female	10	1	86031	21229	368	0
Lisa Forbes for Peterborough	The Labour Party	365430600210847	Facebook	f	female	26	1	85836	26723	2947	315
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	f	female	27	1	85520	17435	354	85
Χάρης Μαμουλάκης	Χάρης Μαμουλάκης	1561616060574694	Facebook	f	female	8	1	85429	30427	272	0
Izquierda Xunida Riosa	Izquierda Xunida Riosa	1433628330234775	Facebook	f	female	83	1	85205	1539	7833	0
Pavel Macko SPOLU - občianska demokracia	SPOLU - občianska demokracia	489291478219770	Facebook	f	female	6	1	85037	22641	649	103
Matteo Tosetto	Matteo Tosetto 	285899292122830	Facebook	f	female	3	1	84940	30290	626	125
VoteEuropa Danmark	Channirr Rizwana Shah	325480551446041	Facebook	f	female	5	1	84653	16632	1133	222
Peterborough Conservatives	The Conservative Party	1410613969166253	Facebook	f	female	80	1	84624	19348	4055	0
Jurgen Vanlerberghe	Vanlerberghe Jurgen Maurits P	1664229433634791	Facebook	f	female	13	1	84516	20242	821	77
Alviina Alametsä	Alametsae Pauliina Viivi Alviina	292611094275509	Facebook	f	female	10	1	84460	20137	1074	99
Lengyel Máté	Lengyel Máté	284187002052790	Facebook	f	female	5	1	84400	16880	162	39
USR Sălaj	Uniunea Salvați Romania Filiala Salaj	665719730245460	Facebook	f	female	2	1	84376	33033	120	24
Μιχάλης Γεράνης	Μιχαηλ Γερανης	282108959146909	Facebook	f	female	2	1	84342	34061	555	111
Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	f	female	31	1	84254	23312	2483	0
MamPrawoWiedziec.pl	Picture Doc Foundation	219298606466	Facebook	f	female	7	1	84100	19235	222	29
Peter Gysbrechts	Neys Tom	363197027117917	Facebook	f	female	6	1	84019	18320	276	0
Petra Schulze Steinen	Schulze-Steinen Petra Elina Marjatta	266912807301110	Facebook	f	female	35	1	83988	17291	1707	72
SMER - SD Bardejov	SMER - SD	424019988386535	Facebook	f	female	28	1	83960	20512	1620	54
Centerpartiet Gotland	Ahlin Siv Eva Marie	513330082107760	Facebook	f	female	7	1	83923	19695	631	164
Anita Kucharska-Dziedzic	KW Wiosna Roberta Biedronia	402330900557208	Facebook	f	female	16	1	83847	15879	314	31
Anna Karwot - Polityk	Cityboard Media Sp. z o.o.	287671955182458	Facebook	f	female	5	1	83768	18120	242	46
Gianmarco Porciani Consigliere Comunale - Lega Salvini Premier	Gianmarco Porciani	504760203329428	Facebook	f	female	4	1	83658	17965	198	0
Sabina Obwiosło-Budzyń	KW Wiosna Roberta Biedronia 	371048117077022	Facebook	f	female	20	1	83561	20594	664	79
Susținători USR Italia		677428805754829	Facebook	f	female	2	1	83449	33472	336	67
Volt België	Volt België	1620310611353628	Facebook	f	female	6	1	83316	16493	373	31
Angelo Vernillo	Angelo Vernillo 	538691129988576	Facebook	f	female	6	1	83221	17561	295	0
Carla Franchini	MIRTA QUAGLIAROLI, Mandatario elettorale del candidato  Carla Franchini	686106498236150	Facebook	f	female	5	1	83208	16642	470	76
Nadia Sgro	Nadia Sgro	276613263243127	Facebook	f	female	7	1	83207	17055	222	0
Elisabetta Gardini	Elisabetta Gardini	114266221965026	Facebook	f	female	8	1	83002	17618	333	26
Marius Bodea	Marius Bodea	1514760912172050	Facebook	f	female	4	1	82939	29758	109	19
Paola Natalicchio	Gianluca Martone	258195327693994	Facebook	f	female	15	1	82902	19637	610	0
GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	f	female	6	1	82863	19387	449	59
Kristdemokraterna Täby	Kristdemokraterna Täby	500140550093378	Facebook	f	female	20	1	82854	21895	997	223
Podemos Aranjuez	Unidas Podemos Aranjuez	248379842014595	Facebook	f	female	5	1	82778	16556	878	154
Daniele Vergini Candidato Sindaco M5S	Daniele Vergini	415104189237042	Facebook	f	female	12	1	82722	19142	503	0
Allianssi	Allianssi	189362187761641	Facebook	f	female	17	1	82683	23923	1281	50
Furio Honsell	Davide Bressan	534334929944459	Facebook	f	female	1	1	82679	41340	206	41
LMP Bács-Kiskun megye	LMP - Lehet Más a Politika	366289480102377	Facebook	f	female	2	1	82661	32944	171	34
Friends of the Earth Malta	Friends of the Earth Malta	137236009675929	Facebook	f	female	6	1	82511	20046	442	31
Agnes Jongerius	Partij van de Arbeid (PvdA)	764061133777036	Facebook	f	female	5	1	82467	19959	254	0
Luc Deconinck	Nieuw-Vlaamse Alliantie	1459140487653544	Facebook	f	female	2	1	82423	32955	548	109
SPD Sachsen	SPD Sachsen	50169278122	Facebook	f	female	13	1	82413	21435	945	115
Mike Mohring	CDU Weimarer Land	188677361503511	Facebook	f	female	21	1	82352	18845	634	0
USR Filiala Județeană Hunedoara	Uniunea Salvați România - USR	2380746071976634	Facebook	f	female	3	1	82342	30432	172	63
Sander Loones	Nieuw-Vlaamse Alliantie	575160279283539	Facebook	f	female	4	1	82318	16464	188	0
Erasmus+ Juventude em Ação	Erasmus+ Juventude em Ação	128362563891037	Facebook	f	female	5	1	82254	20262	317	0
Paweł Krutul	Komitet Wyborczy Wiosna Roberta Biedronia	1798798630436202	Facebook	f	female	5	1	82222	16325	203	37
Adam Cyrański	KKW Koalicja Europejska Platforma PSL SLD .N Zieloni.	407715332768236	Facebook	f	female	10	1	81854	23752	405	100
PSIB	PSIB-PSOE	182797475074265	Facebook	f	female	4	1	81716	16343	207	0
Paola Romano	Paola Romano	248072698709512	Facebook	f	female	10	1	81619	19575	748	46
Zanda Kalniņa-Lukaševica	Kalniņa-Lukaševica Zanda	414381482703957	Facebook	f	female	4	1	81596	18501	219	0
USR Târgu-Lăpuș	USR Maramureș	660431470978348	Facebook	f	female	2	1	81515	32314	171	67
Rihards Kols	Rihards Kols	960297957323800	Facebook	f	female	4	1	81321	17813	201	0
Βασίλης Μιχαλολιάκος	Βασίλης Μιχαλολιάκος	272375755124	Facebook	f	female	7	1	81317	24582	580	97
Inițiativa România	Inițiativa România	1847959338763696	Facebook	f	female	6	1	81315	34549	102	11
GRÜNE Bonn	BÜNDNIS 90 / DIE GRÜNEN Kreisverband Bonn	337333856328097	Facebook	f	female	6	1	81126	18110	753	135
Partito Autonomista Trentino Tirolese	Partito Autonomista Trentino Tirolese	390310621129343	Facebook	f	female	9	1	81067	19545	326	0
Déclic	OFAJ	472408162883256	Facebook	f	female	4	1	80987	16060	283	0
Carlo Guccione	Gennaro Alessandro Alessio	731200573630420	Facebook	f	female	2	1	80975	31047	309	49
Matilda af Hällström	af Hällström Matilda Linnea Alice	430195364409025	Facebook	f	female	9	1	80766	32523	1440	360
Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	f	female	22	1	80578	18763	400	135
Anna Papadimitriou Tsatsou	Pulse and Opinion S.A.	351205875514876	Facebook	f	female	4	1	80560	31089	330	45
USR Zalău	Uniunea Salavati Romania Filiala Salaj	260094808237890	Facebook	f	female	2	1	80518	32782	162	64
Kocsis Máté	Kocsis Máté	149061108240	Facebook	f	female	7	1	80251	21005	165	49
Alex White	Mc Kinney Eunan Anthony	58389344622	Facebook	f	female	2	1	80152	32185	531	106
Ugo Tozzi	Ugo Tozzi	938644779543922	Facebook	f	female	13	1	80046	29899	527	42
Klothó Crete		821598384591081	Facebook	f	female	4	1	79995	24999	395	0
Costel Alexe	ETIS Design	182546041796641	Facebook	f	female	2	1	79980	39990	135	57
SMER - SD Košice II.	SMER - SD	322950438385690	Facebook	f	female	27	1	79976	21034	1349	0
Erik Miltiadis Edman	Edman Erik Miltiadis	918665584992305	Facebook	f	female	8	1	79960	17412	286	0
Francesca Ghirra	Francesca Ghirra	147045459010122	Facebook	f	female	3	1	79952	31462	149	0
Javier Rodríguez Palacios	PSOE de Alcalá de Henares	835026053225028	Facebook	f	female	9	1	79909	23450	723	54
Eastwest - Rivista di Geopolitica	Eastwest - Rivista di Geopolitica	186246774846027	Facebook	f	female	9	1	79690	27636	588	0
Domenico Finiguerra	Domenico Finiguerra	41123718703	Facebook	f	female	6	1	79488	29901	404	46
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	f	female	12	1	79414	22311	447	0
Patricija Šulin	SDS - Slovenska demokratska stranka	1541413339429015	Facebook	f	female	10	1	79384	31097	520	51
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	f	female	8	1	79341	19247	529	53
Konservativ Ungdom	Konservativ Ungdom	119769598101853	Facebook	f	female	9	1	79287	17939	401	116
Farkas Gergely	Farkas Gergely	428800467250448	Facebook	f	female	12	1	79180	20774	194	59
IDA	IDA	154415494575789	Facebook	f	female	6	1	78899	20705	386	193
Beata Jonite	Jonite Beata	245261032767933	Facebook	f	female	2	1	78819	31374	312	52
Stefano Pastorelli - Lega	Stefano Pastorelli	42425772121	Facebook	f	female	3	1	78815	30774	181	25
Hackney Lib Dems	Hackney Liberal Democrats	138435322972255	Facebook	f	female	5	1	78783	15717	256	0
Stummer János	Országgyűlés Hivatala Jobbik Frakció	134984140045777	Facebook	f	female	3	1	78651	31748	168	38
Izquierda Nacional de los Trabajadores - INTRA -  Figueres	Jaime Farrerons Sanchez	398513670329567	Facebook	f	female	3	1	78606	15721	784	157
Fundacja Czyste Powietrze	Magdalena Strózik 	282404075935482	Facebook	f	female	4	1	78553	15557	152	24
PSOE Getafe	PSOE Getafe	466283470091128	Facebook	f	female	21	1	78386	17349	1041	0
Vi-skogen	Vi-skogen	356032977210	Facebook	f	female	2	1	78057	15611	722	144
Beata Mazurek	KW Prawo i Sprawiedliwość	564941230235866	Facebook	f	female	2	1	77841	31026	660	132
Deutsches Kinderhilfswerk e.V.	Deutsches Kinderhilfswerk e.V.	107407945980041	Facebook	f	female	3	1	77818	15564	816	147
Ion ȘTEFAN	ETIS Design SRL	1653699758248627	Facebook	f	female	2	1	77723	38862	163	81
Roberta Rigon	Roberta Rigon 	152060405498608	Facebook	f	female	7	1	77514	16337	237	0
Djurens parti	Eriksson Monica Maria Therese	207364469446997	Facebook	f	female	3	1	77483	16821	696	139
Γιάννης Μυλωνάκης	Γιάννης Μυλωνάκης	178241907911	Facebook	f	female	8	1	77451	18211	336	0
Lorenzo Gasperini per la Toscana	Lorenzo Gasperini	230235480357105	Facebook	f	female	35	1	77252	23346	1673	0
Winkler Gyula	Winkler Iuliu	1560147330888040	Facebook	f	female	2	1	77238	30116	110	22
Giacomo Galazzo	Giacomo Galazzo	338070350178263	Facebook	f	female	8	1	77074	15250	551	45
Botkyrka kommun	Botkyrka kommun	313066622056883	Facebook	f	female	4	1	76949	30630	895	306
Marek Rutka	KW Wiosna Roberta Biedronia	1547728638791843	Facebook	f	female	3	1	76867	30356	126	22
Arto Luukkanen	Riekkovaara Niko Tapani	1527478777519070	Facebook	f	female	9	1	76678	19257	1603	276
Reformierakond	Reformierakond	80124492882	Facebook	f	female	4	1	76637	18538	764	131
Junge Union Aurich	CDU Stadtverband Aurich und Junge Union Aurich	204261220053348	Facebook	f	female	6	1	76427	15286	283	0
Javier Couso	Izquierda en Positivo - Revolución Ciudadana	437735729613879	Facebook	f	female	2	1	76414	32424	323	57
KSV Graz	KSV Graz	268242501289	Facebook	f	female	54	1	76404	11178	2733	0
Gianluca Festa	Gianluca Festa	1414627525508278	Facebook	f	female	12	1	76345	20092	541	0
Βασίλης Μάρκου υποψήφιος με τον Απ.Κατσιφάρα	Konstantinos Markou	470115806861343	Facebook	f	female	4	1	76253	22658	225	24
Eneko Goia	EAJ-PNV	1534682943444716	Facebook	f	female	16	1	76215	20049	935	41
Martin Šmilňák	KDH	279200712281963	Facebook	f	female	3	1	75984	15197	758	151
Kleiner Fünf	Kleiner Fünf	1768812013390432	Facebook	f	female	4	1	75951	16248	757	144
CSP Ostbelgien	CSP Ostbelgien	119271231424655	Facebook	f	female	26	1	75933	14576	1507	48
Инициатива "Правосъдие за всеки"	Инициатива "Правосъдие за всеки"	364788430386875	Facebook	f	female	2	1	75916	29288	103	0
Andreas Steenberg	Streenberg Andreas Frost	132364993978468	Facebook	f	female	19	1	75810	20901	605	168
EAJ PNV Gipuzkoa	EAJ-PNV	144273808967495	Facebook	f	female	8	1	75799	20043	426	0
Alessandra Senatore	Domenico Campeglia	668311250269031	Facebook	f	female	21	1	75793	17606	736	0
Demokratie in Bewegung Sachsen-Anhalt	Demokratie in Bewegung Sachsen-Anhalt	1907967889415631	Facebook	f	female	2	1	75745	37699	199	37
Så er det nu: Gør valget grønt	Jørgensen Mattias Friis	2074470782634792	Facebook	f	female	8	1	75704	14738	1121	224
Enio Cucurachi	Cucurachi Enio Antonio	2196293330408303	Facebook	f	female	8	1	75670	15050	232	0
Departamentul pentru Afaceri Interne PSD	Partidul Social Democrat	797044747344438	Facebook	f	female	1	1	75630	37815	39	7
Caio Mussolini	Caio Mussolini	2393234914229651	Facebook	f	female	10	1	75502	26806	397	47
Andrej Danko - predseda SNS	Slovenská národná strana	1495199624026639	Facebook	f	female	5	1	75479	35829	471	145
Moderaterna i Värmland	Moderaterna i Värmland	1458035847741432	Facebook	f	female	3	1	75438	15087	698	139
Mark Grossmann	Venstre Odense 1. kreds	393486437446456	Facebook	f	female	48	1	75294	14243	398	25
Parlamento Europeo - Oficina en España	Parlamento Europeo - Oficina en España	161616883888862	Facebook	f	female	5	1	75199	16607	222	0
ActionAid Hellas	ActionAid Hellas	54529589753	Facebook	f	female	4	1	75191	18295	427	48
Emiliano García-Page Sánchez	Emiliano García-Page Sánchez	131662690193032	Facebook	f	female	3	1	75150	15030	148	0
Catia Degli Esposti Sindaco	Catia Degli Esposti	438647399606160	Facebook	f	female	3	1	75103	15021	148	0
VoteEuropa Nederland	Lacsamana Marlon Toledo	373618906826123	Facebook	f	female	3	1	75065	15013	539	97
EPP Group in the European Parliament	EPP Group in the European Parliament	291699857688	Facebook	f	female	1	1	75064	37532	187	37
Evžen Tošenovský	Kasik Martin	233045260129148	Facebook	f	female	3	1	74966	30865	193	42
