advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alfahír	Alfahír Hírportál	525574220799452	Facebook	m	male	5	1	147722	32097	457	99
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	m	male	5	1	145671	55540	313	62
Bayernpartei	Bayernpartei	78309442751	Facebook	m	male	7	1	145466	31357	1562	265
Carmine Pacente	Carmelo Iannicelli	218066501942820	Facebook	m	male	10	1	145046	30578	682	0
NÁRODNÁ KOALÍCIA	dtp media	145677979100505	Facebook	m	male	11	1	143651	29621	583	0
Monika Hohlmeier	Monika Hohlmeier	139065632780165	Facebook	m	male	10	1	140871	31237	734	52
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	m	male	2	1	139544	61988	334	56
Caterina Cerroni	Caterina Cerroni	1618719834925589	Facebook	m	male	3	1	139245	60773	620	111
Barbara Pas	Vlaams Belang	365242667182267	Facebook	m	male	1	1	137360	68680	686	343
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	m	male	10	1	134874	45750	518	0
Luciano Nobili	Luciano Nobili	406187203142799	Facebook	m	male	5	1	126816	26786	288	0
Liberalerna Stockholm	Liberalerna Stockholm	682180208473039	Facebook	m	male	5	1	124599	24920	230	115
Michela Giuffrida	Michela Giuffrida	656848937718109	Facebook	m	male	8	1	124449	24849	612	39
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	m	male	1	1	124418	62209	2880	576
Krajská organizácia SMER - SD Žilina	strana-smer.sk	462466280992892	Facebook	m	male	24	1	123643	24487	1833	163
Bogdan Rzońca	Blue Data Bay Sp. z o.o.	247239865295508	Facebook	m	male	13	1	123289	30315	327	44
Βασιλική Λαζαράκου	Βασιλική Λαζαράκου 	443842809693601	Facebook	m	male	3	1	122619	45290	451	69
Social Democrats	Social Democrats	1012851375393300	Facebook	m	male	16	1	122413	28314	531	0
USR Bihor	Uniunea Salvați România Filiala Bihor	1592660281028385	Facebook	m	male	4	1	121024	53791	155	29
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	m	male	55	1	119508	26365	330	73
Mark Durkan	Fine Gael	2002340613394109	Facebook	m	male	2	1	117821	58911	841	320
Deputati PD	Deputati PD	104652392900508	Facebook	m	male	5	1	117110	27407	337	0
Paola Testori	Paola Testori	658895384568072	Facebook	m	male	15	1	116367	23407	1329	49
Krzysztof Bosak	Konfederacja KORWiN Braun Liroy Narodowcy	141833139301	Facebook	m	male	15	1	115989	23619	362	56
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	m	male	1	1	115960	57980	289	57
Brando Benifei	Brando Benifei	291380024325396	Facebook	m	male	7	1	112482	23353	446	0
Ian Borg	Ian Borg	151496594943131	Facebook	m	male	5	1	111115	23761	308	0
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	m	male	4	1	109160	23989	273	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	m	male	4	1	106549	40901	198	0
Mette Abildgaard	Mette Abildgaard	309867232515766	Facebook	m	male	13	1	105105	23740	776	223
sp.a	sp.a	57253967150	Facebook	m	male	3	1	102061	35940	357	51
Νίκος Ανδρουλάκης	Νίκος Ανδρουλάκης	216089191899991	Facebook	m	male	5	1	100774	24501	392	0
Instituto Internacional de Derecho y Medio Ambiente (IIDMA)	Laura Fernández Dobarro	219220477095	Facebook	m	male	2	1	99998	20000	198	0
West Midlands Conservatives	West Midlands Conservatives	223025417884693	Facebook	m	male	1	1	98978	49489	285	57
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	m	male	11	1	97994	25353	422	0
Berliner Stadtwerke	Berliner Stadtwerke	765844936882239	Facebook	m	male	3	1	97548	32564	756	151
Front Europejski	Medium: agencja reklamowa	590514511295079	Facebook	m	male	6	1	96395	21851	317	57
Krajská organizácia SMER - SD Banská Bystrica	SMER - SD	444025863076653	Facebook	m	male	21	1	95873	18066	1298	107
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	m	male	13	1	95825	24382	415	95
Eugen Jurzyca - V Bruseli za Slovensko	Richard Sulik	1118309918191690	Facebook	m	male	8	1	94000	29028	456	0
Alberto Cirio	RedAbissi	1391061901114543	Facebook	m	male	10	1	93828	23805	687	0
Росен Богомилов	Ivanov Hristo	1183492355137046	Facebook	m	male	2	1	92413	37077	369	61
Podemos Aragón	Podemos Equo	570770963015441	Facebook	m	male	2	1	91260	45630	260	43
D66	D66	52985377549	Facebook	m	male	2	1	90104	37715	212	32
Ιωάννης Σγουρός	Ιωαννης Σγουρος	1401098180146606	Facebook	m	male	3	1	89587	20586	247	0
Viorel Catarama	Dreapta Liberala	795022763862618	Facebook	m	male	2	1	88537	17707	185	37
Nicola Clerici europee 2019 M5S	Nicola Clerici	2340174086227422	Facebook	m	male	6	1	88298	20751	396	0
Dr. Lukács László György	Országgyűlés Hivatala Jobbik Frakció	490006464353222	Facebook	m	male	1	1	87531	43766	270	135
Michał Boni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	693499534003775	Facebook	m	male	3	1	87496	17499	93	13
Giuseppe Cossalter	Giuseppe Cossalter	1981132658773307	Facebook	m	male	3	1	86660	17332	246	0
RMDSZ	RMDSZ	102601499822802	Facebook	m	male	10	1	86639	22797	82	0
Zelení - Strana zelených	Zelení - Strana zelených	39371299263	Facebook	m	male	5	1	86349	18876	344	80
Markel Olano	EAJ-PNV	898191063533170	Facebook	m	male	5	1	85393	34882	475	55
MSZP	MSZP	115388925185513	Facebook	m	male	5	1	85057	31232	188	37
Daniela Santanchè	Daniela Garnero Santanchè	56413702888	Facebook	m	male	5	1	83279	33319	455	51
EAJ-PNV	EAJ-PNV	26830001203	Facebook	m	male	5	1	82420	33045	446	45
Ahora Repúblicas	Esquerra Republicana de Catalunya	578942235869606	Facebook	m	male	1	1	81811	40906	204	40
Giorgos Sklavos	Georgios Sklavos	1042099132649984	Facebook	m	male	3	1	81308	17808	201	0
Federica Picchi	Federica Picchi	362494797700891	Facebook	m	male	7	1	81163	16155	298	0
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	m	male	4	1	80074	20451	549	68
Daniele Viotti	Daniele Viotti	138574576313444	Facebook	m	male	3	1	80011	17490	197	0
Przemysław Przybylski	Komitet Wyborczy Prawo i Sprawiedliwość	256850261180940	Facebook	m	male	4	1	79659	30310	206	70
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	m	male	11	1	78941	20084	247	32
Festival Psicologia	Ordine degli Psicologi del Lazio	375703235973864	Facebook	m	male	4	1	78921	31648	403	48
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	m	male	4	1	76498	17002	946	205
John Crombez	sp.a	264131406977201	Facebook	m	male	3	1	76492	15298	366	53
Νίκη Τζαβέλα - Niki Tzavela Official	Φερονικη Τζαβελα	866035200090418	Facebook	m	male	1	1	76118	38059	379	76
Karol Karski	Komitet Wyborczy Prawa i Sprawiedliwości	612725748801524	Facebook	m	male	8	1	75862	16581	232	28
Maciej Józefowicz	KKW Koalicja Europejska PO PSL SLD .N Zieloni	157504851851399	Facebook	m	male	2	1	75821	15164	103	17
Peter Van Kemseke	Van Kemseke Peter Leo S	397455370285369	Facebook	m	male	2	1	75616	15123	754	151
38 Degrees	38 Degrees	200006375787	Facebook	m	male	7	1	75518	19282	345	0
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	m	male	6	1	75112	26806	455	59
Poseł Jakub Rutnicki	KKW Koalicja Europejska PO PSL SLD .N Zieloni	222141244609992	Facebook	m	male	4	1	75022	17518	251	50
CDH liste à la Chambre province de Liège	CDH - Centre Démocrate Humaniste	268478507423505	Facebook	m	male	4	1	74969	14994	191	0
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	m	male	5	1	74861	16903	675	185
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	m	male	2	1	74806	14961	441	73
Corradino Mineo	Danila Tarantino	429319385345	Facebook	m	male	8	1	74777	20498	464	0
PNL Oradea	PNL Oradea	304085190083197	Facebook	m	male	4	1	73196	16119	161	27
Federico Perugini	Federico Perugini	356449288308129	Facebook	m	male	3	1	73027	26413	315	39
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	m	male	5	1	72671	14534	198	0
Parlamentul European, Biroul de Informare în Romania	Parlamentul European, Biroul de Informare în Romania	138896782840976	Facebook	m	male	2	1	72285	31160	93	18
Greenpeace Belgium	Greenpeace Belgium	73232790238	Facebook	m	male	8	1	72266	15672	281	0
Krajská organizácia SMER - SD Nitra	SMER - SD	1797841726985468	Facebook	m	male	20	1	72235	14327	1424	108
Krajská organizácia SMER - SD Košice	strana-smer.sk	394347701414382	Facebook	m	male	19	1	72145	17090	1133	49
Alessandra Nardini	Alessandra Nardini	1393257504323165	Facebook	m	male	8	1	71548	17844	500	0
Krajská organizácia Smer-SD Bratislava	SMER - SD	1475489046003379	Facebook	m	male	21	1	71246	12245	1630	117
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	m	male	21	1	70068	14443	144	39
USR Cluj	Partidul Uniunea Salvati România	287761518247055	Facebook	m	male	3	1	70036	15419	36	0
Lucia Kleštincová	EUpositive.sk	1933440166748185	Facebook	m	male	3	1	69808	13961	138	0
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	m	male	18	1	69581	28582	946	42
Junge Liberale JuLis	Junge Liberale	110976485656573	Facebook	m	male	2	1	68627	13725	684	137
Mi Hazánk Mozgalom		620030171664750	Facebook	m	male	2	1	68527	13705	32	13
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	m	male	37	1	68264	14852	2060	0
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	m	male	1	1	67729	33864	337	67
Sylwia Spurek	KW Wiosna Roberta Biedronia 	1967695263556184	Facebook	m	male	4	1	67693	14732	157	29
Peter Pollák	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	307556876112136	Facebook	m	male	1	1	67186	33593	335	67
Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	m	male	6	1	67051	14607	412	0
Sergio Chiamparino	Andrea Maccagno	263544377156823	Facebook	m	male	3	1	66866	13373	177	0
Claudia Gamon	NEOS	447992848717452	Facebook	m	male	2	1	66104	13221	659	132
Jacopo Alberti Consigliere Regionale LEGA Salvini Toscana	JACOPO ALBERTI	1583213175233477	Facebook	m	male	6	1	65499	19861	308	0
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	m	male	4	1	65468	13093	333	43
Csárdi Antal	LMP - Lehet Más a Politika	136387873164491	Facebook	m	male	1	1	65275	32638	101	20
SMER - SD Bratislava IV.	SMER- SD	1321935907958539	Facebook	m	male	10	1	65035	12047	595	0
Sven Zagała	KW Wiosna Roberta Biedronia	2215190752031133	Facebook	m	male	7	1	64674	12775	188	25
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	m	male	3	1	64256	14209	163	0
Michał Korolko - profil publiczny	KKW Koalicja Europejska PO PSL SLD .N Zieloni (Michał Korolko)	334123340547325	Facebook	m	male	11	1	63972	14507	205	15
PS Région bruxelloise	PS Région bruxelloise	279112515484034	Facebook	m	male	8	1	63859	14931	804	102
Più Europa Vercelli	Carloalberto Polidori	527235457776008	Facebook	m	male	5	1	63681	12736	728	108
Scientists for EU	Scientists for EU	642444842524195	Facebook	m	male	1	1	63274	31637	365	73
Isabella De Monte	Walter Godina - Mandatario Elettorale di Isabella De Monte	152661171597544	Facebook	m	male	8	1	63146	18550	545	0
Andreas Schieder	SPÖ	290881691011354	Facebook	m	male	3	1	63134	30311	720	296
Uwe Conradt: Saarbrücken - gemeinsam - voran.	CDU Saarbrücken Stadt	577254072692345	Facebook	m	male	4	1	62501	14042	225	0
Cristian Ghinea	Uniunea Salvați România	269505079808785	Facebook	m	male	2	1	61746	30007	24	0
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	m	male	10	1	61463	17466	1087	263
FDP Hessen	FDP Hessen	188188564583	Facebook	m	male	2	1	61170	12234	121	0
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	m	male	30	1	60838	12930	1584	0
Άννα Μισέλ Ασημακοπούλου	Άννα Μισέλ Ασημακοπούλου	1394997234118853	Facebook	m	male	2	1	60639	12128	120	0
Partito Democratico	Partito Democratico	77034286895	Facebook	m	male	1	1	60282	30141	300	60
Giorgos Amiras - Γιώργος Αμυράς	Giorgos Amiras - Γιώργος Αμυράς	1407652086114560	Facebook	m	male	1	1	60253	30127	300	60
Centrālā vēlēšanu komisija	Centrālā vēlēšanu komisija	236758520084700	Facebook	m	male	3	1	60183	12036	119	0
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	m	male	16	1	59855	26880	440	85
Livio Lucà Trombetta	Livio Lucà Trombetta	432269534242217	Facebook	m	male	6	1	59227	14522	443	0
Francesca Puglisi	Francesca Puglisi	196965250328047	Facebook	m	male	1	1	59136	29568	58	0
Alma Zadic	NR KLUB JETZT	1891626681100935	Facebook	m	male	9	1	58410	12765	663	0
Dreapta Liberală - DL	Dreapta Liberala	1881461575305499	Facebook	m	male	3	1	58098	11620	54	0
Włodzimierz Cimoszewicz. Europa i Konstytucja.	KKW Koalicja Europejska PO PSL SLD .N Zieloni	1945383395767575	Facebook	m	male	4	1	57650	13122	263	93
Polski Klub Ekologiczny Koło Miejskie w Gliwicach	Maria Wanda Staniszewska	291839444209363	Facebook	m	male	5	1	57407	13791	133	23
USR Hunedoara	Uniunea Salvați România - USR	250986431933338	Facebook	m	male	2	1	57261	11452	120	24
Nicola Danti	Nicola Danti	241424056063716	Facebook	m	male	3	1	56609	13357	165	0
Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	m	male	2	1	56577	22055	219	35
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	m	male	6	1	56466	12627	618	92
School Cuts	National Education Union	871798409656672	Facebook	m	male	7	1	55871	11080	292	0
Labros Palantzas / Λάμπρος Παλάντζας	Lampros Palantzas 	540653716458457	Facebook	m	male	6	1	55669	18647	352	0
Ισμήνη Μώρου - Υποψήφια Ευρωβουλευτής	Μωρου Ισμηνη	650014548746122	Facebook	m	male	2	1	55655	12828	155	0
Joachim Brudziński	Joachim Brudziński	722625777782250	Facebook	m	male	5	1	55266	11053	52	0
Радан Кънев	Радан Кънев	1461853244069926	Facebook	m	male	4	1	55083	14832	272	0
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	m	male	7	1	54802	15482	181	53
Fabrizio Ferrandelli		73230810464	Facebook	m	male	1	1	54595	27297	272	54
Έλληνες Ριζοσπάστες	Leonidas Chrysochoou	2076559345980059	Facebook	m	male	2	1	53865	10773	106	0
Costanza Hermanin	Costanza Hermanin 	1424214351021211	Facebook	m	male	2	1	53467	10693	167	0
GMB Union	GMB Union	103295786760891	Facebook	m	male	5	1	53119	17936	133	0
Matteo Renzi	Matteo Renzi	113335124914	Facebook	m	male	3	1	53079	12496	154	0
Nicu Ștefănuță	Uniunea Salvați România - USR	279454772645662	Facebook	m	male	2	1	52595	26298	61	9
Podemos Castilla-La Mancha	UNIDAS PODEMOS - IZQUIERDA UNIDA - EQUO CLM	624403874292676	Facebook	m	male	8	1	52364	16248	362	0
MENSCHLICHE WELT	Menschliche Welt	245758938922923	Facebook	m	male	7	1	52302	11701	398	29
Junge Liberale JuLis Bayern	Junge Liberale Bayern e.V.	109135205793336	Facebook	m	male	2	1	52209	13097	173	0
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	m	male	3	1	52207	10441	145	0
ÖDP Nordrhein-Westfalen	Ökologisch-Demokratische Partei (ÖDP) NRW	138480036196810	Facebook	m	male	3	1	51820	10225	170	0
Peter Gillo	Peter Gillo	578310722649724	Facebook	m	male	3	1	51358	11460	512	94
Marea Atlántica	Marea Atlántica	836117153066747	Facebook	m	male	4	1	51249	10250	199	0
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	m	male	12	1	51210	12972	410	0
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	m	male	11	1	51207	12862	581	0
SMER - SD Košice okolie	SMER - SD	590859404733213	Facebook	m	male	13	1	50455	11246	582	0
SMER - SD Bratislava V	SMER - SD	1023617851143344	Facebook	m	male	7	1	50374	13577	339	0
Ebba Busch Thor	Kristdemokraterna	661702230515862	Facebook	m	male	4	1	50359	12016	203	78
Peter Pilz	NR KLUB JETZT	127399223970566	Facebook	m	male	3	1	50250	12502	543	75
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	m	male	3	1	50212	11057	126	0
Tomasz Latos	KW Prawo i Sprawiedliwość	308684629246305	Facebook	m	male	1	1	49999	10000	116	23
Arbeitgeberverband Gesamtmetall	Arbeitgeberverband Gesamtmetall	169367889785454	Facebook	m	male	8	1	49868	11414	610	0
Gwendolyn Rutten	Gwendolyn Rutten	149158155084	Facebook	m	male	23	1	49842	7953	1232	0
Francesco Forlin per Perugia	Francesco Forlin	632686940488385	Facebook	m	male	2	1	49812	9962	98	0
Andrej Bóna	Vokoun Tomas	321165708610626	Facebook	m	male	1	1	49328	24664	191	95
Wilfried Haslauer	Salzburger Volkspartei	49835536470	Facebook	m	male	2	1	48845	9769	292	48
Michela Sciurpa	Michela Sciurpa tramite mandatario elettorale Gian Luca Laurenzi, nato a Perugia il 21.09.1964 LRNGLC64P21G478O con nomina ed accettazione depositata il data 09.04.2019 alla Corte d’Appello di Perugia	317033212339928	Facebook	m	male	1	1	48831	9766	96	0
CD&V Oostkamp	CD&V Oostkamp	2062142307347631	Facebook	m	male	1	1	48542	24271	242	48
Geert Bourgeois	Nieuw-Vlaamse Alliantie	649429725077632	Facebook	m	male	1	1	48533	24267	242	48
Jusos in der SPD	Jusos in der SPD	40415227476	Facebook	m	male	2	1	48409	9682	95	0
ΛΕΥΤΕΡΗΣ ΔΗΜΗΤΡΙΟΥ	Eleftherios Demetriou	609745702447737	Facebook	m	male	2	1	48324	9665	162	0
FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	m	male	4	1	48281	11582	248	0
