advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Patricija Šulin	SDS - Slovenska demokratska stranka	1541413339429015	Facebook	u	unknown	3	1	358	71	1	0
Peter Pilz	NR KLUB JETZT	127399223970566	Facebook	u	unknown	3	1	356	97	3	0
Jusos in der SPD	Jusos in der SPD	40415227476	Facebook	u	unknown	2	1	355	71	0	0
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	u	unknown	10	1	353	90	1	0
Tomasz Leśniak	KW Wiosna Roberta Biedronia	397430734381499	Facebook	u	unknown	3	1	345	63	1	0
Jen Cummins Social Democrats	Social Democrats	359027571515876	Facebook	u	unknown	1	1	340	68	0	0
Arbeitgeberverband Gesamtmetall	Arbeitgeberverband Gesamtmetall	169367889785454	Facebook	u	unknown	7	1	339	68	2	0
Παύλος Ελευθεριάδης	Pavlos Eleftheriadis	768996799785550	Facebook	u	unknown	1	1	335	67	0	0
Centrālā vēlēšanu komisija	Centrālā vēlēšanu komisija	236758520084700	Facebook	u	unknown	3	1	334	66	0	0
USR Bihor	Uniunea Salvați România Filiala Bihor	1592660281028385	Facebook	u	unknown	4	1	333	130	0	0
Brando Benifei	Brando Benifei	291380024325396	Facebook	u	unknown	2	1	329	65	0	0
Federica Picchi	Federica Picchi	362494797700891	Facebook	u	unknown	6	1	328	65	1	0
Abir till Bryssel	Nyberg Claes Otto	252516142116820	Facebook	u	unknown	4	1	328	80	2	0
ČSSD	ČSSD	111041662264882	Facebook	u	unknown	20	1	328	64	3	0
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	u	unknown	13	1	327	82	1	0
Greenpeace Romania	Greenpeace Romania	291132089193	Facebook	u	unknown	10	1	326	55	1	0
DIE LINKE	DIE LINKE	47694585682	Facebook	u	unknown	4	1	324	81	3	0
Alberto Cirio	RedAbissi	1391061901114543	Facebook	u	unknown	9	1	322	73	2	0
Erasmus+ Juventude em Ação	Erasmus+ Juventude em Ação	128362563891037	Facebook	u	unknown	2	1	320	80	1	0
Michela Giuffrida	Michela Giuffrida	656848937718109	Facebook	u	unknown	6	1	316	63	1	0
Petra Krištúfková	Sme rodina	1061086993931165	Facebook	u	unknown	1	1	315	63	3	0
Landtag Rheinland-Pfalz	Landtag Rheinland-Pfalz	1339267256128796	Facebook	u	unknown	2	1	314	79	3	0
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	u	unknown	4	1	312	127	2	0
Federico Perugini	Federico Perugini	356449288308129	Facebook	u	unknown	3	1	312	111	1	0
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	u	unknown	4	1	312	136	0	0
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	u	unknown	3	1	308	154	0	0
Più Europa Vercelli	Carloalberto Polidori	527235457776008	Facebook	u	unknown	5	1	308	61	3	0
David Casa	David Casa	193035580892638	Facebook	u	unknown	1	1	308	61	0	0
Mona Juul	Mona Juul	2079067062409423	Facebook	u	unknown	3	1	305	77	1	0
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	u	unknown	2	1	304	60	1	0
Paweł Pudłowski	Selectivv	404295586445224	Facebook	u	unknown	1	1	302	60	0	0
SMER - SD Košice okolie	SMER - SD	590859404733213	Facebook	u	unknown	9	1	300	70	2	0
DIE LINKE. Berlin-Mitte	Andreas Böttger	118337308237499	Facebook	u	unknown	6	1	298	111	4	0
Peter Gillo	Peter Gillo	578310722649724	Facebook	u	unknown	3	1	297	68	2	0
Krajská organizácia SMER - SD Košice	strana-smer.sk	394347701414382	Facebook	u	unknown	9	1	296	79	2	0
Daniela Santanchè	Daniela Garnero Santanchè	56413702888	Facebook	u	unknown	5	1	293	110	1	0
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	u	unknown	2	1	293	58	6	0
Włodzimierz Cimoszewicz. Europa i Konstytucja.	KKW Koalicja Europejska PO PSL SLD .N Zieloni	1945383395767575	Facebook	u	unknown	3	1	292	73	1	0
Giuliano Pisapia	Giuliano Pisapia	112352038802143	Facebook	u	unknown	6	1	292	83	2	0
Sven Giegold	Sven Giegold	1391306014465513	Facebook	u	unknown	3	1	292	146	2	0
Έλληνες Ριζοσπάστες	Leonidas Chrysochoou	2076559345980059	Facebook	u	unknown	2	1	292	58	0	0
Junge Liberale JuLis	Junge Liberale	110976485656573	Facebook	u	unknown	2	1	292	58	2	0
Dubravka Suica	HDZ - Hrvatska demokratska zajednica	195096520662445	Facebook	u	unknown	1	1	292	58	0	0
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	u	unknown	12	1	291	54	7	0
Gwendolyn Rutten	Gwendolyn Rutten	149158155084	Facebook	u	unknown	15	1	290	41	10	0
PSIB	PSIB-PSOE	182797475074265	Facebook	u	unknown	1	1	290	58	0	0
Francesca Puglisi	Francesca Puglisi	196965250328047	Facebook	u	unknown	1	1	288	144	0	0
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	u	unknown	3	1	286	57	0	0
PTB	PTB	53838654385	Facebook	u	unknown	1	1	282	56	2	0
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	u	unknown	28	1	280	42	12	0
Lucia Kleštincová	EUpositive.sk	1933440166748185	Facebook	u	unknown	3	1	279	55	0	0
Ondřej Krutílek - kandidát do Evropského parlamentu	ODS	1220066088147062	Facebook	u	unknown	1	1	277	55	1	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	u	unknown	3	1	276	80	1	0
Romania #nuepsd	Future Innovation	293215748279337	Facebook	u	unknown	1	1	274	109	0	0
Bogdan Rzońca	Blue Data Bay Sp. z o.o.	247239865295508	Facebook	u	unknown	10	1	270	64	0	0
Przemysław Przybylski	Komitet Wyborczy Prawo i Sprawiedliwość	256850261180940	Facebook	u	unknown	2	1	269	111	0	0
London Labour Party	The Labour Party	474613052643462	Facebook	u	unknown	3	1	266	53	6	0
Deputati PD	Deputati PD	104652392900508	Facebook	u	unknown	5	1	264	62	0	0
InFacts	InFacts	678120165658753	Facebook	u	unknown	2	1	263	47	3	0
Yorkshire & the Humber Green Party	Yorkshire & the Humber Green Party	305531639643278	Facebook	u	unknown	2	1	259	104	3	0
Cogito	Cogito	2059332547662115	Facebook	u	unknown	1	1	257	128	0	0
CD&V Oostkamp	CD&V Oostkamp	2062142307347631	Facebook	u	unknown	1	1	255	127	1	0
one brussels	one.brussels	244157445635331	Facebook	u	unknown	4	1	253	57	2	0
Sverigedemokraterna Kalmar län	Kotanen Mika Erik	117200235024372	Facebook	u	unknown	12	1	252	50	1	0
Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	u	unknown	3	1	252	85	1	0
Finanšu ministrija	Latvijas Republikas Finanšu ministrija	524714174238878	Facebook	u	unknown	1	1	251	50	0	0
RMDSZ	RMDSZ	102601499822802	Facebook	u	unknown	10	1	249	76	0	0
Luca Vecchi	Comitato Elettorale Luca Vecchi 2024	245475858955495	Facebook	u	unknown	10	1	249	54	6	0
Paola Testori	Paola Testori	658895384568072	Facebook	u	unknown	12	1	247	55	3	0
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	u	unknown	11	1	247	66	0	0
Petra Schulze Steinen	Schulze-Steinen Petra Elina Marjatta	266912807301110	Facebook	u	unknown	4	1	246	46	6	0
Nicola Clerici europee 2019 M5S	Nicola Clerici	2340174086227422	Facebook	u	unknown	5	1	244	60	1	0
Akcja Demokracja	Akcja Demokracja	277892342334350	Facebook	u	unknown	3	1	244	95	2	0
Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS	Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS	46620712083	Facebook	u	unknown	1	1	242	48	0	0
Sergio Chiamparino	Andrea Maccagno	263544377156823	Facebook	u	unknown	3	1	242	48	0	0
Michael  O'Dowd for Europe	O'Dowd Michael Joseph	878147035569806	Facebook	u	unknown	2	1	241	45	1	0
Πατριωτική Ριζοσπαστική Ένωση	Ελευθεριος Συναδινος	2119221251680890	Facebook	u	unknown	1	1	241	48	0	0
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	u	unknown	7	1	239	58	0	0
Denise McMorrow for Dublin 2019	Mc Morrow Denise	438930423601172	Facebook	u	unknown	4	1	237	46	5	0
Krzysztof Śmiszek	KW Wiosna Roberta Biedronia	954692934606047	Facebook	u	unknown	2	1	236	54	0	0
Alessandra Nardini	Alessandra Nardini	1393257504323165	Facebook	u	unknown	4	1	233	57	0	0
Krajská organizácia SMER - SD Nitra	SMER - SD	1797841726985468	Facebook	u	unknown	8	1	229	44	3	0
HLAS	První prezidentská	320144481956623	Facebook	u	unknown	3	1	229	39	0	0
Renew	Renew  Party	1923371311278106	Facebook	u	unknown	6	1	228	41	7	0
GoodJobs	GoodJobs	1004883576238809	Facebook	u	unknown	3	1	228	45	4	0
Centerpartiet Gotland	Ahlin Siv Eva Marie	513330082107760	Facebook	u	unknown	3	1	227	45	2	0
Partei Demokratie Direkt	Lukas Michael Knecht	289988518287493	Facebook	u	unknown	1	1	227	45	0	0
Caio Mussolini	Caio Mussolini	2393234914229651	Facebook	u	unknown	1	1	227	113	0	0
Geert Bourgeois	Nieuw-Vlaamse Alliantie	649429725077632	Facebook	u	unknown	1	1	226	113	1	0
Renate Holzeisen	Team Köllensperger	840785932926956	Facebook	u	unknown	4	1	225	67	1	0
Sean Kelly MEP	Sean Kelly MEP	340786422717552	Facebook	u	unknown	6	1	224	40	6	0
Matilda af Hällström	af Hällström Matilda Linnea Alice	430195364409025	Facebook	u	unknown	2	1	224	44	4	0
Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	u	unknown	2	1	223	59	0	0
Naša voľba	Naša voľba	175203236178487	Facebook	u	unknown	2	1	222	44	0	0
Alessandro Fusacchia	Alessandro Fusacchia	1045017942325647	Facebook	u	unknown	2	1	221	44	2	0
Jacopo Alberti Consigliere Regionale LEGA Salvini Toscana	JACOPO ALBERTI	1583213175233477	Facebook	u	unknown	6	1	219	57	0	0
De Goede Zaak	DeGoedeZaak	264564577356897	Facebook	u	unknown	2	1	216	43	1	0
Радан Кънев	Радан Кънев	1461853244069926	Facebook	u	unknown	4	1	216	64	1	0
Paddy Monahan Soc Dems	Social Democrats	243736776300023	Facebook	u	unknown	1	1	216	43	0	0
Peterborough Conservatives	The Conservative Party	1410613969166253	Facebook	u	unknown	3	1	216	76	3	0
School Cuts	National Education Union	871798409656672	Facebook	u	unknown	6	1	215	40	5	0
Robert Hajšel	Krcmarikova Katarina	822009714820627	Facebook	u	unknown	4	1	214	56	0	0
Liberalerna Luleå	Liberalerna Luleå	588513591196975	Facebook	u	unknown	3	1	214	20	1	0
Poseł Jakub Rutnicki	KKW Koalicja Europejska PO PSL SLD .N Zieloni	222141244609992	Facebook	u	unknown	4	1	214	44	0	0
Željana Zovko	HDZ - Hrvatska demokratska zajednica	1203134436474667	Facebook	u	unknown	13	1	212	15	14	0
Ваня Григорова - независим кандидат за евродепутат	Vanya Grigorova 	344617396401957	Facebook	u	unknown	3	1	212	50	0	0
Jos D'Haese	PVDA	1397002987227704	Facebook	u	unknown	4	1	212	49	1	0
Γιάννης Δάλμας	Ioannis Dalmas	321260791914587	Facebook	u	unknown	2	1	210	41	0	0
Frédéric Daerden	Frédéric Charles R Daerden	341897923206486	Facebook	u	unknown	2	1	210	42	2	0
SMER - SD Nitra	SMER - SD	800561563389371	Facebook	u	unknown	2	1	209	49	0	0
Animal Welfare Party	Animal Welfare Party	106824832045	Facebook	u	unknown	4	1	208	85	6	0
Matteo Renzi	Matteo Renzi	113335124914	Facebook	u	unknown	3	1	206	51	0	0
Приоритети	БЗНС	1163987410423594	Facebook	u	unknown	11	1	205	60	2	0
ΣΥΜΠΟΛΙΤΕΙΑ	Dimitra Kehagia	748401935189589	Facebook	u	unknown	3	1	205	78	3	0
European Free Alliance	European Free Alliance	46708306425	Facebook	u	unknown	1	1	204	40	4	2
SPEA - Sociedade Portuguesa para o Estudo das Aves	SPEA - Sociedade Portuguesa para o Estudo das Aves	152559446094	Facebook	u	unknown	3	1	204	56	0	0
Pierfrancesco Majorino	Pierfrancesco Majorino	194123260626794	Facebook	u	unknown	3	1	202	46	1	0
SPD Dresden	SPD Dresden	57318667478	Facebook	u	unknown	17	1	198	28	8	0
USR Sibiu	Uniunea Salvați România	1028428697211383	Facebook	u	unknown	4	1	197	39	0	0
Junge Liberale JuLis Bayern	Junge Liberale Bayern e.V.	109135205793336	Facebook	u	unknown	2	1	196	44	0	0
Janka Ochojska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	573994789747274	Facebook	u	unknown	3	1	195	42	0	0
Kim De Witte	PVDA	315662412174661	Facebook	u	unknown	2	1	193	38	2	0
ODS - Občanská demokratická strana	ODS - Občanská demokratická strana	30575632699	Facebook	u	unknown	1	1	192	38	0	0
Denis Itxaso	PSE -EE	107905879550963	Facebook	u	unknown	7	1	190	65	3	0
Corradino Mineo	Danila Tarantino	429319385345	Facebook	u	unknown	7	1	189	47	0	0
Francesco Forlin per Perugia	Francesco Forlin	632686940488385	Facebook	u	unknown	2	1	188	37	0	0
Δημιουργία Ξανά	Δημιουργία Ξανά	226397774096827	Facebook	u	unknown	4	1	186	15	12	0
Alberto Bova - Candidato Sindaco	Comitato Elettorale Alberto Bova	146020142780997	Facebook	u	unknown	2	1	186	35	1	0
East Midlands Green Party	East Midlands Green Party	135118813311824	Facebook	u	unknown	2	1	185	70	2	0
Karol Karski	Komitet Wyborczy Prawa i Sprawiedliwości	612725748801524	Facebook	u	unknown	5	1	185	41	0	0
Socialdemokraterna i Skåne	Socialdemokraterna i Skåne	102414309949126	Facebook	u	unknown	3	1	185	75	1	0
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	u	unknown	5	1	185	37	0	0
HKS - Hrvatska konzervativna stranka	HKS - Hrvatska konzervativna stranka	789855157727222	Facebook	u	unknown	1	1	184	36	0	0
sp.a West-Vlaanderen	sp.a West-Vlaanderen	269157793205215	Facebook	u	unknown	1	1	182	36	0	0
Jozo Radoš	Jozo Radoš	446717938731095	Facebook	u	unknown	5	1	181	50	3	0
Rudi Vervoort		75793785999	Facebook	u	unknown	2	1	181	75	4	0
Alternativ för Sverige	Alternativ för Sverige	270592853332987	Facebook	u	unknown	3	1	180	67	6	1
Podemos Torrejón de Ardoz	Podemos Torrejón de Ardoz	394489317377199	Facebook	u	unknown	4	1	180	35	1	0
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	u	unknown	3	1	178	39	0	0
Isabella De Monte	Walter Godina - Mandatario Elettorale di Isabella De Monte	152661171597544	Facebook	u	unknown	7	1	178	34	7	0
Martin Cauchi Inglott II	Martin Cauchi Inglott 	381424722583691	Facebook	u	unknown	1	1	176	35	0	0
Robert Micallef for MEP	Robert James Bugeja	2123200014472283	Facebook	u	unknown	1	1	175	35	0	0
Alex White	Mc Kinney Eunan Anthony	58389344622	Facebook	u	unknown	1	1	172	86	1	0
Angelika Niebler	Angelika Niebler	183448258342806	Facebook	u	unknown	1	1	171	34	0	0
Michal Šipoš - kandidát do Európskeho parlamentu	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	156395481064391	Facebook	u	unknown	4	1	170	33	0	0
Henna Virkkunen	Henna Virkkunen	120537424633927	Facebook	u	unknown	2	1	170	34	3	0
Peter Hametner	Peter Hametner	388385461980020	Facebook	u	unknown	1	1	169	33	0	0
Lynn Wesenbeek - Lijstduwer Open Vld Europa	Arendsoog	280977886188439	Facebook	u	unknown	1	1	168	33	1	0
Aaron Ooms	Ooms Aaron Maria W	127953044627536	Facebook	u	unknown	1	1	168	33	0	0
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	u	unknown	3	1	167	33	0	0
Gautier CALOMNE	Gautier Calomne	82157651986	Facebook	u	unknown	1	1	167	83	1	0
Franc Bogovič	Slovenska ljudska stranka (SLS)	288826994603012	Facebook	u	unknown	4	1	166	54	2	0
Moderaterna i Örebro län	Moderaterna i Örebro län	1622018661360930	Facebook	u	unknown	5	1	166	33	2	0
Ilaria Cristiani	Ilaria Cristiani	2204421053005729	Facebook	u	unknown	9	1	165	26	5	0
Hackney Lib Dems	Hackney Liberal Democrats	138435322972255	Facebook	u	unknown	2	1	165	33	3	0
PNL Oradea	PNL Oradea	304085190083197	Facebook	u	unknown	4	1	162	35	0	0
Mikkel Näkkäläjärvi	Nakkalajarvi Mikkel Antte Iisakki	617733068345315	Facebook	u	unknown	4	1	158	30	3	0
Livio Lucà Trombetta	Livio Lucà Trombetta	432269534242217	Facebook	u	unknown	6	1	158	42	1	0
Sven Zagała	KW Wiosna Roberta Biedronia	2215190752031133	Facebook	u	unknown	6	1	157	31	0	0
Simon Hart MP	Simon Hart MP	914835805358773	Facebook	u	unknown	2	1	156	14	11	0
MSZP	MSZP	115388925185513	Facebook	u	unknown	5	1	153	54	0	0
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	u	unknown	2	1	153	76	0	0
Roberta Metsola	Roberta Metsola	406824526101449	Facebook	u	unknown	5	1	153	42	2	0
Bournemouth Green Party	South East Dorset Green Party	140064492697345	Facebook	u	unknown	1	1	153	76	1	0
Indítsuk Be Magyarországot Alapítvány	Indítsuk Be Magyarországot Alapítvány	422399638586608	Facebook	u	unknown	1	1	153	30	0	0
Paul Bristow	Conservatives	293864561226540	Facebook	u	unknown	5	1	153	18	9	0
Kelemen Hunor	RMDSZ	175293925828191	Facebook	u	unknown	3	1	152	35	0	0
Tommy Ahlers	Ahlers Tommy	2121857298076689	Facebook	u	unknown	1	1	152	76	1	0
Росен Богомилов	Ivanov Hristo	1183492355137046	Facebook	u	unknown	2	1	152	51	0	0
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	u	unknown	2	1	151	30	0	0
Miljöpartiet Västra Götaland	Miljöpartiet Västra Götaland	835842266433861	Facebook	u	unknown	2	1	151	24	1	0
JØP - Stem på klima og højt ansvarligt afkast	Demokratisk Erhvervsnetværk	290304768567003	Facebook	u	unknown	4	1	150	48	1	0
Βαρουξής Λευτέρης - Varouxis Lefteris	Digital Solutions	280496205994839	Facebook	u	unknown	3	1	150	28	1	0
FDP Bayern	FDP Bayern	350558562311	Facebook	u	unknown	1	1	149	29	0	0
Trafford Conservatives	Altrincham & Sale West Conservative Association	201951136994785	Facebook	u	unknown	1	1	149	29	3	0
Γιώργος Ρωμανιάς - Giorgos Romanias	Γεωργιος Ρωμανιας	323464321610249	Facebook	u	unknown	7	1	148	38	3	0
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	u	unknown	7	1	147	32	0	0
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	u	unknown	1	1	147	29	0	0
Simona Bonafè	Simona Bonafè	145437958954905	Facebook	u	unknown	4	1	146	44	1	0
Sofia Sakorafa	Sofia Sakorafa	211831995597479	Facebook	u	unknown	1	1	146	29	0	0
Listes Destexhe	Listes Destexhe	983524558703058	Facebook	u	unknown	1	1	144	28	1	0
Organizace pro pomoc uprchlíkům, z.s.	Organizace pro pomoc uprchlíkům, z.s.	188235971211201	Facebook	u	unknown	2	1	144	58	0	0
Fridays For Future Münster	Fridays for Future	1212444868905059	Facebook	u	unknown	3	1	141	28	0	0
Alejandro Langtry	Alejandro Langtry Cainzos	876647346005514	Facebook	u	unknown	3	1	141	70	1	0
Carl Valentin	Carl Valentin	323782467803321	Facebook	u	unknown	3	1	140	26	0	0
VoteEuropa - France	Jules Nicolas André Bejot 	2031732090462417	Facebook	u	unknown	2	1	138	38	2	0
Michał Korolko - profil publiczny	KKW Koalicja Europejska PO PSL SLD .N Zieloni (Michał Korolko)	334123340547325	Facebook	u	unknown	11	1	137	31	0	0
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	u	unknown	5	1	137	43	2	0
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	u	unknown	1	1	136	68	1	0
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	u	unknown	2	1	135	56	1	0
East Midlands Labour	The Labour Party	1104066886293096	Facebook	u	unknown	3	1	135	50	2	0
Adam Bielan	Adam Bielan	228951150597089	Facebook	u	unknown	2	1	135	34	0	0
Jaak Madison	Madison Jaak	536519246456733	Facebook	u	unknown	1	1	134	26	0	0
Λυδία Ιωαννίδου Μουζάκα	mastologos	318223092210594	Facebook	u	unknown	1	1	134	26	0	0
Jarosław Sellin - oficjalna strona	Cityboard Media Sp. z o.o.	251126394921117	Facebook	u	unknown	1	1	134	26	0	0
Otra Parla Es Posible	Esther Torija Alonso	876560969172203	Facebook	u	unknown	7	1	133	24	2	0
SMER - SD Košice IV.	SMER - SD	866441537046249	Facebook	u	unknown	7	1	133	16	6	0
Mette Annelie Rasmussen	Rasmussen Mette Annelie	111218712287057	Facebook	u	unknown	1	1	133	26	0	0
Andrea Cozzolino	Andrea Cozzolino	1449151341981719	Facebook	u	unknown	2	1	133	31	0	0
Lode Ceyssens	Lode Ceyssens	690224427744073	Facebook	u	unknown	1	1	133	26	0	0
Luděk Niedermayer	TOP 09	1395881230682843	Facebook	u	unknown	2	1	131	57	0	0
Richard Sulik	Richard Sulik	184760561603680	Facebook	u	unknown	9	1	131	28	4	0
IU Aragón	IU Aragón	178663732095	Facebook	u	unknown	8	1	130	22	3	0
MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	u	unknown	1	1	130	65	1	0
prof. dr. Vytautas Radžvilas	prof. dr. Vytautas Radžvilas	62378591336	Facebook	u	unknown	3	1	129	24	1	0
Matúš Bystriansky - kandidát na europoslanca	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	1650953941825108	Facebook	u	unknown	1	1	129	25	0	0
Γιάννης Κωνσταντινίδης - Υποψήφιος Ευρωβουλευτής - Το Ποτάμι	Ioannis Konstantinidis	1621971371282707	Facebook	u	unknown	1	1	127	63	1	0
Ivana Nikolić Popović	Hrvatska narodna stranka - liberalni demokrati (HNS)	160505204050427	Facebook	u	unknown	2	1	127	55	1	0
Daniele Viotti	Daniele Viotti	138574576313444	Facebook	u	unknown	2	1	126	33	0	0
Adrienne Wallace - People Before Profit	Wallace Adrienne Catherine	1555518121383424	Facebook	u	unknown	2	1	126	21	3	0
LO-distriktet i Västsverige	LO-distriktet i Västsverige	213326548681872	Facebook	u	unknown	2	1	125	22	1	0
En Företagares Vardag	Eriksson Mats Ove	347852331958080	Facebook	u	unknown	3	1	125	23	0	0
Zaragoza en Común	Zaragoza en Común	1404651893174804	Facebook	u	unknown	12	1	125	10	8	0
David Round Independent Candidate for SE England - EU Elections 2019	David Victor Round	2212820298800330	Facebook	u	unknown	2	1	125	25	2	0
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	u	unknown	7	1	125	23	3	0
Maciej Gdula	KW Wiosna Roberta Biedronia	831495030528894	Facebook	u	unknown	1	1	125	25	0	0
Smer - SD Liptovský Mikuláš	SMER - SD	1675423392784411	Facebook	u	unknown	4	1	123	15	6	0
Kristdemokraterna Sundsvall	Kristdemokraterna Sundsvall	1017885421625799	Facebook	u	unknown	2	1	122	24	1	0
MSZP II. Kerület	MSZP II. kerület	180828571955861	Facebook	u	unknown	3	1	122	0	0	0
Podemos Aranjuez	Unidas Podemos Aranjuez	248379842014595	Facebook	u	unknown	4	1	121	38	2	0
SPD Wandsbek	Andre Schneider	182588003457	Facebook	u	unknown	14	1	121	6	9	0
MoVimento 5 Stelle	MoVimento 5 Stelle	174457180812	Facebook	u	unknown	1	1	121	24	0	0
Frank Psaila	Frank Psaila	458318884361628	Facebook	u	unknown	4	1	120	31	2	0
Jorge Azcón	Partido Popular Zaragoza	1005758609559650	Facebook	u	unknown	6	1	120	18	4	0
Pekka Shemeikka	Nokela Matti Juhani Philip	591986911282315	Facebook	u	unknown	1	1	120	24	2	0
Mia Tang	Mia Tang	358828094665364	Facebook	u	unknown	4	1	120	34	0	0
Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	u	unknown	4	1	120	24	1	0
Łukasz Kohut	KW Wiosna Roberta Biedronia 	1465965073732774	Facebook	u	unknown	1	1	120	24	0	0
Filip Hamro-Drotz	HAMRO-DROTZ DENNIS MIKAEL	2251922594829597	Facebook	u	unknown	4	1	119	14	6	0
Ældre Sagen	Ældre Sagen	126543540781090	Facebook	u	unknown	3	1	119	23	1	0
Andrea Vannucci per Firenze	Andrea Vannucci	547494135363560	Facebook	u	unknown	6	1	118	34	2	0
Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	u	unknown	2	1	117	51	1	0
Barbara Meyer-Gluche	B90/Grüne Saarbrücken	183342321839259	Facebook	u	unknown	5	1	116	29	3	0
Grüne Jugend Freiburg	Grüne Jugend Freiburg	258738124139670	Facebook	u	unknown	7	1	116	1	11	0
Málaga Ahora	Málaga Ahora	781552348595473	Facebook	u	unknown	4	1	116	23	2	0
Todos a una per L'Hospitalet	PSC Partit dels  Socialistes de Catalunya	946528468690932	Facebook	u	unknown	2	1	116	25	0	0
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	u	unknown	1	1	116	58	0	0
Κουρουμπλής Παναγιώτης/Kouroumplis Panagiotis	Panagiotis Kouroumplis	248244001876102	Facebook	u	unknown	1	1	115	23	0	0
Časopis Slovenec	Slovenska ljudska stranka (SLS)	240130223029252	Facebook	u	unknown	2	1	115	47	1	0
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	u	unknown	2	1	115	23	1	0
Paolo De Castro	Paolo De Castro	441907505922632	Facebook	u	unknown	3	1	114	22	0	0
West Midlands Green Party	West Midlands Green Party	216024651755822	Facebook	u	unknown	2	1	113	22	2	0
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	u	unknown	3	1	112	22	2	0
Dimitris Aslanidis	Dimitrios Aslanidis	617015765409839	Facebook	u	unknown	1	1	112	22	0	0
Dr. Lukács László György	Országgyűlés Hivatala Jobbik Frakció	490006464353222	Facebook	u	unknown	1	1	112	56	0	0
Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	u	unknown	4	1	111	22	2	0
Norbert Kaczmarczyk Poseł na Sejm RP	Kukiz'15 • Posłowie	814991668621838	Facebook	u	unknown	2	1	110	22	0	0
SMER - SD Košice II.	SMER - SD	322950438385690	Facebook	u	unknown	4	1	110	40	1	0
informo.bg	informo.bg	262524054082832	Facebook	u	unknown	1	1	110	55	0	0
Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	u	unknown	1	1	110	22	0	0
Alfred Sant	Alfred Sant	537789116260209	Facebook	u	unknown	5	1	109	21	2	0
Παναγιώτης Σεντώνας - Panayiotis Sentonas	Παναγιώτης Σεντώνας - Panayiotis Sentonas	436419753766608	Facebook	u	unknown	1	1	109	54	1	0
Uniarea	Uniarea	413110028708018	Facebook	u	unknown	3	1	109	26	0	0
FDP Friedrichshain-Kreuzberg	Lenhart Frank	173450889377945	Facebook	u	unknown	6	1	108	0	10	0
Cécile  Kyenge Kashetu	Cécile  Kyenge Kashetu	191585464317302	Facebook	u	unknown	5	1	108	26	0	0
Miljöpartiet de gröna i Skåne	Miljöpartiet de gröna i Skåne	187178991394420	Facebook	u	unknown	1	1	108	54	0	0
