recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	RO	Romania	1015	192	12408495	4847391	25519	5434
rd2	Last 2 days	2019-05-16	2019-05-17	RO	Romania	1192	212	27298297	10671801	54516	11634
rd3	Last 3 days	2019-05-15	2019-05-17	RO	Romania	1313	223	43148516	16994932	82127	17775
rd4	Last 4 days	2019-05-14	2019-05-17	RO	Romania	1483	232	62418438	24955987	117098	25384
rd5	Last 5 days	2019-05-13	2019-05-17	RO	Romania	1591	240	79843390	32144293	148586	32449
rd6	Last 6 days	2019-05-12	2019-05-17	RO	Romania	1676	247	92158933	37216783	169168	37216
rw1	Last week	2019-05-11	2019-05-17	RO	Romania	1825	256	105655041	42838977	191439	42442
rw2	Last 2 weeks	2019-05-04	2019-05-17	RO	Romania	2327	323	185286326	77269151	360054	83224
rw3	Last 3 weeks	2019-04-27	2019-05-17	RO	Romania	2777	396	226363806	95026325	440776	104193
rw4	Last 4 weeks	2019-04-20	2019-05-17	RO	Romania	3460	517	272987794	114862862	541277	127638
rm1	Last month	2019-04-18	2019-05-17	RO	Romania	3620	555	285398242	120049826	568531	133760
rm2	Last 2 months	2019-03-19	2019-05-17	RO	Romania	5676	1103	351472278	146209040	720106	161268
rm3	Last 3 months	2019-02-17	2019-05-17	RO	Romania	6254	1226	364388067	151017037	749340	165673
rm6	Last 6 months	2019-01-01	2019-05-17	RO	Romania	6516	1267	370661382	153460908	758940	167539
