recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	NL	Netherlands	837	159	2190165	877603	16644	2713
rd2	Last 2 days	2019-05-14	2019-05-15	NL	Netherlands	883	171	4991161	2012113	36853	6245
rd3	Last 3 days	2019-05-13	2019-05-15	NL	Netherlands	965	183	7864929	3221359	55520	10072
rd4	Last 4 days	2019-05-12	2019-05-15	NL	Netherlands	1003	193	10215235	4209347	71286	13341
rd5	Last 5 days	2019-05-11	2019-05-15	NL	Netherlands	1091	203	12541059	5179771	88330	16742
rd6	Last 6 days	2019-05-10	2019-05-15	NL	Netherlands	1157	213	15123389	6227477	107467	20409
rw1	Last week	2019-05-09	2019-05-15	NL	Netherlands	1232	224	19684234	8138451	146125	28501
rw2	Last 2 weeks	2019-05-02	2019-05-15	NL	Netherlands	1619	312	35090838	14618412	270660	56130
rw3	Last 3 weeks	2019-04-25	2019-05-15	NL	Netherlands	2137	404	41197280	17031567	321520	67192
rw4	Last 4 weeks	2019-04-18	2019-05-15	NL	Netherlands	2516	508	46902270	19309055	356659	73954
rm1	Last month	2019-04-16	2019-05-15	NL	Netherlands	2739	538	55306865	22572498	428641	87398
rm2	Last 2 months	2019-03-17	2019-05-15	NL	Netherlands	5114	1276	91675567	36436084	762827	147616
rm3	Last 3 months	2019-02-15	2019-05-15	NL	Netherlands	6119	1447	109821650	43483012	905969	172325
rm6	Last 6 months	2019-01-01	2019-05-15	NL	Netherlands	6456	1505	116474013	45999261	952763	181894
