gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	BG	Bulgaria	2237	642	8719912	3431756	32491	4341
m	male	BG	Bulgaria	2086	630	11516718	4493347	39780	5957
u	unknown	BG	Bulgaria	1925	587	84311	32378	375	65
