advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPD	SPD	47930567748	Facebook	55_64	55-64	DE	Germany	6659	1	6305657	1610334	161104	7056
FDP	FDP	21289227249	Facebook	55_64	55-64	DE	Germany	2226	1	3384509	1018372	31848	2210
CDU	CDU	78502295414	Facebook	55_64	55-64	DE	Germany	3169	1	2319541	565251	23421	513
European Parliament		178362315106	Facebook	55_64	55-64	DE	Germany	93	1	1371012	618832	11955	3494
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	55_64	55-64	DE	Germany	405	1	1116420	386563	11306	1780
Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	55_64	55-64	DE	Germany	646	1	902189	190392	16983	391
DIE LINKE	DIE LINKE	47694585682	Facebook	55_64	55-64	DE	Germany	275	1	892252	297942	5023	418
Campact e.V.	Campact e.V.	82734241364	Facebook	55_64	55-64	DE	Germany	41	1	866815	374963	6280	1371
MDM Deutsche Münze		126866220711392	Facebook	55_64	55-64	DE	Germany	46	1	746483	291539	2231	315
Grüner Fisher Investments	Grüner Fisher Investments	138832469593845	Facebook	55_64	55-64	DE	Germany	226	1	735602	216604	29656	6494
Katarina Barley	SPD	1522202731410785	Facebook	55_64	55-64	DE	Germany	412	1	679916	164055	6577	187
Greenpeace Deutschland		22541752487	Facebook	55_64	55-64	DE	Germany	337	1	649669	217627	5681	761
Covestro		150793518281117	Facebook	55_64	55-64	DE	Germany	15	1	609365	269640	1074	338
SPD-Bundestagsfraktion	SPD-Bundestagsfraktion	144380008933707	Facebook	55_64	55-64	DE	Germany	67	1	585598	130691	2690	197
Danke, Freihandel.	VDMA	226651401514704	Facebook	55_64	55-64	DE	Germany	252	1	379000	91260	5142	369
Bundesregierung		768905426534529	Facebook	55_64	55-64	DE	Germany	5	1	372225	160969	3117	623
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	55_64	55-64	DE	Germany	6	1	326372	133638	585	245
Privatinvestor Politik Spezial		414014872673187	Facebook	55_64	55-64	DE	Germany	10	1	308392	130710	1325	495
Volt Deutschland	Volt Deutschland	134209407129787	Facebook	55_64	55-64	DE	Germany	574	1	292262	44095	14483	6
Entega		198244400189055	Facebook	55_64	55-64	DE	Germany	121	1	288004	91086	4912	1054
Kinder in Gefahr - DVCK e.V.		556019341220640	Facebook	55_64	55-64	DE	Germany	3	1	236093	91406	1529	368
AfD	AfD	540404695989874	Facebook	55_64	55-64	DE	Germany	15	1	231431	92068	1517	442
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	55_64	55-64	DE	Germany	52	1	224422	76226	970	83
CDU CSU Europa	CDU/CSU-Gruppe in der EVP-Fraktion im Europäischen Parlament	1790920000965539	Facebook	55_64	55-64	DE	Germany	72	1	218219	74615	1861	238
Siedler Verlag		545921772214198	Facebook	55_64	55-64	DE	Germany	3	1	203328	78474	366	68
