gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	IT	Italy	17142	4780	199663371	73346480	1043660	116929
m	male	IT	Italy	16580	4687	231022975	82958616	1197117	121914
u	unknown	IT	Italy	14241	4258	1263270	459334	6986	812
