advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	100_1k	100 - 1k	DK	Denmark	61	1	3964045	1455618	30622	7682
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	100_1k	100 - 1k	DK	Denmark	47	1	2228662	627171	29325	7435
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	100_1k	100 - 1k	DK	Denmark	40	1	1959482	591341	21193	5778
Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	100_1k	100 - 1k	DK	Denmark	13	1	1064530	499017	5636	1413
Enhedslisten	Enhedslisten	223040066022	Facebook	100_1k	100 - 1k	DK	Denmark	26	1	989169	272686	8906	2445
SF	SF	74796954245	Facebook	100_1k	100 - 1k	DK	Denmark	23	1	911483	184038	10068	2223
European Parliament	European Parliament	178362315106	Facebook	100_1k	100 - 1k	DK	Denmark	7	1	899922	419971	5992	2699
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	100_1k	100 - 1k	DK	Denmark	19	1	858894	255788	10519	2850
Margrete Auken	SF	36730930417	Facebook	100_1k	100 - 1k	DK	Denmark	21	1	851386	173757	10505	2241
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	100_1k	100 - 1k	DK	Denmark	6	1	668427	334216	3804	1099
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	100_1k	100 - 1k	DK	Denmark	14	1	533198	141856	5227	1208
Pia Olsen Dyhr	SF	49348971479	Facebook	100_1k	100 - 1k	DK	Denmark	18	1	508337	111146	6024	1607
Tommy Ahlers	Ahlers Tommy	2121857298076689	Facebook	100_1k	100 - 1k	DK	Denmark	12	1	490551	101589	6256	1321
Mai Mercado	Mai Mercado	397094903687472	Facebook	100_1k	100 - 1k	DK	Denmark	13	1	473167	101589	6334	1360
Zenia Stampe	Zenia Stampe	127344360615074	Facebook	100_1k	100 - 1k	DK	Denmark	14	1	463715	133175	5228	1208
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	100_1k	100 - 1k	DK	Denmark	10	1	461058	149216	5785	1687
Mette Abildgaard	Mette Abildgaard	309867232515766	Facebook	100_1k	100 - 1k	DK	Denmark	12	1	454293	126075	4481	1036
Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	100_1k	100 - 1k	DK	Denmark	11	1	448499	123178	4403	997
Mona Juul	Mona Juul	2079067062409423	Facebook	100_1k	100 - 1k	DK	Denmark	13	1	365882	81870	3966	979
Bergur Larsson Løkke Rasmussen	Bergur Løkke Rasmussen	141378109375840	Facebook	100_1k	100 - 1k	DK	Denmark	11	1	365270	92642	4889	1240
Nikolaj Bøgh	Nikolaj Bøgh	674034729594774	Facebook	100_1k	100 - 1k	DK	Denmark	6	1	363735	164486	2240	518
Zetland	Zetland	341299649231023	Facebook	100_1k	100 - 1k	DK	Denmark	5	1	347456	111600	1465	532
BUPL	BUPL	359674067377201	Facebook	100_1k	100 - 1k	DK	Denmark	7	1	347374	107373	4368	1381
Niels Flemming Hansen	Hansen Niels Flemming Schultz	177609692660255	Facebook	100_1k	100 - 1k	DK	Denmark	9	1	325782	72896	5432	1109
Sophie Løhde	Sophie Løhde	699619700116377	Facebook	100_1k	100 - 1k	DK	Denmark	12	1	323736	103429	2113	655
