advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	rw3	Last 3 weeks	108	1	318529414	31852941	854683	15897
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	rw3	Last 3 weeks	191	1	315026254	31457894	508759	11033
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	rw3	Last 3 weeks	39	1	285145448	28514544	866956	14615
Future Innovation SRL		AR474748779908562944	Google	rw3	Last 3 weeks	50	1	237585267	23758526	556336	10152
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	rw3	Last 3 weeks	93	1	151760837	15144413	594266	27713
AMERISOFT SRL		AR573801583431647232	Google	rw3	Last 3 weeks	137	1	148122325	14797439	73316	2005
CDU Christlich Demokratische Union		AR68737343799951360	Google	rw3	Last 3 weeks	11731	1	131226904	2217500	791584	26137
Partidul Pro Romania		AR116025139887341568	Google	rw3	Last 3 weeks	181	1	110530000	10969999	207200	5050
SOCIALDEMOKRATIET		AR271193993235136512	Google	rw3	Last 3 weeks	164	1	94969999	9470000	1420549	26850
European Parliament	European Parliament	178362315106	Facebook	rw3	Last 3 weeks	423	1	90001576	40438000	498376	114099
Det Konservative Folkeparti		AR40969452518375424	Google	rw3	Last 3 weeks	359	1	86390000	8320000	372599	8300
Sloboda a Solidarita		AR242125929453715456	Google	rw3	Last 3 weeks	578	1	75440000	7139999	189649	6550
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	rw3	Last 3 weeks	31	1	74830000	7479999	67299	1650
NEA DEMOKRATIA		AR351183464155840512	Google	rw3	Last 3 weeks	52	1	66489999	6640000	373699	7299
European Parliament		AR345426421272805376	Google	rw3	Last 3 weeks	338	1	64850000	6370000	884950	20100
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	rw3	Last 3 weeks	54	1	62010000	6170000	222700	4650
Freiheitliche Partei Österreich		AR333020356698701824	Google	rw3	Last 3 weeks	48	1	59700979	5961931	358648	6263
Open Vld		AR369049153717665792	Google	rw3	Last 3 weeks	773	1	55634523	5079880	274877	9352
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	rw3	Last 3 weeks	85	1	54552456	5439767	278009	5638
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	rw3	Last 3 weeks	478	1	53465916	5070249	76348	3213
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	rw3	Last 3 weeks	45	1	50691985	5055882	31471	964
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	rw3	Last 3 weeks	2512	1	50542451	3101833	151892	2408
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rw3	Last 3 weeks	5721	1	50215279	13849000	692179	35499
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	rw3	Last 3 weeks	958	1	47858561	3966666	426832	7519
Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	rw3	Last 3 weeks	248	1	47480000	4600000	51349	1499
