advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	rd3	Last 3 days	203	1	35193696	15790800	216461	49189
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd3	Last 3 days	3678	1	33690518	9861199	394563	26126
CDU	CDU	78502295414	Facebook	rd3	Last 3 days	5898	1	15891382	3322809	553220	2285
European Greens	European Greens	141366725876424	Facebook	rd3	Last 3 days	65	1	12148623	5410166	104223	26233
Fidesz	Fidesz	9844779306	Facebook	rd3	Last 3 days	69	1	9913938	4373500	63928	27994
European Commission	European Commission	107898832590939	Facebook	rd3	Last 3 days	73	1	9791509	4598000	34775	9039
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	rd3	Last 3 days	59	1	8944462	3952499	55834	13400
FDP	FDP	21289227249	Facebook	rd3	Last 3 days	1858	1	8919482	2680194	104022	4843
SPD	SPD	47930567748	Facebook	rd3	Last 3 days	1895	1	8225447	1883999	207847	5066
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd3	Last 3 days	17	1	7494985	3630000	73736	25100
Open Vld	Open Vld	53668151866	Facebook	rd3	Last 3 days	90	1	6470641	2706738	72297	17112
DIE LINKE	DIE LINKE	47694585682	Facebook	rd3	Last 3 days	605	1	6412457	1742803	60346	1284
Moderaterna	Moderaterna	7719591155	Facebook	rd3	Last 3 days	120	1	6327349	2500346	98871	24896
Avaaz	Avaaz	8340223883	Facebook	rd3	Last 3 days	119	1	5749301	2428761	39297	8740
CD&V	CD&V	52997544531	Facebook	rd3	Last 3 days	124	1	5479286	2121423	49716	9641
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	rd3	Last 3 days	48	1	4961456	2114250	65437	20308
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rd3	Last 3 days	76	1	4847412	2091085	16062	6946
MoVimento 5 Stelle	MoVimento 5 Stelle	174457180812	Facebook	rd3	Last 3 days	19	1	4781621	2293571	23705	5083
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	rd3	Last 3 days	372	1	4666250	1702569	107098	23707
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rd3	Last 3 days	28	1	4476789	1943288	67844	21944
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rd3	Last 3 days	27	1	4454031	1971261	76891	17989
Sebastian Kurz	Volkspartei	105151752909840	Facebook	rd3	Last 3 days	20	1	4424980	1999999	45030	9850
Harald Vilimsky	FPÖ	547597092025909	Facebook	rd3	Last 3 days	34	1	4285016	1887016	43919	9376
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	rd3	Last 3 days	32	1	4249927	1800496	8156	2148
Ciudadanos	Ciudadanos	74078667754	Facebook	rd3	Last 3 days	146	1	4237103	1718500	51336	11706
