advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	rw4	Last 4 weeks	111	1	394286216	39428621	985471	18424
Future Innovation SRL		AR474748779908562944	Google	rw4	Last 4 weeks	71	1	382914521	38290916	857317	15369
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	rw4	Last 4 weeks	191	1	316640000	31610000	518000	11250
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	rw4	Last 4 weeks	49	1	304843488	30480348	1057101	17906
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	rw4	Last 4 weeks	94	1	214946312	21452019	812127	40824
AMERISOFT SRL		AR573801583431647232	Google	rw4	Last 4 weeks	156	1	206172245	20592029	78936	2375
CDU Christlich Demokratische Union		AR68737343799951360	Google	rw4	Last 4 weeks	11871	1	145169999	2940000	907199	34850
Partidul Pro Romania		AR116025139887341568	Google	rw4	Last 4 weeks	181	1	110530000	10969999	207200	5050
SOCIALDEMOKRATIET		AR271193993235136512	Google	rw4	Last 4 weeks	164	1	94969999	9470000	1420549	26850
European Parliament	European Parliament	178362315106	Facebook	rw4	Last 4 weeks	423	1	90001576	40438000	498376	114099
Det Konservative Folkeparti		AR40969452518375424	Google	rw4	Last 4 weeks	359	1	86390000	8320000	372599	8300
Freiheitliche Partei Österreich		AR333020356698701824	Google	rw4	Last 4 weeks	54	1	84985144	8486248	526650	21649
Sloboda a Solidarita		AR242125929453715456	Google	rw4	Last 4 weeks	578	1	75440000	7139999	189649	6550
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	rw4	Last 4 weeks	31	1	74830000	7479999	67299	1650
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	rw4	Last 4 weeks	155	1	72181333	7144666	45046	1373
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	rw4	Last 4 weeks	109	1	69983194	6974651	340387	7157
NEA DEMOKRATIA		AR351183464155840512	Google	rw4	Last 4 weeks	52	1	66489999	6640000	373699	7299
European Parliament		AR345426421272805376	Google	rw4	Last 4 weeks	338	1	64850000	6370000	884950	20100
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	rw4	Last 4 weeks	2626	1	63871749	3968749	181233	2787
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	rw4	Last 4 weeks	54	1	62010000	6170000	222700	4650
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	rw4	Last 4 weeks	491	1	60439999	5740000	81049	3450
Open Vld		AR369049153717665792	Google	rw4	Last 4 weeks	773	1	57582499	5271250	277206	9540
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rw4	Last 4 weeks	5721	1	50215279	13849000	692179	35499
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	rw4	Last 4 weeks	962	1	49841818	4117727	449599	7893
Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	rw4	Last 4 weeks	248	1	47480000	4600000	51349	1499
