advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	rm1	Last month	111	1	408811689	40881168	1017601	19004
Future Innovation SRL		AR474748779908562944	Google	rm1	Last month	71	1	404078485	40406777	886687	15935
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	rm1	Last month	233	1	357451666	35684166	589487	13133
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	rm1	Last month	49	1	307487674	30744767	1070182	18124
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	rm1	Last month	94	1	230139060	22967828	862097	44364
AMERISOFT SRL		AR573801583431647232	Google	rm1	Last month	156	1	219371294	21909198	80169	2450
CDU Christlich Demokratische Union		AR68737343799951360	Google	rm1	Last month	11871	1	145169999	2940000	907199	34850
Partidul Pro Romania		AR116025139887341568	Google	rm1	Last month	181	1	110530000	10969999	207200	5050
SOCIALDEMOKRATIET		AR271193993235136512	Google	rm1	Last month	164	1	94969999	9470000	1420549	26850
Freiheitliche Partei Österreich		AR333020356698701824	Google	rm1	Last month	54	1	94209192	9407481	590742	31063
European Parliament	European Parliament	178362315106	Facebook	rm1	Last month	423	1	90001576	40438000	498376	114099
Det Konservative Folkeparti		AR40969452518375424	Google	rm1	Last month	359	1	86390000	8320000	372599	8300
Sloboda a Solidarita		AR242125929453715456	Google	rm1	Last month	578	1	75440000	7139999	189649	6550
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	rm1	Last month	31	1	74830000	7479999	67299	1650
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	rm1	Last month	155	1	73915555	7315555	45777	1400
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	rm1	Last month	111	1	72542929	7227475	354278	7419
NEA DEMOKRATIA		AR351183464155840512	Google	rm1	Last month	52	1	66489999	6640000	373699	7299
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	rm1	Last month	2626	1	65319166	4109583	182620	2895
European Parliament		AR345426421272805376	Google	rm1	Last month	338	1	64850000	6370000	884950	20100
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	rm1	Last month	54	1	62010000	6170000	222700	4650
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	rm1	Last month	493	1	60519999	5748000	81269	3470
Open Vld		AR369049153717665792	Google	rm1	Last month	773	1	57707499	5283750	277268	9546
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rm1	Last month	5721	1	50215279	13849000	692179	35499
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	rm1	Last month	962	1	50030000	4129999	450049	7900
Popolari per l'Italia		AR406403961759727616	Google	rm1	Last month	7	1	50019999	5000000	91100	1600
