advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	rw2	Last 2 weeks	161	1	269105812	26879125	378503	8531
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	rw2	Last 2 weeks	106	1	212407415	21240741	638106	11769
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	rw2	Last 2 weeks	36	1	164416759	16441675	596575	10109
Future Innovation SRL		AR474748779908562944	Google	rw2	Last 2 weeks	44	1	121871322	12187132	308224	5754
Partidul Pro Romania		AR116025139887341568	Google	rw2	Last 2 weeks	181	1	110530000	10969999	207200	5050
European Parliament	European Parliament	178362315106	Facebook	rw2	Last 2 weeks	423	1	90001576	40438000	498376	114099
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	rw2	Last 2 weeks	87	1	80968331	8080700	332006	13826
CDU Christlich Demokratische Union		AR68737343799951360	Google	rw2	Last 2 weeks	6891	1	69360000	50000	344550	0
AMERISOFT SRL		AR573801583431647232	Google	rw2	Last 2 weeks	78	1	65636291	6560041	40760	1055
European Parliament		AR345426421272805376	Google	rw2	Last 2 weeks	338	1	64850000	6370000	884950	20100
SOCIALDEMOKRATIET		AR271193993235136512	Google	rw2	Last 2 weeks	131	1	58366346	5824096	742407	14658
Sloboda a Solidarita		AR242125929453715456	Google	rw2	Last 2 weeks	538	1	57704101	5438910	151319	5184
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	rw2	Last 2 weeks	52	1	55690000	5542500	200143	4231
NEA DEMOKRATIA		AR351183464155840512	Google	rw2	Last 2 weeks	49	1	51301428	5122142	331239	6541
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rw2	Last 2 weeks	5721	1	50215279	13849000	692179	35499
Det Konservative Folkeparti		AR40969452518375424	Google	rw2	Last 2 weeks	351	1	47241055	4527179	198213	4619
Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	rw2	Last 2 weeks	247	1	44240138	4277361	42169	1343
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	rw2	Last 2 weeks	31	1	43642500	4362500	39254	962
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	rw2	Last 2 weeks	958	1	43583754	3646590	376187	6644
CDU	CDU	78502295414	Facebook	rw2	Last 2 weeks	14114	1	43134886	9362999	1416886	3999
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	rw2	Last 2 weeks	83	1	40387759	4027576	172810	3710
European Commission	European Commission	107898832590939	Facebook	rw2	Last 2 weeks	93	1	36620907	17045000	117607	30100
Freiheitliche Partei Österreich		AR333020356698701824	Google	rw2	Last 2 weeks	35	1	35849262	3580864	210166	3651
SPOLU - občianska demokracia		AR194838133366325248	Google	rw2	Last 2 weeks	111	1	35017111	3435000	221340	4288
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	rw2	Last 2 weeks	2416	1	34973100	2275391	108281	1848
