advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Europäisches Parlament - Verbindungsbüro in Deutschland		294494163510	Facebook	d038	2019-02-07	DE	Germany	2	1	49898	19949	198	33
Kialo		729627343834501	Facebook	d038	2019-02-07	DE	Germany	3	1	18303	9151	289	57
Klang der Solidarität		385076005313967	Facebook	d038	2019-02-07	DE	Germany	12	1	17658	6924	31	2
Covestro		150793518281117	Facebook	d038	2019-02-07	DE	Germany	3	1	14764	6233	39	19
FDP	FDP	21289227249	Facebook	d038	2019-02-07	DE	Germany	5	1	12487	2498	247	0
Elbers Hof		145664535604537	Facebook	d038	2019-02-07	DE	Germany	2	1	9998	2000	198	0
Micha Heitkamp		198425127523206	Facebook	d038	2019-02-07	DE	Germany	3	1	7769	1538	22	0
UNO-Flüchtlingshilfe		236934790401	Facebook	d038	2019-02-07	DE	Germany	1	1	6577	2631	65	13
Laut gegen Nazis		53848679944	Facebook	d038	2019-02-07	DE	Germany	1	1	6249	1250	12	0
Kinder in Gefahr - DVCK e.V.		556019341220640	Facebook	d038	2019-02-07	DE	Germany	1	1	6024	2409	60	12
UDO VOIGT für Deutschland in Europa		598011190253742	Facebook	d038	2019-02-07	DE	Germany	6	1	5453	2215	70	0
medisim - Institut für medizinische Fortbildung		264857807671	Facebook	d038	2019-02-07	DE	Germany	7	1	4535	1060	46	6
SOS-Kinderdörfer weltweit		56497026719	Facebook	d038	2019-02-07	DE	Germany	26	1	4214	1491	43	5
Kapaw		111538706006545	Facebook	d038	2019-02-07	DE	Germany	2	1	3975	1823	60	0
Rechtsanwalt Tim Eller - Kanzlei im Glockenbachviertel		322681887745126	Facebook	d038	2019-02-07	DE	Germany	2	1	3713	719	18	0
Johann Gudenus		104145976305577	Facebook	d038	2019-02-07	DE	Germany	1	1	3448	1724	17	3
Monda Magazin		131297520876949	Facebook	d038	2019-02-07	DE	Germany	2	1	3443	1438	34	1
Knut Fleckenstein		194900680538033	Facebook	d038	2019-02-07	DE	Germany	3	1	3166	1083	66	0
e.on		511324618972373	Facebook	d038	2019-02-07	DE	Germany	1	1	3127	1250	3	0
SPD Willich		153280254743848	Facebook	d038	2019-02-07	DE	Germany	1	1	2499	1250	24	0
Andreas von Brühl		227743204230314	Facebook	d038	2019-02-07	DE	Germany	3	1	2172	501	9	0
iranwire.com ایران وایر		214009095412166	Facebook	d038	2019-02-07	DE	Germany	1	1	2136	1068	1	0
Assistance au Financement Humanitaire		2057244924390350	Facebook	d038	2019-02-07	DE	Germany	1	1	1793	358	31	0
FDP Stadt- & Raumschaftsverband Tuttlingen		230992453772308	Facebook	d038	2019-02-07	DE	Germany	1	1	1666	333	33	0
KYOCERA Document Solutions Deutschland		122555167800300	Facebook	d038	2019-02-07	DE	Germany	2	1	1666	666	11	2
TIDAL		898781006883472	Facebook	d038	2019-02-07	DE	Germany	1	1	1582	791	3	0
Phil Hackemann		234193444126795	Facebook	d038	2019-02-07	DE	Germany	2	1	1496	249	49	0
Nicola Beer		206866712830769	Facebook	d038	2019-02-07	DE	Germany	7	1	1418	338	8	0
Marc Depner - Kandidat Gemeinderatswahl Remseck 2019		2244344722473767	Facebook	d038	2019-02-07	DE	Germany	2	1	1374	625	24	0
PatriotPetition		1797199423925858	Facebook	d038	2019-02-07	DE	Germany	1	1	1365	273	27	0
HAMBURG ENERGIE		328102567311712	Facebook	d038	2019-02-07	DE	Germany	1	1	1086	217	10	2
MarketsCube		294693984421347	Facebook	d038	2019-02-07	DE	Germany	1	1	998	0	88	0
innogy		1204092086289007	Facebook	d038	2019-02-07	DE	Germany	1	1	735	367	3	0
BWI IT für Deutschland		538854232962939	Facebook	d038	2019-02-07	DE	Germany	10	1	722	115	25	0
AfD Fraktion Sachsen		706758859393635	Facebook	d038	2019-02-07	DE	Germany	1	1	624	125	12	0
Bürgerstiftung Köln		248563485299572	Facebook	d038	2019-02-07	DE	Germany	1	1	624	125	12	0
Grüne KV Günzburg		538234656217003	Facebook	d038	2019-02-07	DE	Germany	1	1	526	263	4	0
Grün-Links Ingolstadt GLI		1781036395532301	Facebook	d038	2019-02-07	DE	Germany	1	1	499	0	49	0
No Hate Speech Movement Deutschland		1125370670830982	Facebook	d038	2019-02-07	DE	Germany	1	1	489	97	4	0
Martin Buschmann - Spitzenkandidat der Partei Mensch Umwelt Tierschutz		213424936193223	Facebook	d038	2019-02-07	DE	Germany	1	1	454	90	9	0
Heat Transfer and Process Design - HTPD		597966063690715	Facebook	d038	2019-02-07	DE	Germany	1	1	454	90	9	0
Paralympics Zeitung		523752950988596	Facebook	d038	2019-02-07	DE	Germany	1	1	399	80	3	0
BDI - Bundesverband der Deutschen Industrie	BDI - Bundesverband der Deutschen Industrie	186206440652	Facebook	d038	2019-02-07	DE	Germany	2	1	366	73	7	0
Büro NRW der Friedrich-Naumann-Stiftung für die Freiheit		176643569026352	Facebook	d038	2019-02-07	DE	Germany	1	1	357	71	7	0
FDP Mannheim		305854176191521	Facebook	d038	2019-02-07	DE	Germany	1	1	333	0	33	0
DeLano Original		429304140891175	Facebook	d038	2019-02-07	DE	Germany	1	1	333	0	33	0
Charles Goerens		441313569220539	Facebook	d038	2019-02-07	DE	Germany	2	1	262	127	2	0
Osiris - Verlag		191608214511317	Facebook	d038	2019-02-07	DE	Germany	1	1	259	51	5	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	d038	2019-02-07	DE	Germany	2	1	253	50	0	0
boat people projekt		288170371226562	Facebook	d038	2019-02-07	DE	Germany	1	1	208	104	2	0
CDU Barmstedt		2300520036843615	Facebook	d038	2019-02-07	DE	Germany	1	1	166	0	16	0
Ungehindert		165953217172832	Facebook	d038	2019-02-07	DE	Germany	1	1	153	76	1	0
Le Monde		14892757589	Facebook	d038	2019-02-07	DE	Germany	6	1	93	37	0	0
Andreas Schieder	SPÖ	290881691011354	Facebook	d038	2019-02-07	DE	Germany	3	1	90	16	1	0
Inger Staahl Jensen i Europa-Parlamentet		586553418054920	Facebook	d038	2019-02-07	DE	Germany	2	1	78	0	1	0
existenzgruenderinfo.de		146186898763995	Facebook	d038	2019-02-07	DE	Germany	1	1	69	13	1	0
Petition For A New Nobel Prize For The Fight Against Climate Change	Helene Costa - Petition For A New Nobel Prize For the Fight Against Climate Change	2412593152099304	Facebook	d038	2019-02-07	DE	Germany	13	1	60	10	1	0
BrainChange Old School		331841680922611	Facebook	d038	2019-02-07	DE	Germany	2	1	56	9	1	0
FT Content Solutions		1220981994590364	Facebook	d038	2019-02-07	DE	Germany	6	1	46	10	0	0
Soviet Visuals		1160495674016675	Facebook	d038	2019-02-07	DE	Germany	6	1	31	5	0	0
NUNYO & COMPANY	Nunyo Demasio	221364705166573	Facebook	d038	2019-02-07	DE	Germany	1	1	31	15	0	0
FT Transact		643057169228509	Facebook	d038	2019-02-07	DE	Germany	1	1	29	14	0	0
AnarViolin		811250055615939	Facebook	d038	2019-02-07	DE	Germany	1	1	27	5	0	0
Maroš Šefčovič		245361515516655	Facebook	d038	2019-02-07	DE	Germany	2	1	23	4	0	0
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	d038	2019-02-07	DE	Germany	1	1	23	11	0	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d038	2019-02-07	DE	Germany	1	1	16	8	0	0
Columbia University in the City of New York		102471088936	Facebook	d038	2019-02-07	DE	Germany	2	1	15	6	0	0
Reform Judaism in Israel		118714234854754	Facebook	d038	2019-02-07	DE	Germany	1	1	11	6	0	0
EIT InnoEnergy		344038838945608	Facebook	d038	2019-02-07	DE	Germany	3	1	9	4	0	0
شباب توك - DW		1643141409322787	Facebook	d038	2019-02-07	DE	Germany	2	1	9	0	0	0
