day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d136	2019-05-16	DE	Germany	7292	680	15849133	4982808	186133	11022
d135	2019-05-15	DE	Germany	7680	734	17831738	5526857	219590	13869
d134	2019-05-14	DE	Germany	6947	747	19392749	6003242	194261	16395
d133	2019-05-13	DE	Germany	6952	726	17115594	5140565	229055	15266
d132	2019-05-12	DE	Germany	5150	705	10563868	3485285	96023	10594
d131	2019-05-11	DE	Germany	5259	722	10024831	3208193	95263	9698
d130	2019-05-10	DE	Germany	5136	743	11781025	3717813	107907	10570
d129	2019-05-09	DE	Germany	8694	737	18076030	5081112	248366	11917
d128	2019-05-08	DE	Germany	7784	676	14511327	4002768	180908	7942
d127	2019-05-07	DE	Germany	7355	652	16552440	4487191	196768	9933
d126	2019-05-06	DE	Germany	6563	645	14770652	3960357	153696	14592
d125	2019-05-05	DE	Germany	6195	629	9601431	2657667	90013	5942
d124	2019-05-04	DE	Germany	6072	641	9664266	2728424	93646	6635
d123	2019-05-03	DE	Germany	6379	653	16081272	4925558	164037	20163
d122	2019-05-02	DE	Germany	7373	647	15782401	4116889	248790	10191
d121	2019-05-01	DE	Germany	2311	605	3511640	1193503	30237	3129
d120	2019-04-30	DE	Germany	3523	651	7340666	2022651	135001	4840
d119	2019-04-29	DE	Germany	2627	630	4481398	1304983	44832	3786
d118	2019-04-28	DE	Germany	2248	584	2520730	800707	25363	2718
d117	2019-04-27	DE	Germany	2324	608	2896735	868052	33596	2630
d116	2019-04-26	DE	Germany	2825	621	5845130	1753337	88749	5660
d115	2019-04-25	DE	Germany	2113	607	3573696	1022876	31868	2571
d114	2019-04-24	DE	Germany	2187	605	6901341	2155494	55809	3291
d113	2019-04-23	DE	Germany	2229	608	3091852	844843	56186	2484
d112	2019-04-22	DE	Germany	1924	603	1678494	547595	16904	1766
d111	2019-04-21	DE	Germany	1967	607	1840416	614334	18319	1992
d110	2019-04-20	DE	Germany	1963	643	2300256	790770	21438	2556
d109	2019-04-19	DE	Germany	2019	684	2153200	758968	22813	3025
d108	2019-04-18	DE	Germany	2472	735	4797595	1400137	70436	4185
d107	2019-04-17	DE	Germany	2551	763	3621459	1024341	68495	2380
