audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	IT	Italy	17731	4955	55387838	20514600	263409	29712
m45_54	male (45-54)	IT	Italy	17557	4811	49421349	17557718	276156	29135
m18_24	male (18-24)	IT	Italy	15519	4446	46645578	17506513	199664	20774
f55_64	female (55-64)	IT	Italy	16759	4643	44777393	16146951	263434	28555
m35_44	male (35-44)	IT	Italy	17971	4929	44518406	16064506	237267	25555
m55_64	male (55-64)	IT	Italy	16292	4572	42835766	15019816	243233	24601
f45_54	female (45-54)	IT	Italy	18094	4895	42510225	15405863	245018	28032
f25_34	female (25-34)	IT	Italy	18089	5014	38303381	14597912	176038	23340
f18_24	female (18-24)	IT	Italy	15795	4492	37201174	14215457	146370	16204
f35_44	female (35-44)	IT	Italy	18451	4995	33657190	12538134	181126	22264
f65_	female (65+)	IT	Italy	14824	4126	32321034	11493455	196542	20512
m65_	male (65+)	IT	Italy	14433	4084	31763211	11032921	187472	18769
f13_17	female (13-17)	IT	Italy	2042	756	3954057	1440125	13423	612
m13_17	male (13-17)	IT	Italy	2062	750	3902205	1414844	16661	706
u35_44	unknown (35-44)	IT	Italy	12741	3828	425703	156238	2378	284
u25_34	unknown (25-34)	IT	Italy	10973	3457	342407	128412	1681	220
u45_54	unknown (45-54)	IT	Italy	11657	3592	268819	97104	1608	187
u55_64	unknown (55-64)	IT	Italy	9262	2987	147489	52602	885	99
u65_	unknown (65+)	IT	Italy	8293	2760	140280	49635	827	94
u18_24	unknown (18-24)	IT	Italy	6910	2366	123845	45316	616	64
u13_17	unknown (13-17)	IT	Italy	974	444	15043	5343	65	2
