advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
RMDSZ	RMDSZ	102601499822802	Facebook	0_50	0 - 50	RO	Romania	200	1	3316186	789325	3306	37
European Parliament		178362315106	Facebook	0_50	0 - 50	RO	Romania	60	1	928333	276266	5396	0
Daniel Buda	Buda Daniel	220579784732993	Facebook	0_50	0 - 50	RO	Romania	41	1	870958	224999	852	0
ALDE Sector 6		428872677299268	Facebook	0_50	0 - 50	RO	Romania	57	1	687100	176147	912	11
Vincze Loránt	Vincze Loránt	675042232534141	Facebook	0_50	0 - 50	RO	Romania	37	1	677508	167881	1470	0
USR Vaslui	Uniunea Salvați România	526411640878009	Facebook	0_50	0 - 50	RO	Romania	38	1	601839	140774	705	3
Fratii Haiduc Music Events		686571504711148	Facebook	0_50	0 - 50	RO	Romania	18	1	529981	126999	374	0
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	0_50	0 - 50	RO	Romania	68	1	526522	161100	472	40
Kelemen Hunor	RMDSZ	175293925828191	Facebook	0_50	0 - 50	RO	Romania	36	1	513829	121035	526	9
România în primul rând	Future Innovation	770704223323599	Facebook	0_50	0 - 50	RO	Romania	55	1	499842	159759	375	33
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	0_50	0 - 50	RO	Romania	78	1	484438	138889	853	33
Greens/EFA in the European Parliament		150527751674751	Facebook	0_50	0 - 50	RO	Romania	20	1	463431	175065	501	0
USR Arad	Uniunea Salvați Romania	1210260295704425	Facebook	0_50	0 - 50	RO	Romania	23	1	427980	103805	324	6
Gregoriana Tudoran		1985293741779690	Facebook	0_50	0 - 50	RO	Romania	25	1	404553	118443	297	9
USR Sector 5	Uniunea Salvați România	1460571894265803	Facebook	0_50	0 - 50	RO	Romania	63	1	403246	97521	1190	5
Razvan Popa		128861244581738	Facebook	0_50	0 - 50	RO	Romania	45	1	392044	95757	611	14
Europarlamentar independent Cojocnean Stefan-Iulian		2280428812202738	Facebook	0_50	0 - 50	RO	Romania	13	1	386343	86177	253	0
PNL Bistrița-Năsăud		709900909075368	Facebook	0_50	0 - 50	RO	Romania	18	1	351534	75710	340	1
