country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PL	Poland	13_17	13-17	910	295	4102636	1480841	7505	855
PL	Poland	18_24	18-24	7076	1582	47729477	18304962	125340	26171
PL	Poland	25_34	25-34	8038	1753	41450016	16000734	121757	25147
PL	Poland	35_44	35-44	7985	1730	32914038	12086456	96918	19100
PL	Poland	45_54	45-54	7663	1645	21367812	7469537	65632	12229
PL	Poland	55_64	55-64	6814	1512	19617205	6437528	62938	10582
PL	Poland	65_	65+	5684	1315	12654135	4099141	40962	6783
