advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	w013	Week 13	RO	Romania	21	1	2712551	1273152	14061	2874
European Commission		107898832590939	Facebook	w013	Week 13	RO	Romania	7	1	950273	475137	2699	693
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	w013	Week 13	RO	Romania	4	1	602220	256081	713	255
Ionel Dancă		227578001357165	Facebook	w013	Week 13	RO	Romania	3	1	579973	215990	138	21
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	w013	Week 13	RO	Romania	12	1	356663	162275	445	203
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	w013	Week 13	RO	Romania	5	1	260907	113681	242	44
Fara Ipocriti		766417387050905	Facebook	w013	Week 13	RO	Romania	2	1	204997	100999	125	21
ALDE BACĂU - Partidul Alianța Liberalilor și Democraților	Partidul Alianța Liberalilor și Democraților - ALDE	535445976897124	Facebook	w013	Week 13	RO	Romania	4	1	179996	58500	309	57
Consiliul Județean Neamț		277175176075548	Facebook	w013	Week 13	RO	Romania	1	1	149999	75000	787	157
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	w013	Week 13	RO	Romania	2	1	109997	54999	125	21
Gregoriana Tudoran		1985293741779690	Facebook	w013	Week 13	RO	Romania	4	1	103351	37813	93	13
Silvia Dinică		1128229287275038	Facebook	w013	Week 13	RO	Romania	1	1	99999	50000	104	21
Claudiu Manda		199635566715473	Facebook	w013	Week 13	RO	Romania	1	1	99999	50000	209	105
Europarlamentar independent Cojocnean Stefan-Iulian		2280428812202738	Facebook	w013	Week 13	RO	Romania	3	1	86361	17272	35	0
undeunde.ro		2082223995356096	Facebook	w013	Week 13	RO	Romania	3	1	84580	16916	40	1
EU Environment		305608429284	Facebook	w013	Week 13	RO	Romania	2	1	79049	38811	387	76
Radio Europa Liberă România		2111208649120991	Facebook	w013	Week 13	RO	Romania	2	1	68749	32499	66	0
Mr.Gift		135152549917758	Facebook	w013	Week 13	RO	Romania	1	1	63634	31817	66	13
Rares Bogdan		204397909629079	Facebook	w013	Week 13	RO	Romania	3	1	59997	14999	125	21
Florin Remeţan		137259469989828	Facebook	w013	Week 13	RO	Romania	2	1	54544	10909	114	22
RMDSZ	RMDSZ	102601499822802	Facebook	w013	Week 13	RO	Romania	1	1	49998	9999	104	21
Falca Gheorghe		215405775174990	Facebook	w013	Week 13	RO	Romania	1	1	49998	10000	20	0
Stefan Radu Oprea		425051144215846	Facebook	w013	Week 13	RO	Romania	1	1	49998	9999	104	21
