gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	UK	United Kingdom	51486	5113	438011374	149985923	5517488	757578
m	male	UK	United Kingdom	50664	5027	444619097	151007717	5413880	722471
u	unknown	UK	United Kingdom	42451	4728	11898589	3999449	157326	21928
