advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Adrian Delia	Partit Nazzjonalista	1442808799090985	Facebook	rd1	Yesterday	MT	Malta	7	1	116997	33333	364	33
David Stellini	David Stellini	1911257335785088	Facebook	rd1	Yesterday	MT	Malta	6	1	57141	20428	427	82
European Parliament	European Parliament	178362315106	Facebook	rd1	Yesterday	MT	Malta	3	1	42664	8333	314	33
Francis Zammit Dimech	Francis Zammit Dimech	117406495021568	Facebook	rd1	Yesterday	MT	Malta	6	1	27173	5833	182	16
Malta Independent	Malta Independent	480288348662981	Facebook	rd1	Yesterday	MT	Malta	4	1	11664	3333	198	0
Sephora Cutajar	Sephora Cutajar	370176067131807	Facebook	rd1	Yesterday	MT	Malta	5	1	8997	1500	297	0
Romilda Baldacchino Zarb	Romilda Baldacchino Zarb	295310111175191	Facebook	rd1	Yesterday	MT	Malta	2	1	7916	2083	28	0
Ian Borg	Ian Borg	151496594943131	Facebook	rd1	Yesterday	MT	Malta	2	1	6428	1714	24	0
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	rd1	Yesterday	MT	Malta	5	1	5624	1725	91	0
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	rd1	Yesterday	MT	Malta	2	1	4582	1916	57	0
Josef Caruana	Josef Caruana	166617437361908	Facebook	rd1	Yesterday	MT	Malta	1	1	2499	1250	24	0
Common Sense	Peter Mercieca	144274229676499	Facebook	rd1	Yesterday	MT	Malta	1	1	1666	333	33	0
ALDE Party – Liberals and Democrats for Europe	ALDE Party – Liberals and Democrats for Europe	262681199589	Facebook	rd1	Yesterday	MT	Malta	1	1	1544	617	3	1
Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	rd1	Yesterday	MT	Malta	1	1	714	142	14	0
Europe Thinx		335839580440114	Facebook	rd1	Yesterday	MT	Malta	1	1	669	133	1	0
CRIF		395919323779707	Facebook	rd1	Yesterday	MT	Malta	1	1	360	180	1	0
Marion Parnis	Marion Parnis	123892568288417	Facebook	rd1	Yesterday	MT	Malta	1	1	249	0	24	0
Big News Buzz		125179374733697	Facebook	rd1	Yesterday	MT	Malta	1	1	197	98	0	0
Justice for Daphne Caruana Galizia		245601565462724	Facebook	rd1	Yesterday	MT	Malta	1	1	98	0	9	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd1	Yesterday	MT	Malta	1	1	34	17	0	0
Saaczech		1891172680926309	Facebook	rd1	Yesterday	MT	Malta	1	1	12	0	0	0
ITUC		20556338116	Facebook	rd1	Yesterday	MT	Malta	2	1	5	0	0	0
Eurozine		115579498521257	Facebook	rd1	Yesterday	MT	Malta	1	1	0	0	0	0
