country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
RO	Romania	w020	Week 20	2019-05-13	2019-05-13	679	153	8765217	3609961	14906	3220
RO	Romania	w019	Week 19	2019-05-06	2019-05-12	1291	238	87158442	37041387	171821	37656
RO	Romania	w018	Week 18	2019-04-29	2019-05-05	878	216	48133715	20967697	102039	26827
RO	Romania	w017	Week 17	2019-04-22	2019-04-28	998	277	45449114	19146961	84739	20676
RO	Romania	w016	Week 16	2019-04-15	2019-04-21	1056	333	43646444	18594423	88959	20668
RO	Romania	w015	Week 15	2019-04-08	2019-04-14	1081	394	15382197	6242529	36002	6738
RO	Romania	w014	Week 14	2019-04-01	2019-04-07	855	385	12995336	4997464	31906	5289
RO	Romania	w013	Week 13	2019-03-25	2019-03-31	586	277	8091268	3380489	25665	4949
RO	Romania	w012	Week 12	2019-03-18	2019-03-24	608	278	6630963	2134812	16366	2194
RO	Romania	w011	Week 11	2019-03-11	2019-03-17	363	180	3852792	1208578	8744	1060
RO	Romania	w010	Week 10	2019-03-04	2019-03-10	292	136	3643671	1540702	7320	1162
RO	Romania	w009	Week 9	2019-02-25	2019-03-03	147	74	2460421	1002360	7452	1415
RO	Romania	w008	Week 8	2019-02-18	2019-02-24	129	68	532057	182376	2007	256
RO	Romania	w007	Week 7	2019-02-11	2019-02-17	104	57	1951085	831553	2495	682
RO	Romania	w006	Week 6	2019-02-04	2019-02-10	94	42	1931455	775444	3603	658
RO	Romania	w005	Week 5	2019-01-28	2019-02-03	86	33	308458	81586	633	53
RO	Romania	w004	Week 4	2019-01-21	2019-01-27	68	30	273996	73366	547	73
RO	Romania	w003	Week 3	2019-01-14	2019-01-20	73	34	427173	151387	706	84
RO	Romania	w002	Week 2	2019-01-07	2019-01-13	59	33	484853	191858	630	96
RO	Romania	w001	Week 1	2019-01-01	2019-01-06	42	20	240706	93619	334	73
