advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	25_34	25-34	LV	Latvia	17	1	866721	364830	5761	1149
Valdis Dombrovskis		984665731564266	Facebook	25_34	25-34	LV	Latvia	37	1	380108	81141	1920	0
Roberts Zīle		508959865842254	Facebook	25_34	25-34	LV	Latvia	17	1	355709	152648	920	140
Eiropas Parlaments Latvijā	Eiropas Parlaments Latvijā	380325297593	Facebook	25_34	25-34	LV	Latvia	26	1	299375	104242	1944	225
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	25_34	25-34	LV	Latvia	8	1	199764	68396	833	124
Ijabs Ivars		345347539390006	Facebook	25_34	25-34	LV	Latvia	6	1	185541	80226	498	83
Kialo		729627343834501	Facebook	25_34	25-34	LV	Latvia	342	1	182589	73324	1168	286
Attīstībai / Par	partiju apvienība "Attīstībai/Par!"	634097313600056	Facebook	25_34	25-34	LV	Latvia	4	1	98177	32777	395	66
Ansis Pūpols		534110743707105	Facebook	25_34	25-34	LV	Latvia	6	1	87502	18253	227	0
Aleksejs Loskutovs		541229793055345	Facebook	25_34	25-34	LV	Latvia	21	1	76035	16343	327	11
Inese Ikstena Eiropas Parlamenta deputāta kandidāte		2214339072152669	Facebook	25_34	25-34	LV	Latvia	16	1	74177	18085	335	24
PROGRESĪVIE		184096511636333	Facebook	25_34	25-34	LV	Latvia	8	1	70631	25732	262	27
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	25_34	25-34	LV	Latvia	7	1	65523	20534	181	16
Eiropas Savienības māja	Eiropas Savienības māja	169709889752394	Facebook	25_34	25-34	LV	Latvia	1	1	53614	26807	53	0
Русский союз Латвии	Latvijas Krievu savienība	545693602214498	Facebook	25_34	25-34	LV	Latvia	3	1	51177	23995	162	30
Jānis Grasbergs	Jānis Grasbergs	329580341010027	Facebook	25_34	25-34	LV	Latvia	4	1	39945	8473	91	0
European Greens		141366725876424	Facebook	25_34	25-34	LV	Latvia	5	1	39544	11510	114	12
Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	25_34	25-34	LV	Latvia	5	1	39222	7844	77	0
Швеция		1001119573268082	Facebook	25_34	25-34	LV	Latvia	2	1	38418	18808	16	3
Andis Kudors	Jaunā konservatīvā partija	378991322688846	Facebook	25_34	25-34	LV	Latvia	4	1	37983	7596	379	75
LViedvesmo		1948718882070549	Facebook	25_34	25-34	LV	Latvia	2	1	23959	4792	47	0
Dmitrijs Golubevs	Dmitrijs Golubevs	603479506715383	Facebook	25_34	25-34	LV	Latvia	5	1	22612	4522	161	19
Krišjānis Feldmans	Jaunā konservatīvā partija	731540813660862	Facebook	25_34	25-34	LV	Latvia	3	1	22422	4967	95	0
Nacionālā apvienība		118130241644848	Facebook	25_34	25-34	LV	Latvia	1	1	19287	9644	96	19
Inese Vaidere	Vaidere Inese	779811265442970	Facebook	25_34	25-34	LV	Latvia	3	1	17329	4074	76	6
