advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	13_17	13-17	LV	Latvia	11	1	84489	27137	202	4
Greens/EFA in the European Parliament		150527751674751	Facebook	13_17	13-17	LV	Latvia	16	1	23648	10103	20	5
LViedvesmo		1948718882070549	Facebook	13_17	13-17	LV	Latvia	2	1	12827	2565	25	0
Eiropas Savienības māja	Eiropas Savienības māja	169709889752394	Facebook	13_17	13-17	LV	Latvia	1	1	9761	4880	9	0
Vides izglītības fonds (FEE Latvia)		347993745240304	Facebook	13_17	13-17	LV	Latvia	1	1	2327	1163	23	0
European Commission		107898832590939	Facebook	13_17	13-17	LV	Latvia	3	1	2307	1153	5	1
Wholesome Culture		1664959567149320	Facebook	13_17	13-17	LV	Latvia	4	1	2212	961	4	0
Roberts Zīle		508959865842254	Facebook	13_17	13-17	LV	Latvia	3	1	1794	358	3	0
European Youth		130456876990360	Facebook	13_17	13-17	LV	Latvia	1	1	1505	752	3	0
Raimonds Lejnieks - Puķe Eiropas Parlamenta deputāta kandidāts		1507452339567540	Facebook	13_17	13-17	LV	Latvia	2	1	1165	233	23	0
Give A Vote		2186129244970085	Facebook	13_17	13-17	LV	Latvia	1	1	810	324	0	0
Council of Europe - Directorate General Human Rights and Rule of Law		315160671967064	Facebook	13_17	13-17	LV	Latvia	8	1	728	313	3	0
Apollo.lv		158021020892930	Facebook	13_17	13-17	LV	Latvia	2	1	721	0	71	0
Huawei Europe		1709278142683543	Facebook	13_17	13-17	LV	Latvia	1	1	633	316	0	0
Wageningen University & Research		128618593840392	Facebook	13_17	13-17	LV	Latvia	1	1	561	112	1	0
Perseus Apparel		1112003955624720	Facebook	13_17	13-17	LV	Latvia	10	1	423	87	0	0
Tuunes		992176580926495	Facebook	13_17	13-17	LV	Latvia	5	1	409	99	1	0
On Your Sleeve	ON YOUR SLEEVE	247943179229148	Facebook	13_17	13-17	LV	Latvia	8	1	400	84	1	0
Council of the European Union		147547541961576	Facebook	13_17	13-17	LV	Latvia	3	1	380	188	1	0
Andrejs Elksniņš - Андрей Элксниньш		1921193498149435	Facebook	13_17	13-17	LV	Latvia	2	1	305	149	3	0
Latvian Institute of International Affairs		106505309437949	Facebook	13_17	13-17	LV	Latvia	1	1	288	144	2	0
Official: Uppsala Reggae Festival		754081171435181	Facebook	13_17	13-17	LV	Latvia	1	1	265	53	0	0
LIKE APP		272972103180159	Facebook	13_17	13-17	LV	Latvia	1	1	239	95	0	0
Стражи		310613372788542	Facebook	13_17	13-17	LV	Latvia	1	1	178	89	1	0
ITUC		20556338116	Facebook	13_17	13-17	LV	Latvia	1	1	169	84	0	0
Sacramento Kings		96222644025	Facebook	13_17	13-17	LV	Latvia	27	1	153	73	0	0
eToro		193863317737	Facebook	13_17	13-17	LV	Latvia	9	1	147	62	0	0
Armands Krauze		1404923176410685	Facebook	13_17	13-17	LV	Latvia	1	1	109	21	1	0
Your Everyday Korean		1446749008800347	Facebook	13_17	13-17	LV	Latvia	3	1	99	47	0	0
Get The Trolls Out		858018134275978	Facebook	13_17	13-17	LV	Latvia	1	1	83	41	0	0
Great		267772723892978	Facebook	13_17	13-17	LV	Latvia	1	1	78	39	0	0
Melba Culp		902971599738051	Facebook	13_17	13-17	LV	Latvia	17	1	68	26	0	0
Animal Matters	Animal Matters	1439364926329185	Facebook	13_17	13-17	LV	Latvia	5	1	65	23	0	0
Mark Laguë Fine Art		292045894985614	Facebook	13_17	13-17	LV	Latvia	1	1	64	12	0	0
Break The Machine Ltd		455248978191768	Facebook	13_17	13-17	LV	Latvia	1	1	60	30	0	0
Stagg Music (official)		166644226724554	Facebook	13_17	13-17	LV	Latvia	1	1	59	29	0	0
ScribersHive		722350287934296	Facebook	13_17	13-17	LV	Latvia	1	1	58	29	0	0
The big capitalist game		2034988140101939	Facebook	13_17	13-17	LV	Latvia	6	1	54	10	0	0
Bachelorstudies		1708652259455306	Facebook	13_17	13-17	LV	Latvia	2	1	40	0	0	0
Students'Hub		222957571664804	Facebook	13_17	13-17	LV	Latvia	1	1	38	0	0	0
Diem25.official		1556873704634276	Facebook	13_17	13-17	LV	Latvia	1	1	34	6	0	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	13_17	13-17	LV	Latvia	2	1	31	10	0	0
TBU NEWS		492847967431014	Facebook	13_17	13-17	LV	Latvia	1	1	23	0	2	0
Quotes		1881150392198555	Facebook	13_17	13-17	LV	Latvia	1	1	20	4	0	0
Coconut Bowls		451945511677873	Facebook	13_17	13-17	LV	Latvia	5	1	19	3	0	0
The Libra Group	The Libra Group	729927510371645	Facebook	13_17	13-17	LV	Latvia	1	1	19	0	2	0
RUS TVNET		176171459061779	Facebook	13_17	13-17	LV	Latvia	1	1	11	0	1	0
Carnegie Planets		341313962740938	Facebook	13_17	13-17	LV	Latvia	1	1	10	2	0	0
Marty Supply Co.		180223699572168	Facebook	13_17	13-17	LV	Latvia	4	1	10	2	0	0
BenzoFrame		1781685938801295	Facebook	13_17	13-17	LV	Latvia	1	1	8	1	0	0
Mixing.DJ electronic music magazine		167503929122	Facebook	13_17	13-17	LV	Latvia	1	1	8	1	0	0
China Xinhua News		338109312883186	Facebook	13_17	13-17	LV	Latvia	2	1	7	3	0	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	13_17	13-17	LV	Latvia	2	1	6	1	0	0
Cali Lili		404598562928218	Facebook	13_17	13-17	LV	Latvia	1	1	6	0	0	0
Tekoha		151941038832087	Facebook	13_17	13-17	LV	Latvia	1	1	6	0	0	0
Floating Worlds		567198960137074	Facebook	13_17	13-17	LV	Latvia	1	1	6	3	0	0
ALDE Group – Liberals and Democrats in the European Parliament		123910440019	Facebook	13_17	13-17	LV	Latvia	1	1	6	3	0	0
Orjan Nilsen		271222143880	Facebook	13_17	13-17	LV	Latvia	2	1	6	3	0	0
Tatucco		569669903459079	Facebook	13_17	13-17	LV	Latvia	2	1	4	0	0	0
Infineon Career		1376002359338409	Facebook	13_17	13-17	LV	Latvia	1	1	4	0	0	0
Save the Blue Heart of Europe		248254568685368	Facebook	13_17	13-17	LV	Latvia	1	1	4	2	0	0
Trang Banana		575840966122462	Facebook	13_17	13-17	LV	Latvia	1	1	3	0	0	0
Gary Vaynerchuk		51535068349	Facebook	13_17	13-17	LV	Latvia	1	1	3	0	0	0
Kaar Kaas Sonn		215255338679306	Facebook	13_17	13-17	LV	Latvia	1	1	3	0	0	0
Kialo		729627343834501	Facebook	13_17	13-17	LV	Latvia	1	1	2	0	0	0
Flora & Fauna		303798486465804	Facebook	13_17	13-17	LV	Latvia	2	1	2	0	0	0
Seven Clean Seas		425855964577344	Facebook	13_17	13-17	LV	Latvia	1	1	2	0	0	0
γυρίζουμε		278308089460720	Facebook	13_17	13-17	LV	Latvia	5	1	2	1	0	0
Виктория Румова		158241424735994	Facebook	13_17	13-17	LV	Latvia	1	1	2	1	0	0
Fans Bola		1259155504221330	Facebook	13_17	13-17	LV	Latvia	2	1	2	0	0	0
Valdis Dombrovskis		984665731564266	Facebook	13_17	13-17	LV	Latvia	1	1	1	0	0	0
Quizways		179822015921780	Facebook	13_17	13-17	LV	Latvia	1	1	1	0	0	0
Pirate Parties International		152709151422154	Facebook	13_17	13-17	LV	Latvia	1	1	1	0	0	0
Gazeta Wyborcza		63563473556	Facebook	13_17	13-17	LV	Latvia	5	1	0	0	0	0
Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	13_17	13-17	LV	Latvia	1	1	0	0	0	0
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	13_17	13-17	LV	Latvia	3	1	0	0	0	0
مفوضية اللاجئين		188842724507690	Facebook	13_17	13-17	LV	Latvia	1	1	0	0	0	0
USR Diaspora	USR Diaspora	1793510380925494	Facebook	13_17	13-17	LV	Latvia	1	1	0	0	0	0
Gazeta.pl		56246989582	Facebook	13_17	13-17	LV	Latvia	1	1	0	0	0	0
Voices for Refugees - أصوات لأجل اللاجئين		1601274913421469	Facebook	13_17	13-17	LV	Latvia	1	1	0	0	0	0
World Bank		153371894688575	Facebook	13_17	13-17	LV	Latvia	1	1	0	0	0	0
Basmah		137973986840264	Facebook	13_17	13-17	LV	Latvia	1	1	0	0	0	0
Wefail.art		151397582449049	Facebook	13_17	13-17	LV	Latvia	1	1	0	0	0	0
