advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	d123	2019-05-03	127	1	7470283	3418727	39964	12447
Greenpeace France		39435457457	Facebook	d123	2019-05-03	16	1	5061984	2215000	17784	4700
CDU	CDU	78502295414	Facebook	d123	2019-05-03	3170	1	5050471	1255166	52305	0
SP	SP	128393027527	Facebook	d123	2019-05-03	27	1	2641781	1098000	16561	4340
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	d123	2019-05-03	211	1	1848788	759268	8995	1756
SPD	SPD	47930567748	Facebook	d123	2019-05-03	129	1	1821209	508166	21759	2736
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	d123	2019-05-03	24	1	1800235	765419	4381	1132
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	d123	2019-05-03	17	1	1647549	679720	16278	3664
Fidesz	Fidesz	9844779306	Facebook	d123	2019-05-03	14	1	1583326	725000	4488	2166
sp.a	sp.a	57253967150	Facebook	d123	2019-05-03	53	1	1485657	673452	7288	1759
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	d123	2019-05-03	23	1	1480211	690608	4655	1110
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	d123	2019-05-03	74	1	1378616	623885	3944	872
România în primul rând	Future Innovation	770704223323599	Facebook	d123	2019-05-03	16	1	1216815	585909	1241	305
MSZP	MSZP	115388925185513	Facebook	d123	2019-05-03	13	1	1150270	511222	2424	1004
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	d123	2019-05-03	10	1	1034522	479047	3235	1493
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	d123	2019-05-03	7	1	1019998	490000	1418	283
Greenpeace España	Greenpeace España	133044800622	Facebook	d123	2019-05-03	48	1	974952	258000	4752	0
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	d123	2019-05-03	10	1	952945	411150	2150	700
FDP	FDP	21289227249	Facebook	d123	2019-05-03	48	1	904174	193295	2315	20
Katarina Barley	SPD	1522202731410785	Facebook	d123	2019-05-03	74	1	900926	221000	7726	100
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	d123	2019-05-03	5	1	830355	371428	4713	980
The Brexit Party	The Brexit Party	230416667843105	Facebook	d123	2019-05-03	14	1	829225	342996	10746	2454
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	d123	2019-05-03	306	1	771355	229553	12199	2099
Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	d123	2019-05-03	11	1	764877	324642	6831	1459
Kialo		729627343834501	Facebook	d123	2019-05-03	14	1	709990	268000	4963	1271
