advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	d026	2019-01-26	25	1	3264184	1486962	32047	9492
Britain's Future	Britain's Future	1625300137516491	Facebook	d026	2019-01-26	411	1	1633373	519312	25473	4399
Kyriakos Mitsotakis		34848567724	Facebook	d026	2019-01-26	9	1	749996	314999	1480	383
We are the 52%	We are the 52%	466744973727718	Facebook	d026	2019-01-26	20	1	346413	126820	926	127
NT Live	NT Live	107334993856	Facebook	d026	2019-01-26	115	1	298524	114169	2294	260
Andrea Cozzolino		1449151341981719	Facebook	d026	2019-01-26	1	1	199999	100000	499	100
Plan International Sverige		382243262003	Facebook	d026	2019-01-26	65	1	152516	61374	1604	395
Conservatives	The Conservative Party	8807334278	Facebook	d026	2019-01-26	139	1	126491	52057	998	133
Sacramento Kings		96222644025	Facebook	d026	2019-01-26	1	1	124999	62500	111	55
European Commission		107898832590939	Facebook	d026	2019-01-26	4	1	86666	41333	439	106
People's Vote UK	People's Vote	748608695327755	Facebook	d026	2019-01-26	4	1	72749	29500	1879	457
London Labour Party	The London Labour Party 	474613052643462	Facebook	d026	2019-01-26	14	1	70547	28541	386	60
Швеция		1001119573268082	Facebook	d026	2019-01-26	1	1	62499	25000	11	5
TENCEL		164249401288	Facebook	d026	2019-01-26	1	1	62499	25000	55	11
38 Degrees	38 Degrees	200006375787	Facebook	d026	2019-01-26	6	1	58589	25331	434	94
Best For Britain	Best for Britain	1863944713844924	Facebook	d026	2019-01-26	32	1	56028	24611	604	186
Matthew Scott, Kent Police and Crime Commissioner	Matthew Scott, Police and Crime Commissioner for Kent	1523781847943670	Facebook	d026	2019-01-26	3	1	51109	10000	704	115
Beth Miller	CorbyEN Labour Party	816779408496482	Facebook	d026	2019-01-26	1	1	49999	10000	114	0
Stop Cambio Climático		124967441456981	Facebook	d026	2019-01-26	4	1	41944	17277	66	11
Unis pour les Droits Humains		1642871805813802	Facebook	d026	2019-01-26	2	1	41666	18333	29	0
Banque mondiale		155174084508744	Facebook	d026	2019-01-26	35	1	38186	16274	65	5
Alfred Sant	Alfred Sant	537789116260209	Facebook	d026	2019-01-26	1	1	33333	16666	166	33
Simple Politics		1052029294841900	Facebook	d026	2019-01-26	2	1	32795	13118	75	37
Our Future, Our Choice	Our Future, Our Choice	1777176712575796	Facebook	d026	2019-01-26	8	1	32662	7833	593	38
Kaar Kaas Sonn		215255338679306	Facebook	d026	2019-01-26	2	1	32258	12903	5	0
Care4Calais	Care4Calais	1046117708754519	Facebook	d026	2019-01-26	2	1	32142	6428	73	0
InFacts	InFacts	678120165658753	Facebook	d026	2019-01-26	4	1	29999	7500	114	0
The News Dump	The News Dump	210909392847421	Facebook	d026	2019-01-26	30	1	29970	0	3436	0
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	d026	2019-01-26	23	1	28571	5686	313	25
The Labour Party	The Labour Party	25749647410	Facebook	d026	2019-01-26	3	1	27499	6250	85	0
Liam Byrne	Liam Byrne MP	147894618876725	Facebook	d026	2019-01-26	2	1	26666	5333	61	0
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	d026	2019-01-26	4	1	25416	8083	80	10
Another Europe Is Possible	Another Europe is Possible	1652149835054791	Facebook	d026	2019-01-26	1	1	24999	5000	288	57
350.org		12185972707	Facebook	d026	2019-01-26	4	1	24999	5000	88	11
Reasons2Remain	Reasons2Remain	123798281312883	Facebook	d026	2019-01-26	1	1	24999	5000	57	0
Plaid Cymru	Plaid Cymru	26416930992	Facebook	d026	2019-01-26	3	1	23941	9889	58	22
WeWorld Onlus		299584710061488	Facebook	d026	2019-01-26	5	1	19692	8661	13	2
Klang der Solidarität		385076005313967	Facebook	d026	2019-01-26	9	1	19534	5593	45	2
Le Monde		14892757589	Facebook	d026	2019-01-26	8	1	19138	7469	44	3
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	d026	2019-01-26	3	1	18423	3666	45	0
Massimiliano Smeriglio	Massimiliano Smeriglio	182266801912488	Facebook	d026	2019-01-26	1	1	18181	9090	45	9
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d026	2019-01-26	2	1	18131	7912	78	14
Plan International Österreich		115130990779	Facebook	d026	2019-01-26	3	1	17872	7269	116	37
Wirtschaftskammer		125946327466544	Facebook	d026	2019-01-26	21	1	17211	3654	170	11
Labour North West	the Labour Party	61950489543	Facebook	d026	2019-01-26	4	1	17166	3520	48	0
Oxfam Great Britain	Oxfam GB	7214031395	Facebook	d026	2019-01-26	5	1	16749	6944	186	35
Sink Pong		256179217727449	Facebook	d026	2019-01-26	22	1	16465	3291	181	0
Gitte Willumsen - Folketingskandidat for Venstre		1751959911736210	Facebook	d026	2019-01-26	4	1	15424	5693	70	17
Women for a People's Vote	Women for a People's Vote	235989320458995	Facebook	d026	2019-01-26	5	1	14999	3375	187	28
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	d026	2019-01-26	2	1	14499	2900	167	33
SOS-Kinderdörfer weltweit		56497026719	Facebook	d026	2019-01-26	27	1	14242	6460	92	15
Sheffield City Region Mayor	Sheffield City Region Mayoral Combined Authority	2064459193832465	Facebook	d026	2019-01-26	6	1	14128	2825	74	10
Johann Gudenus		104145976305577	Facebook	d026	2019-01-26	15	1	13359	4219	119	16
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	d026	2019-01-26	37	1	13343	5367	73	5
Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	d026	2019-01-26	2	1	12499	2500	24	0
Razvan Popa		128861244581738	Facebook	d026	2019-01-26	1	1	12499	2500	26	5
toowee.pl		185831628158565	Facebook	d026	2019-01-26	1	1	12499	6250	14	2
Lambeth Liberal Democrats	Lambeth Liberal Democrats	670304546481949	Facebook	d026	2019-01-26	2	1	12499	2500	28	0
Weaver Vale Conservatives	Weaver Vale Conservative Association	205246756598265	Facebook	d026	2019-01-26	1	1	12499	2500	28	0
Holborn Studios	Holborn Studios Ltd	150159499911	Facebook	d026	2019-01-26	2	1	12499	2500	144	28
Scientists for EU	Scientists for EU	642444842524195	Facebook	d026	2019-01-26	1	1	12195	4878	141	28
Caspar the Hat	Emily Doherty	261773154498428	Facebook	d026	2019-01-26	3	1	11332	2200	84	0
Farnley and Wortley Labour	Matt Gibson	114161232550405	Facebook	d026	2019-01-26	3	1	10833	2541	94	14
World Animal Protection Danmark		33588644626	Facebook	d026	2019-01-26	5	1	10774	4458	128	28
Orbex		1415953441956155	Facebook	d026	2019-01-26	1	1	9999	2000	17	0
Chris Green	Chris Green MP	249684318543741	Facebook	d026	2019-01-26	1	1	9999	2000	115	23
GoodJobs		1004883576238809	Facebook	d026	2019-01-26	1	1	9999	2000	99	20
Greg Stanton	Manchester Withington Liberal Democrats	275496989514175	Facebook	d026	2019-01-26	3	1	9916	3083	114	14
Rishi Sunak	Rishi Sunak MP	1540198936249794	Facebook	d026	2019-01-26	2	1	9642	2678	45	0
TAK dla kary śmierci w Polsce		2092422647455732	Facebook	d026	2019-01-26	3	1	9166	1833	14	0
Advertising Week Europe		957474261104635	Facebook	d026	2019-01-26	2	1	9016	3588	81	15
National Theatre		9212864972	Facebook	d026	2019-01-26	5	1	8872	2918	55	18
Withington Ward Liberal Democrats	Manchester Withington Liberal Democrats	223624624659868	Facebook	d026	2019-01-26	4	1	8783	1686	61	0
Stephen Kerr MP for Stirling	Stirling Conservative & Unionist Association	850551875009799	Facebook	d026	2019-01-26	1	1	8333	1666	19	0
Fight for Wildlife	Fight for Wildlife	892549610951043	Facebook	d026	2019-01-26	1	1	8333	1666	19	0
Deep Blue Straws	Deep Blue Straws 	267647110556508	Facebook	d026	2019-01-26	2	1	7856	1571	32	0
Jörgen Warborn EU-kandidat		56002955332	Facebook	d026	2019-01-26	4	1	7718	1520	71	14
Roberta Metsola		406824526101449	Facebook	d026	2019-01-26	2	1	7499	3000	99	0
Socios Cruz Roja		306840072990831	Facebook	d026	2019-01-26	16	1	7469	1935	74	14
KATHARINE HAMNETT		322018314523210	Facebook	d026	2019-01-26	1	1	7407	3703	42	21
Animal Equality UK		2047806148766050	Facebook	d026	2019-01-26	3	1	7357	3678	65	32
SPÖ	SPÖ	77393060080	Facebook	d026	2019-01-26	3	1	7142	3124	58	14
Frank Psaila		458318884361628	Facebook	d026	2019-01-26	1	1	7142	1428	12	0
Tim Farron	Westmorland and Lonsdale Liberal Democrats	118873691462974	Facebook	d026	2019-01-26	1	1	7142	1428	16	0
Yeovil Conservatives	The Yeovil Constituency Conservative Association of 17 The Park, Yeovil, Somerset, BA20 1DN.	1597713690525854	Facebook	d026	2019-01-26	1	1	7142	1428	16	0
Wera Hobhouse MP	Wera Hobhouse MP	420598411423796	Facebook	d026	2019-01-26	2	1	6874	1375	86	14
Página Miguel Viegas		194651341130667	Facebook	d026	2019-01-26	1	1	6666	3333	33	6
Danilo Oscar Lancini		247390032110856	Facebook	d026	2019-01-26	2	1	6666	3333	66	0
PD Martin Cauchi Inglott		181379916072401	Facebook	d026	2019-01-26	2	1	6666	3333	66	0
Neil McEvoy	Neil McEvoy	1538311623148335	Facebook	d026	2019-01-26	6	1	6446	1755	29	0
Ipswich Labour	The Labour Party. Promoted by John Cook on behalf of Ipswich Labour Party	342002108699	Facebook	d026	2019-01-26	3	1	6430	1322	74	14
Sosialidemokraatit SDP		108945982480217	Facebook	d026	2019-01-26	3	1	6420	1377	64	12
CAF Mab Copagri		623562751374487	Facebook	d026	2019-01-26	3	1	6360	2242	23	2
International Fund for Animal Welfare - IFAW	International Fund for Animal Welfare (IFAW)	353224381469808	Facebook	d026	2019-01-26	1	1	6249	1250	72	14
Fratii Haiduc Music Events		686571504711148	Facebook	d026	2019-01-26	1	1	6249	1250	2	0
Labour Leave	Labour Leave	1291676554181443	Facebook	d026	2019-01-26	1	1	6249	1250	14	0
Liban Sheikh		302959147221497	Facebook	d026	2019-01-26	1	1	6249	1250	62	12
Dude Dad		154100984604961	Facebook	d026	2019-01-26	2	1	6249	1250	55	11
Laïcité Brabant wallon		682207655258109	Facebook	d026	2019-01-26	1	1	6249	1250	12	0
Kinder in Gefahr - DVCK e.V.		556019341220640	Facebook	d026	2019-01-26	1	1	6024	2409	60	12
Sofka Officiel		794971730540455	Facebook	d026	2019-01-26	2	1	6009	1202	20	0
Stefano Maullu		150618724962388	Facebook	d026	2019-01-26	2	1	5785	2357	23	4
Covestro		150793518281117	Facebook	d026	2019-01-26	1	1	5747	2298	11	5
SPL energetica		45392485449	Facebook	d026	2019-01-26	1	1	5555	2777	5	0
Albioma		2029944603927727	Facebook	d026	2019-01-26	1	1	5555	2777	5	0
George Simion Unire		294035851052538	Facebook	d026	2019-01-26	3	1	5498	1000	31	0
Scottish Family Party	Scottish Family Party	1313354295370593	Facebook	d026	2019-01-26	4	1	5493	1598	58	3
Linnéa Engström		1409490812643464	Facebook	d026	2019-01-26	5	1	5425	1611	46	8
Tomáš Zdechovský		275042429350706	Facebook	d026	2019-01-26	2	1	5310	2093	20	4
Olga Sehnalová	Olga Sehnalová	474594005906021	Facebook	d026	2019-01-26	3	1	5090	1000	5	2
Tom Watson	The Labour Party. Promoted by Tom Watson on behalf of Tom Watson	470873686267967	Facebook	d026	2019-01-26	1	1	4999	2500	57	0
Circling Europe		503234379789523	Facebook	d026	2019-01-26	1	1	4999	1000	88	0
Grzegorz Furgo	Grzegorz Furgo	1674901842722925	Facebook	d026	2019-01-26	1	1	4545	909	2	0
Γιώργος Σταύρος Κρεμλής - Υποψήφιος Ευρωβουλευτής		548959368535123	Facebook	d026	2019-01-26	1	1	4545	909	9	0
LT konsult fastighetsservice		186325834774557	Facebook	d026	2019-01-26	1	1	4545	909	42	8
ClickAfric		332105977146815	Facebook	d026	2019-01-26	1	1	4545	909	9	0
Conor Burns	Conor Burns MP	755981037856291	Facebook	d026	2019-01-26	2	1	4499	2250	51	0
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	d026	2019-01-26	4	1	4444	2222	50	0
Vereniging Eigen Huis		371735371563	Facebook	d026	2019-01-26	2	1	4199	2040	23	4
Winkler Gyula		1560147330888040	Facebook	d026	2019-01-26	1	1	4166	833	8	1
Councillor Simon Hogg	Simon Hogg	687320661662269	Facebook	d026	2019-01-26	1	1	4166	833	9	0
Peterborough Liberal Democrats	Peterborough Liberal Democrats	152725214743982	Facebook	d026	2019-01-26	2	1	4165	833	95	0
Ivan ŠTEFANEC		324560137683033	Facebook	d026	2019-01-26	1	1	3968	1587	7	3
Micha Heitkamp		198425127523206	Facebook	d026	2019-01-26	2	1	3922	769	15	0
Cafés Baqué		334754253232371	Facebook	d026	2019-01-26	1	1	3921	1960	19	9
Joanna Skrzydlewska		274904002573727	Facebook	d026	2019-01-26	1	1	3571	714	8	1
Josef Caruana		166617437361908	Facebook	d026	2019-01-26	1	1	3448	1724	17	3
Johnny For Plymouth	Johnny Mercer 	938126169534790	Facebook	d026	2019-01-26	1	1	3333	1666	38	0
Tower Hamlets Council	Tower Hamlets Council	848352765192315	Facebook	d026	2019-01-26	2	1	3333	1666	38	0
Peterborough Labour Party	The Labour Party	927033024024138	Facebook	d026	2019-01-26	1	1	3333	666	77	38
Bolton Clowncil	Admins of Bolton Clowncil who have no political membership to any party	1520858828219756	Facebook	d026	2019-01-26	2	1	3333	1041	19	0
Dan Lungu		90324141831	Facebook	d026	2019-01-26	1	1	3333	666	6	1
Helpis		716389508536633	Facebook	d026	2019-01-26	1	1	3333	1666	33	0
Hungarian Hardstyle		193573214085	Facebook	d026	2019-01-26	1	1	3333	666	10	2
Peverell Labour Cllr Jeremy Goslin	Jeremy Goslin	940454292763854	Facebook	d026	2019-01-26	1	1	3333	666	7	0
Grand River Suite		1143115625846445	Facebook	d026	2019-01-26	1	1	3333	666	7	0
CARE International UK		18933154958	Facebook	d026	2019-01-26	3	1	3333	666	19	0
Charles Goerens		441313569220539	Facebook	d026	2019-01-26	4	1	3325	1621	21	2
Pasticceria Gastronomia Giuliano		827804860610172	Facebook	d026	2019-01-26	2	1	3260	1612	19	3
Veganuary		170911309781648	Facebook	d026	2019-01-26	2	1	3225	645	7	0
ÖGPP - Österr. Gesellschaft für Politikberatung und Politikentwicklung		345168305518984	Facebook	d026	2019-01-26	1	1	3225	1612	16	3
Katerina Vourlaki		234206887467692	Facebook	d026	2019-01-26	1	1	3124	625	5	0
Plasticfreegreece		127140361355187	Facebook	d026	2019-01-26	1	1	3124	1562	3	0
Erith & Thamesmead Conservatives	Erith & Thamesmead Conservative Association	127818594232493	Facebook	d026	2019-01-26	4	1	3115	533	112	0
Our West Lancashire	Our West Lancashire	1517535045204083	Facebook	d026	2019-01-26	2	1	2999	500	114	0
Bristol Lib Dems	Liberal Democrats	352577618148829	Facebook	d026	2019-01-26	5	1	2963	535	94	0
Jeroen Lenaers		316960281776479	Facebook	d026	2019-01-26	5	1	2958	1091	18	5
Hull Liberal Democrats	Hull and Hessle Lib Dems	66719316177	Facebook	d026	2019-01-26	1	1	2777	555	6	0
Sutton Conservatives	Sutton Conservatives	1796668280595377	Facebook	d026	2019-01-26	1	1	2777	555	32	6
Cllr Darius G Laws	Darius G Laws and the Colchester Conservatives 	1398773803735336	Facebook	d026	2019-01-26	6	1	2772	526	76	0
Westminster Labour	The Labour Party	674887076015231	Facebook	d026	2019-01-26	2	1	2666	533	61	0
Dofk		270245093104275	Facebook	d026	2019-01-26	1	1	2631	526	7	3
Vauxhall for a People's Vote	Vauxhall for a People's Vote	1250023018486398	Facebook	d026	2019-01-26	5	1	2624	806	57	0
Survation	Survation Ltd	132208120135699	Facebook	d026	2019-01-26	3	1	2615	634	14	0
En röst för de tystade. Sänd Soheila Fors till EU-parlamentet		620620058371965	Facebook	d026	2019-01-26	2	1	2537	507	23	4
Andrea Caroppo	Andrea Caroppo	381061375420543	Facebook	d026	2019-01-26	1	1	2499	500	49	0
Brexit Votes Matter	Brexit Defence Force	2419328181441973	Facebook	d026	2019-01-26	1	1	2499	500	57	0
Lesley Laird MP for Kirkcaldy and Cowdenbeath	Ms Lesley Laird	355277694874691	Facebook	d026	2019-01-26	1	1	2499	500	57	0
Anna Turley MP for Redcar	Redcar Constituency Labour Party	108283675982010	Facebook	d026	2019-01-26	1	1	2499	1250	28	0
Cllr Graham Hinchey - Heath & Birchgrove Community News	Cllr Graham Hinchey - Heath & Birchgrove Community News	1834464963478547	Facebook	d026	2019-01-26	1	1	2499	500	57	0
Charlotte Holloway for Plymouth Moor View	Plymouth Labour	122063008481777	Facebook	d026	2019-01-26	1	1	2499	500	57	0
Jarno Strengell eduskuntavaaliehdokas 14.4.2019		307784380044908	Facebook	d026	2019-01-26	1	1	2499	500	49	0
Owen LLewellyn Jones - Labour Councillor for Adamsdown	Owen LLewellyn Jones - Labour Councillor for Adamsdown	175349466322047	Facebook	d026	2019-01-26	1	1	2499	500	57	0
Councillor Kyle Robinson	Kyle Robinson	1195837740465567	Facebook	d026	2019-01-26	1	1	2499	500	57	0
Success DiverStory		101685954038681	Facebook	d026	2019-01-26	1	1	2499	1250	24	0
Fondo Forestale Italiano		116175762362355	Facebook	d026	2019-01-26	1	1	2499	500	49	0
L'atelier Nature		2152842461398035	Facebook	d026	2019-01-26	1	1	2499	500	49	0
Matt Vickers	Matt Vickers	1536907409957635	Facebook	d026	2019-01-26	1	1	2499	500	57	0
		0	Facebook	d026	2019-01-26	1	1	2499	500	49	0
Elsi Katainen		190042298268350	Facebook	d026	2019-01-26	1	1	2499	500	49	0
Nyugdíjmegoldás 2020		1258419857503263	Facebook	d026	2019-01-26	2	1	2499	1250	22	0
Cllr Iain McIntosh	Iain McIntosh of Brecon & Radnor Conservatives, 4a Lion Yard, Brecon LD3 7BA.	147136549144894	Facebook	d026	2019-01-26	1	1	2499	1250	28	0
