advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	d058	2019-02-27	425	1	1481099	436225	15944	3754
Médecins du Monde France		265420476920	Facebook	d058	2019-02-27	31	1	1007969	447000	6369	1100
Route Auto		252868201731333	Facebook	d058	2019-02-27	1	1	999999	500000	4999	1000
Lingokids		497983453648415	Facebook	d058	2019-02-27	2	1	999998	400000	1333	534
Rädda Barnen		72659261793	Facebook	d058	2019-02-27	21	1	842979	270000	2813	601
European Parliament		178362315106	Facebook	d058	2019-02-27	125	1	759319	303888	6319	1299
Partito Democratico		77034286895	Facebook	d058	2019-02-27	9	1	737496	357500	3421	725
38 Degrees	38 Degrees	200006375787	Facebook	d058	2019-02-27	37	1	218084	71080	1264	156
WWF Suomi		119054448115588	Facebook	d058	2019-02-27	1	1	199999	100000	999	500
The Labour Party	The Labour Party	25749647410	Facebook	d058	2019-02-27	8	1	176663	41333	999	154
Greenpeace Sverige		95735961890	Facebook	d058	2019-02-27	19	1	166392	31854	1088	203
The Week UK	The Week	177855115588808	Facebook	d058	2019-02-27	4	1	109996	22000	921	115
We are the 52%	We are the 52%	466744973727718	Facebook	d058	2019-02-27	8	1	93393	34678	152	0
Mayor of London	the Greater London Authority 	360322167647280	Facebook	d058	2019-02-27	1	1	83333	41666	482	96
EU Watch	EU Watch	136146920436020	Facebook	d058	2019-02-27	6	1	80137	31297	209	82
Primavera Sound	Influence Digital Ltd	156656398155	Facebook	d058	2019-02-27	64	1	65419	13714	1047	0
Property & Business Info		562032903912680	Facebook	d058	2019-02-27	3	1	64997	16000	806	115
Budapest 10-es Választókerület		757956501234552	Facebook	d058	2019-02-27	2	1	64285	32142	99	19
Sacramento Kings		96222644025	Facebook	d058	2019-02-27	1	1	62499	25000	55	11
Agence Isolation Pour Tous		568528630290119	Facebook	d058	2019-02-27	8	1	61340	23660	615	131
Hello Sandy		56274514407	Facebook	d058	2019-02-27	3	1	59997	12000	27	3
European Commission - Development & Cooperation - EuropeAid		287842647957979	Facebook	d058	2019-02-27	2	1	58187	28304	32	5
Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	d058	2019-02-27	5	1	56210	14242	190	0
Europees Parlement Nederland		270788920480	Facebook	d058	2019-02-27	3	1	51666	25333	366	166
Köster Energie GmbH		472343273281251	Facebook	d058	2019-02-27	2	1	50998	10000	598	100
