region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
greater_poland_voivodeship	Greater Poland Voivodeship	PL	Poland	3215	851	3367760	1288855	8241	1265
kuyavian_pomeranian_voivodeship	Kuyavian-Pomeranian Voivodeship	PL	Poland	2947	768	2964495	857692	8757	1179
lesser_poland_voivodeship	Lesser Poland Voivodeship	PL	Poland	3290	883	2676459	916886	7647	1038
lower_silesian_voivodeship	Lower Silesian Voivodeship	PL	Poland	3214	886	2415980	850481	7679	1215
lublin_voivodeship	Lublin Voivodeship	PL	Poland	2846	741	4016683	1512209	9528	1553
lubusz_voivodeship	Lubusz Voivodeship	PL	Poland	2572	703	328622	95998	984	111
masovian_voivodeship	Masovian Voivodeship	PL	Poland	3767	969	6210647	1982426	23387	3659
opole_voivodeship	Opole Voivodeship	PL	Poland	2575	691	327540	81810	772	80
podkarpackie_voivodeship	Podkarpackie Voivodeship	PL	Poland	2660	712	1063969	322481	3078	373
podlaskie_voivodeship	Podlaskie Voivodeship	PL	Poland	2576	678	790182	247863	2198	340
pomeranian_voivodeship	Pomeranian Voivodeship	PL	Poland	3089	814	2988937	984075	9512	1391
silesian_voivodeship	Silesian Voivodeship	PL	Poland	3300	870	6855411	2232675	16889	2631
warmian_masurian_voivodeship	Warmian-Masurian Voivodeship	PL	Poland	2670	688	1214688	409904	2778	524
west_pomeranian_voivodeship	West Pomeranian Voivodeship	PL	Poland	2873	756	1450857	380833	5010	421
lodz_voivodeship	Łódź Voivodeship	PL	Poland	3102	807	3030448	883394	7871	1235
swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	2538	660	672018	183238	1637	253
