advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	CZ	Czechia	94	1	10828582	4930898	51957	16896
ČSSD	ČSSD	111041662264882	Facebook	CZ	Czechia	1716	1	10603280	2691999	52641	12754
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	CZ	Czechia	108	1	4291884	1682998	13449	3439
HLAS	První prezidentská	320144481956623	Facebook	CZ	Czechia	259	1	3439741	862000	6468	1779
European Commission		107898832590939	Facebook	CZ	Czechia	21	1	3397791	1553897	13098	3123
ecoFuture & E.ON Energy Globe		104654572907664	Facebook	CZ	Czechia	102	1	2794675	970905	11697	399
TOP 09	TOP 09	90002267161	Facebook	CZ	Czechia	27	1	2645973	1053000	4786	1414
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	CZ	Czechia	92	1	2601874	621990	1807	470
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	CZ	Czechia	94	1	2494906	756000	5203	1290
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	CZ	Czechia	51	1	2291948	888999	7199	1752
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	CZ	Czechia	43	1	2133953	584999	9573	2156
Gambrinus		146991996743	Facebook	CZ	Czechia	3	1	1999998	900000	14997	3000
Evropa společně	Evropa společně	535611970260854	Facebook	CZ	Czechia	63	1	1911928	618998	6274	1165
Kialo		729627343834501	Facebook	CZ	Czechia	355	1	1646557	657854	11049	2691
Pavel Poc	Poc Pavel	202974613060409	Facebook	CZ	Czechia	19	1	1574981	620999	4215	1158
Tomáš Zdechovský		275042429350706	Facebook	CZ	Czechia	25	1	1429950	622988	7596	1904
Andrej Babiš	ANO	214827221987263	Facebook	CZ	Czechia	5	1	1409992	704998	4567	1010
Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	CZ	Czechia	37	1	1217936	329990	6092	1740
Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	CZ	Czechia	16	1	1209983	476999	3753	936
Jan Zahradil		400970967000022	Facebook	CZ	Czechia	15	1	1079985	351999	4332	983
Daniel Herman		378072105614553	Facebook	CZ	Czechia	10	1	1019932	396975	1149	392
Roman Kriz	Kriz Roman	382745889213194	Facebook	CZ	Czechia	128	1	993872	233000	3624	823
KDU-ČSL	KDU-ČSL	251656685576	Facebook	CZ	Czechia	54	1	983884	369987	2982	672
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	CZ	Czechia	55	1	709937	192998	1602	419
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	CZ	Czechia	21	1	646972	134998	1678	380
European Greens	European Greens	141366725876424	Facebook	CZ	Czechia	8	1	627187	259490	1503	621
Ing. Jaromír Kohlíček, CSc.	Kohlicek Jaromir	162310277268109	Facebook	CZ	Czechia	35	1	581965	149000	3457	889
Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	CZ	Czechia	24	1	559975	186999	3962	897
Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	CZ	Czechia	18	1	544981	173999	1262	423
Tomio Okamura - SPD		179497582061065	Facebook	CZ	Czechia	30	1	522938	199993	2070	808
Minidotaznik.cz		432692927273545	Facebook	CZ	Czechia	1	1	499975	199990	889	445
Humans of Piráti	Česká pirátská strana	1036986463173677	Facebook	CZ	Czechia	33	1	447966	120999	1747	345
Olga Sehnalová	Olga Sehnalová	474594005906021	Facebook	CZ	Czechia	31	1	400386	105843	995	287
Marek Ženíšek	TOP 09	523450094407778	Facebook	CZ	Czechia	13	1	385986	109999	1359	307
Programy do voleb	Štěpán Ryšavý - Programy do voleb	1033702273421005	Facebook	CZ	Czechia	21	1	376978	118999	142	15
Greenpeace Česká republika	Greenpeace Česká republika	55876739776	Facebook	CZ	Czechia	9	1	364991	103000	1223	244
Hello Sandy		56274514407	Facebook	CZ	Czechia	24	1	344972	101998	360	58
Nenechme to tak	ATG Principal GROUP	224923858400165	Facebook	CZ	Czechia	7	1	330989	134998	878	314
Svobodní		43855944703	Facebook	CZ	Czechia	2	1	299997	149999	2331	582
Martin Hrubčík		253207085584079	Facebook	CZ	Czechia	6	1	299994	60000	679	159
Refork		1919696668329015	Facebook	CZ	Czechia	2	1	299972	149987	233	58
ODS - Občanská demokratická strana		30575632699	Facebook	CZ	Czechia	6	1	259993	54999	1165	233
Martin Kuba	Martin Kuba	114474108677288	Facebook	CZ	Czechia	4	1	249995	79999	971	310
Greens/EFA in the European Parliament		150527751674751	Facebook	CZ	Czechia	28	1	249750	114208	306	69
Andrej Bóna	Vokoun Tomas	321165708610626	Facebook	CZ	Czechia	5	1	209703	44941	834	295
e.on		356382154550156	Facebook	CZ	Czechia	3	1	204988	100995	1096	199
Jaromír Štětina, člen EPP frakce Evropského parlamentu		334720110067940	Facebook	CZ	Czechia	4	1	204980	70993	1195	199
Stanislav Polčák		532219183564760	Facebook	CZ	Czechia	4	1	199996	40000	466	116
Tomáš Hanuš	Kricfalusi Jiri	298486534052289	Facebook	CZ	Czechia	17	1	169982	41999	380	132
Forexmag		188990765060204	Facebook	CZ	Czechia	5	1	159995	32000	621	124
Institute H21	Sova Miriam	1900532106849242	Facebook	CZ	Czechia	3	1	149997	30000	427	97
MUDr. Gabriela Pecková - TOP 09	Vondryska Jan	113755299053	Facebook	CZ	Czechia	18	1	139981	42000	834	186
Kateřina Konečná	Konecna Katerina	119624098506	Facebook	CZ	Czechia	17	1	127980	30999	652	139
Alexandr Vondra		317802208282505	Facebook	CZ	Czechia	4	1	114914	52959	252	50
Asklepion - Klinika a institut estetické medicíny		181309083350	Facebook	CZ	Czechia	8	1	109992	21000	427	81
Mladí demokraté		171976652332	Facebook	CZ	Czechia	4	1	108888	21778	326	72
Agrární demokratická strana - ADS		2178756145719927	Facebook	CZ	Czechia	3	1	104996	20999	252	62
Jindřich Vobořil - kandidát do europarlamentu	ODS - Občanská demokratická strana	751475201891213	Facebook	CZ	Czechia	23	1	104977	26000	368	69
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	CZ	Czechia	51	1	103943	46670	219	51
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	CZ	Czechia	21	1	103515	46287	288	90
Milion chvilek pro demokracii		728495140691300	Facebook	CZ	Czechia	1	1	99998	49999	194	38
Luděk Niedermayer		1395881230682843	Facebook	CZ	Czechia	2	1	99998	20000	388	77
Asociace společenské odpovědnosti		117111438676	Facebook	CZ	Czechia	2	1	99997	19999	388	77
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	CZ	Czechia	54	1	99621	45045	502	106
Národní Noviny	Hrubon Rudolf	267806570729225	Facebook	CZ	Czechia	36	1	87959	12999	154	3
Info.cz		1269502056393120	Facebook	CZ	Czechia	11	1	83989	16000	345	77
Eva Decroix		567229570370422	Facebook	CZ	Czechia	14	1	81986	28000	279	77
YOU.and.EU		250361215678222	Facebook	CZ	Czechia	10	1	69004	19813	334	7
Pravý břeh	Pravý břeh, z.s.	545254525495201	Facebook	CZ	Czechia	3	1	64997	16000	271	77
Kroužkujte 10 Eda Kožušník Děkuji		50546026668	Facebook	CZ	Czechia	3	1	64997	16000	233	46
Piráti Praha 9		360274454307557	Facebook	CZ	Czechia	3	1	64996	16000	271	77
Senátor Václav Hampl	Höfer Karel	524288824339961	Facebook	CZ	Czechia	4	1	60996	11999	62	11
Biooo - přírodní kosmetika		168384613213781	Facebook	CZ	Czechia	3	1	60989	14998	62	23
European Youth Event		919232861444360	Facebook	CZ	Czechia	6	1	60300	27499	210	50
Evropská komise v ČR		397919187215	Facebook	CZ	Czechia	2	1	59997	14999	77	38
Česká pirátská strana - Piráti Plzeňský kraj		115602606970	Facebook	CZ	Czechia	2	1	59997	14999	176	0
Lukáš Otys		308240522910962	Facebook	CZ	Czechia	2	1	59994	14999	58	23
Saxo Bank		373589366156209	Facebook	CZ	Czechia	4	1	56984	10997	395	0
Ing.Alexandr Gegalčij, kandidat-Europarlament, Rozumní&Národní Demokracie	Gegalczij Alexandr	386508422184056	Facebook	CZ	Czechia	17	1	56982	9999	205	34
Guardian Weekly		64525551258	Facebook	CZ	Czechia	8	1	56738	22470	104	29
Game of Sultans		185311195624361	Facebook	CZ	Czechia	6	1	55413	23782	1107	275
Mladí lidovci Vysočina	Palan Jan	282033615295005	Facebook	CZ	Czechia	2	1	54998	11000	213	42
e.on		511324618972373	Facebook	CZ	Czechia	2	1	54121	25505	34	6
Rosatom Global		1828572300805912	Facebook	CZ	Czechia	2	1	53529	26695	1189	237
Wholesome Culture		1664959567149320	Facebook	CZ	Czechia	7	1	53357	23710	115	21
Mladí občanští demokraté		224146535014	Facebook	CZ	Czechia	3	1	51997	10000	201	38
Egomotion	Sklenar Jan	342123489585393	Facebook	CZ	Czechia	2	1	50998	10000	42	19
SUEZ Využití zdrojů		108724109221396	Facebook	CZ	Czechia	2	1	50996	9999	42	19
Piráti České Budějovice	Hansal Jaroslav	153535188480725	Facebook	CZ	Czechia	1	1	49999	10000	194	38
ODS Královéhradecký kraj	Kricfalusi Jiri	173387086117403	Facebook	CZ	Czechia	1	1	49999	10000	38	19
TOPAZ	Dlouhá Tereza	541077242579260	Facebook	CZ	Czechia	1	1	49999	10000	194	38
Společně Brno	Zeman Ondrej	202133717052778	Facebook	CZ	Czechia	1	1	49999	10000	38	19
Peak.cz		378827025796132	Facebook	CZ	Czechia	1	1	49999	10000	38	19
Soukromníci  - Strana soukromníků České republiky		106046725258	Facebook	CZ	Czechia	1	1	49999	10000	194	38
ODA		764700610326484	Facebook	CZ	Czechia	1	1	49999	10000	194	38
MC Hejtman		1838584856406893	Facebook	CZ	Czechia	1	1	49999	9999	19	3
Lazena		230485451146232	Facebook	CZ	Czechia	1	1	49999	10000	19	3
Bistro Střecha		254846818312235	Facebook	CZ	Czechia	1	1	49999	10000	19	3
Svoboda a přímá demokracie Tomio Okamura Liberecký kraj - SPD		1439143123070953	Facebook	CZ	Czechia	1	1	49999	10000	194	38
Jan Jarolím		388845554569781	Facebook	CZ	Czechia	1	1	49999	10000	194	38
Pravý bleší trh z náměstí Míru		242189156000	Facebook	CZ	Czechia	1	1	49999	10000	38	19
Elektrárna Chvaletice - 7EC		992555574111774	Facebook	CZ	Czechia	1	1	49999	10000	194	38
Epochaplus		877641865619216	Facebook	CZ	Czechia	1	1	49999	10000	38	19
Venuše ve Švehlovce		227570994106321	Facebook	CZ	Czechia	1	1	49999	10000	38	19
Půjčky MiniKredit.cz		590245071489807	Facebook	CZ	Czechia	1	1	49999	10000	194	38
U.S. Embassy Prague		45298246708	Facebook	CZ	Czechia	1	1	49999	10000	88	0
Nadace Vodafone Česká republika		49020448604	Facebook	CZ	Czechia	1	1	49999	10000	38	19
Vědci pro Českou republiku		366846114139594	Facebook	CZ	Czechia	1	1	49998	9999	194	38
Česká pirátská strana - Středočeský kraj		130631260290858	Facebook	CZ	Czechia	1	1	49998	9999	194	38
Sdružení místních samospráv České republiky		248783538569454	Facebook	CZ	Czechia	1	1	49998	10000	38	19
Matěj Trávníček		1674881296142473	Facebook	CZ	Czechia	5	1	49994	24999	194	97
Starke-Jobs Marienberg		329726487371550	Facebook	CZ	Czechia	1	1	49987	9997	498	99
Radim Sršeň		201535993705342	Facebook	CZ	Czechia	1	1	49962	9992	194	38
Tomáš Prouza	Moje Evropa	1060889564019324	Facebook	CZ	Czechia	15	1	47985	11000	150	23
Mirek Topolánek		270921370098092	Facebook	CZ	Czechia	8	1	44992	12000	155	31
Daniela	Vasatkova Daniela	252673128998993	Facebook	CZ	Czechia	7	1	44955	14991	155	42
Voxpot		799083753454179	Facebook	CZ	Czechia	2	1	44824	8965	34	17
ChernobylAgency		1655637864514674	Facebook	CZ	Czechia	2	1	41912	8382	82	0
Pela Case		119283008140727	Facebook	CZ	Czechia	14	1	41699	15148	80	11
Liberální institut	Liberální institut	120343698070515	Facebook	CZ	Czechia	8	1	40992	10999	159	42
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	CZ	Czechia	15	1	40376	16001	71	10
Arte		656089814494677	Facebook	CZ	Czechia	6	1	38907	16343	116	13
Equinns		717514545314045	Facebook	CZ	Czechia	1	1	38543	7708	149	29
Mikuláš Peksa		356448681873897	Facebook	CZ	Czechia	9	1	37990	9999	322	73
IGO bottle		588626198197868	Facebook	CZ	Czechia	2	1	36695	9092	23	4
Markets.com		478063878928667	Facebook	CZ	Czechia	8	1	33805	12402	205	54
Create.Refresh	Create.Refresh	1736881926615141	Facebook	CZ	Czechia	9	1	31830	11971	128	9
Veronika Vrecionová		273367223021327	Facebook	CZ	Czechia	3	1	29997	15000	297	0
Mansoor Maitah		1034382646741170	Facebook	CZ	Czechia	6	1	26993	7999	159	66
Zachraňme lesy	Hnutí DUHA - Přátelé Země Česká republika	299124538476	Facebook	CZ	Czechia	5	1	24995	5000	100	31
Bc. John Vostenak, MBA, kandidát SPD č. 10 do Evropského parlamentu		1044437145680251	Facebook	CZ	Czechia	9	1	24985	3998	96	15
