country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
IT	Italy	f	female	18671	5011	220434767	81489190	1158304	131603
IT	Italy	m	male	18101	4917	257891868	93241737	1337605	139559
IT	Italy	u	unknown	15528	4479	1390989	509295	7686	912
