advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	25_34	25-34	LT	Lithuania	41	1	2505913	1093271	11505	2790
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	25_34	25-34	LT	Lithuania	79	1	1088614	357023	3098	187
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	25_34	25-34	LT	Lithuania	30	1	858583	355061	1312	164
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	25_34	25-34	LT	Lithuania	23	1	691403	298520	2313	576
Už Ingridą		2214495192154107	Facebook	25_34	25-34	LT	Lithuania	190	1	584524	147418	7157	41
Kialo		729627343834501	Facebook	25_34	25-34	LT	Lithuania	361	1	541078	216105	3370	802
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	25_34	25-34	LT	Lithuania	59	1	534838	119340	2523	88
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	25_34	25-34	LT	Lithuania	81	1	491735	117454	1848	36
Europos Komisijos atstovybė Lietuvoje		76783564232	Facebook	25_34	25-34	LT	Lithuania	5	1	305415	152708	718	135
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	25_34	25-34	LT	Lithuania	37	1	302838	113083	819	56
European Commission		107898832590939	Facebook	25_34	25-34	LT	Lithuania	12	1	252598	110350	685	102
Darbo partija	Darbo partija	264116120225	Facebook	25_34	25-34	LT	Lithuania	21	1	245767	88340	716	68
Liberalai	Liberalai	81004804444	Facebook	25_34	25-34	LT	Lithuania	92	1	206199	53524	2275	25
Prof. Dr. Stanislovas Tomas, Advokatas		1049345465226776	Facebook	25_34	25-34	LT	Lithuania	5	1	143852	56073	332	116
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	25_34	25-34	LT	Lithuania	41	1	138670	36804	419	10
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)	TS-LKD	198988713464683	Facebook	25_34	25-34	LT	Lithuania	20	1	106534	33084	472	33
Arvydas Juozaitis	Arvydas Juozaitis	458551247900215	Facebook	25_34	25-34	LT	Lithuania	10	1	90354	24730	364	51
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	25_34	25-34	LT	Lithuania	18	1	75235	15870	300	0
European Greens		141366725876424	Facebook	25_34	25-34	LT	Lithuania	23	1	72771	29553	225	64
Tomas Tomilinas - naujienos		530620843630609	Facebook	25_34	25-34	LT	Lithuania	16	1	70876	24097	286	13
Petras Auštrevičius		1482024028702535	Facebook	25_34	25-34	LT	Lithuania	9	1	69152	32299	456	48
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	25_34	25-34	LT	Lithuania	10	1	62989	14727	342	28
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	25_34	25-34	LT	Lithuania	2	1	54940	23694	66	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	25_34	25-34	LT	Lithuania	61	1	52243	21946	193	36
Lietuvos žinios		295643800462487	Facebook	25_34	25-34	LT	Lithuania	1	1	52160	26080	25	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	25_34	25-34	LT	Lithuania	56	1	49135	23064	111	30
Lietuvos Centro Partija (LCP)		102161476501915	Facebook	25_34	25-34	LT	Lithuania	3	1	47492	23409	253	46
Bronis Ropė		216419471860983	Facebook	25_34	25-34	LT	Lithuania	7	1	46221	9135	144	0
