day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d127	2019-05-07	SI	Slovenia	206	40	455727	164929	1981	89
d126	2019-05-06	SI	Slovenia	211	42	486979	178679	2118	114
d125	2019-05-05	SI	Slovenia	220	46	497294	181955	2210	129
d124	2019-05-04	SI	Slovenia	233	46	785530	295683	2805	379
d123	2019-05-03	SI	Slovenia	249	52	590247	210000	2467	305
d122	2019-05-02	SI	Slovenia	262	59	571286	196805	2821	280
d121	2019-05-01	SI	Slovenia	263	62	557513	187336	2751	281
d120	2019-04-30	SI	Slovenia	282	70	623640	228991	2649	332
d119	2019-04-29	SI	Slovenia	297	72	1267903	519967	6550	1162
d118	2019-04-28	SI	Slovenia	259	65	823042	343798	5350	849
d117	2019-04-27	SI	Slovenia	252	66	773190	326270	5076	842
d116	2019-04-26	SI	Slovenia	259	73	813344	345495	5007	895
d115	2019-04-25	SI	Slovenia	226	74	131019	37825	657	18
d114	2019-04-24	SI	Slovenia	220	75	121301	32802	581	9
d113	2019-04-23	SI	Slovenia	245	76	176731	54675	711	55
d112	2019-04-22	SI	Slovenia	215	74	103643	30140	594	7
d111	2019-04-21	SI	Slovenia	232	78	116012	34954	653	16
d110	2019-04-20	SI	Slovenia	218	78	92329	26048	414	7
d109	2019-04-19	SI	Slovenia	232	83	119696	37099	469	33
d108	2019-04-18	SI	Slovenia	238	92	127222	33513	611	8
d107	2019-04-17	SI	Slovenia	238	97	118740	30729	654	15
d106	2019-04-16	SI	Slovenia	249	104	84663	29602	541	37
d105	2019-04-15	SI	Slovenia	291	111	118796	42102	618	45
d104	2019-04-14	SI	Slovenia	288	117	152726	58434	583	63
d103	2019-04-13	SI	Slovenia	300	123	153067	57345	588	60
d102	2019-04-12	SI	Slovenia	339	126	178108	64018	861	67
d101	2019-04-11	SI	Slovenia	336	131	242969	87857	1339	118
d100	2019-04-10	SI	Slovenia	297	129	229162	89796	1010	142
d099	2019-04-09	SI	Slovenia	299	132	216773	87040	854	142
d098	2019-04-08	SI	Slovenia	287	126	186469	70301	894	149
