gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	RO	Romania	4642	1104	89786595	36971621	189155	40904
m	male	RO	Romania	4465	1080	113702599	47011870	241391	53154
u	unknown	RO	Romania	3896	977	282406	114439	832	177
