age_code_filter	age_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
35_44	35-44	European Parliament		178362315106	Facebook	1212	1	37418471	16866198	218584	55831
35_44	35-44	Podemos	Unidas Podemos	269212336568846	Facebook	319	1	26615617	11816437	161197	42103
35_44	35-44	Ciudadanos	Ciudadanos	74078667754	Facebook	5487	1	24541498	7388377	256502	17228
35_44	35-44	People's Vote UK	People's Vote	748608695327755	Facebook	3431	1	20522971	7162304	265290	48517
35_44	35-44	Kialo		729627343834501	Facebook	812	1	17627392	7019903	119777	29591
35_44	35-44	Partido Popular	Partido Popular	72249031214	Facebook	1296	1	16189316	6146499	92874	13436
35_44	35-44	Britain's Future	Britain's Future	1625300137516491	Facebook	3881	1	13450441	4230055	155262	22947
35_44	35-44	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	233	1	12424806	5553893	30619	6861
35_44	35-44	European Greens		141366725876424	Facebook	255	1	10766259	4802054	63375	16235
35_44	35-44	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	3491	1	9894079	3365244	142955	18758
35_44	35-44	sp.a	sp.a	57253967150	Facebook	326	1	8388502	3429530	35757	8383
35_44	35-44	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	2333	1	8166000	2842274	90723	10500
35_44	35-44	Conservatives	The Conservative Party	8807334278	Facebook	1923	1	7882821	3064123	85860	11698
35_44	35-44	The Labour Party	The Labour Party	25749647410	Facebook	603	1	7610770	3077059	60535	12741
35_44	35-44	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	82	1	7419338	3424349	20801	5177
35_44	35-44	CDU	CDU	78502295414	Facebook	3170	1	7055402	1701055	68250	1536
35_44	35-44	Best For Britain	Best for Britain	1863944713844924	Facebook	818	1	6350681	2688712	80603	19464
35_44	35-44	Rädda Barnen		72659261793	Facebook	549	1	6250981	1971382	55058	13910
35_44	35-44	PSOE	PSOE	189318235003	Facebook	331	1	5950048	2387130	19456	3657
35_44	35-44	FDP	FDP	21289227249	Facebook	2268	1	5948651	1811645	47895	2757
35_44	35-44	SPD	SPD	47930567748	Facebook	6525	1	5669861	1894224	94266	7248
35_44	35-44	Partito Democratico		77034286895	Facebook	187	1	5372775	2430195	18505	4620
35_44	35-44	România în primul rând	Future Innovation	770704223323599	Facebook	92	1	5315645	2328015	4143	1195
35_44	35-44	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	123	1	5234362	2181788	13930	3327
35_44	35-44	Vlaams Belang	Vlaams Belang	56605856504	Facebook	74	1	5040769	2328712	33070	7889
