recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	SK	Slovakia	2236	150	3771113	1196480	32228	1761
rd2	Last 2 days	2019-05-14	2019-05-15	SK	Slovakia	2384	159	8737921	2807206	72537	4246
rd3	Last 3 days	2019-05-13	2019-05-15	SK	Slovakia	2485	167	14268910	4645911	110916	7547
rd4	Last 4 days	2019-05-12	2019-05-15	SK	Slovakia	2613	175	20482997	6853092	150664	12447
rd5	Last 5 days	2019-05-11	2019-05-15	SK	Slovakia	2735	182	26183338	8934173	187097	17675
rd6	Last 6 days	2019-05-10	2019-05-15	SK	Slovakia	2796	188	31337693	10760826	221762	22691
rw1	Last week	2019-05-09	2019-05-15	SK	Slovakia	2864	194	35632107	12195853	251255	26154
rw2	Last 2 weeks	2019-05-02	2019-05-15	SK	Slovakia	3507	239	60417180	20861102	427453	45060
rw3	Last 3 weeks	2019-04-25	2019-05-15	SK	Slovakia	4313	292	81516549	28139192	562277	57909
rw4	Last 4 weeks	2019-04-18	2019-05-15	SK	Slovakia	4596	341	87980476	30194664	600034	61525
rm1	Last month	2019-04-16	2019-05-15	SK	Slovakia	4662	361	89224477	30616068	606588	62232
rm2	Last 2 months	2019-03-17	2019-05-15	SK	Slovakia	5936	675	104772043	35903082	688054	70135
rm3	Last 3 months	2019-02-15	2019-05-15	SK	Slovakia	6364	742	110215933	37867159	715256	72582
rm6	Last 6 months	2019-01-01	2019-05-15	SK	Slovakia	6563	772	112541162	38707215	725878	73378
