audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f18_24	female (18-24)	PT	Portugal	3678	1069	9668341	3994543	28453	4577
m18_24	male (18-24)	PT	Portugal	3460	1027	9353424	3914244	29497	5276
m25_34	male (25-34)	PT	Portugal	3869	1148	6406246	2631662	23512	4076
f25_34	female (25-34)	PT	Portugal	4221	1200	4821394	1929253	17087	2393
m35_44	male (35-44)	PT	Portugal	3770	1126	4202023	1650273	15604	2506
f35_44	female (35-44)	PT	Portugal	4128	1176	3745522	1436354	13187	1775
f45_54	female (45-54)	PT	Portugal	4074	1129	3161512	1187826	11325	1479
m45_54	male (45-54)	PT	Portugal	3678	1078	2820369	1086455	11034	1639
f55_64	female (55-64)	PT	Portugal	3290	1009	2575545	965225	9907	1146
f65_	female (65+)	PT	Portugal	2785	881	1990171	748207	7895	958
m55_64	male (55-64)	PT	Portugal	2988	966	1863256	704967	7323	841
m65_	male (65+)	PT	Portugal	2609	852	1630597	623134	6395	755
f13_17	female (13-17)	PT	Portugal	551	216	925203	343156	2005	170
m13_17	male (13-17)	PT	Portugal	509	200	634775	237288	1464	143
u35_44	unknown (35-44)	PT	Portugal	3140	948	67563	26286	292	47
u25_34	unknown (25-34)	PT	Portugal	3099	930	55521	22226	246	42
u45_54	unknown (45-54)	PT	Portugal	2860	856	34340	13189	149	25
u18_24	unknown (18-24)	PT	Portugal	2356	728	29128	11668	115	18
u65_	unknown (65+)	PT	Portugal	1811	631	12881	4828	54	6
u55_64	unknown (55-64)	PT	Portugal	2038	720	12315	4608	50	6
u13_17	unknown (13-17)	PT	Portugal	331	154	2816	1063	6	0
