recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	IT	Italy	3143	663	17691158	6427781	94273	8556
rd2	Last 2 days	2019-05-16	2019-05-17	IT	Italy	3510	712	37997406	13598330	206866	18327
rd3	Last 3 days	2019-05-15	2019-05-17	IT	Italy	3955	755	56709888	20134725	302722	27853
rd4	Last 4 days	2019-05-14	2019-05-17	IT	Italy	4266	793	75725607	26999630	393194	38281
rd5	Last 5 days	2019-05-13	2019-05-17	IT	Italy	4533	818	92238220	33029563	471942	48225
rd6	Last 6 days	2019-05-12	2019-05-17	IT	Italy	4888	863	105587505	37939503	537270	55848
rw1	Last week	2019-05-11	2019-05-17	IT	Italy	5175	898	117610816	42285479	598630	62328
rw2	Last 2 weeks	2019-05-04	2019-05-17	IT	Italy	6784	1122	193196739	69734773	980269	108796
rw3	Last 3 weeks	2019-04-27	2019-05-17	IT	Italy	8066	1431	234594749	84895675	1200063	135280
rw4	Last 4 weeks	2019-04-20	2019-05-17	IT	Italy	8881	1749	256309991	92860676	1300149	147820
rm1	Last month	2019-04-18	2019-05-17	IT	Italy	9127	1849	262364164	95209080	1338375	152755
rm2	Last 2 months	2019-03-19	2019-05-17	IT	Italy	15482	4239	394081819	142058531	2036102	214535
rm3	Last 3 months	2019-02-17	2019-05-17	IT	Italy	18083	5049	465599156	168232823	2393575	247876
rm6	Last 6 months	2019-01-01	2019-05-17	IT	Italy	19097	5146	486799489	175907858	2532412	262061
