recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	RO	Romania	353	108	4615896	1668691	11414	2275
rd2	Last 2 days	2019-05-25	2019-05-26	RO	Romania	701	176	16007452	6256976	38861	8994
rd3	Last 3 days	2019-05-24	2019-05-26	RO	Romania	1332	264	42315625	16628586	97960	24353
rd4	Last 4 days	2019-05-23	2019-05-26	RO	Romania	1477	277	67615492	26698677	155009	39407
rd5	Last 5 days	2019-05-22	2019-05-26	RO	Romania	1581	285	91137678	36490908	206590	52865
rd6	Last 6 days	2019-05-21	2019-05-26	RO	Romania	1651	290	109002060	43929087	245253	63036
rw1	Last week	2019-05-20	2019-05-26	RO	Romania	1706	294	124838785	50664696	276467	70845
rw2	Last 2 weeks	2019-05-13	2019-05-26	RO	Romania	1752	300	138977836	56532336	304820	77395
rw3	Last 3 weeks	2019-05-06	2019-05-26	RO	Romania	1752	300	138977836	56532336	304820	77395
rw4	Last 4 weeks	2019-04-29	2019-05-26	RO	Romania	1752	300	138977836	56532336	304820	77395
rm1	Last month	2019-04-27	2019-05-26	RO	Romania	1752	300	138977836	56532336	304820	77395
rm2	Last 2 months	2019-03-28	2019-05-26	RO	Romania	1752	300	138977836	56532336	304820	77395
rm3	Last 3 months	2019-02-26	2019-05-26	RO	Romania	1752	300	138977836	56532336	304820	77395
rm6	Last 6 months	2019-01-01	2019-05-26	RO	Romania	1752	300	138977836	56532336	304820	77395
