advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	IT	Italy	369	1	28059629	11557999	126530	24199
Partito Democratico		77034286895	Facebook	IT	Italy	141	1	23026633	10215909	85358	19899
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	IT	Italy	27	1	17799958	8299993	53472	13099
European Parliament		178362315106	Facebook	IT	Italy	184	1	15200368	6517811	47710	8568
Save the Children Italia		46590675335	Facebook	IT	Italy	47	1	12786941	5702994	52952	14299
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	IT	Italy	91	1	10837855	4464975	28608	5499
WeWorld Onlus		299584710061488	Facebook	IT	Italy	374	1	10764534	4143963	61925	7699
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	IT	Italy	54	1	9348943	4014998	17045	3199
Kialo		729627343834501	Facebook	IT	Italy	398	1	8509058	3412186	43278	10085
Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	IT	Italy	37	1	5679496	2476814	6862	799
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	IT	Italy	71	1	5607907	2296991	28728	7399
European Greens	European Greens	141366725876424	Facebook	IT	Italy	17	1	5181119	2290415	26749	6414
Roberto Rosso		1735684256653359	Facebook	IT	Italy	47	1	5133499	2167422	28541	6896
Lara Comi	Lara Comi	155619044465389	Facebook	IT	Italy	91	1	4610907	1408999	16308	3199
Medici Senza Frontiere		65737832194	Facebook	IT	Italy	26	1	4476972	1880999	17873	5799
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	IT	Italy	47	1	3708292	1588350	10105	2246
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	IT	Italy	38	1	3645940	1504991	9161	1899
Stefano Maullu		150618724962388	Facebook	IT	Italy	34	1	3641891	1451970	9465	1799
Amref Health Africa - Italia		48677844864	Facebook	IT	Italy	103	1	3494886	1228996	12996	699
Oxfam Italia		150200761667597	Facebook	IT	Italy	280	1	3240671	942980	35919	2599
Petizioni.it		1410474395723679	Facebook	IT	Italy	32	1	3164968	1363999	19668	4499
Giosi Ferrandino	Giosi Ferrandino	141856142632410	Facebook	IT	Italy	76	1	2899904	990209	8460	300
Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	IT	Italy	84	1	2887706	909335	16974	2175
Antonio Tajani	Antonio Tajani	506531149512596	Facebook	IT	Italy	56	1	2738824	969975	11743	2099
Riparte il futuro		476098022442147	Facebook	IT	Italy	40	1	2692929	1084988	7959	999
